站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150008,2022-09-25 23:55:00,2022-09-25 23:55:25,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:50:00,2022-09-25 23:50:21,0.000,75,3.9,0.000,13.02,0.000,129
0210150008,2022-09-25 23:45:00,2022-09-25 23:45:23,0.000,78,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:40:00,2022-09-25 23:40:24,0.000,78,3.9,0.000,13.03,0.000,129
0210150008,2022-09-25 23:35:00,2022-09-25 23:35:23,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:30:00,2022-09-25 23:30:25,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:25:00,2022-09-25 23:25:25,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:20:00,2022-09-25 23:20:23,0.000,75,3.9,0.000,13.02,0.000,129
0210150008,2022-09-25 23:15:00,2022-09-25 23:15:26,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:10:00,2022-09-25 23:10:27,0.000,75,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 23:05:00,2022-09-25 23:05:24,0.000,71,3.8,0.000,13.02,0.000,129
0210150008,2022-09-25 23:00:00,2022-09-25 23:00:26,0.000,75,3.9,0.000,13.02,0.000,129
0210150008,2022-09-25 22:55:00,2022-09-25 22:55:25,0.000,75,3.8,0.000,13.03,0.000,129
0210150008,2022-09-25 22:50:00,2022-09-25 22:50:25,0.000,75,3.8,0.000,13.03,0.000,129
0210150008,2022-09-25 22:45:00,2022-09-25 22:45:24,0.000,75,3.8,0.000,13.02,0.000,129
0210150008,2022-09-25 22:40:00,2022-09-25 22:40:26,0.000,75,3.8,0.000,13.02,0.000,129
0210150008,2022-09-25 22:35:00,2022-09-25 22:35:32,0.000,75,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 22:30:00,2022-09-25 22:30:21,0.000,75,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 22:25:00,2022-09-25 22:25:23,0.000,75,3.9,0.000,13.03,0.000,129
0210150008,2022-09-25 22:20:00,2022-09-25 22:20:25,0.000,75,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 22:15:00,2022-09-25 22:15:23,0.000,78,3.9,0.000,13.02,0.000,129
0210150008,2022-09-25 22:10:00,2022-09-25 22:10:21,0.000,71,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 22:05:00,2022-09-25 22:05:23,0.000,71,3.9,0.000,13.01,0.000,129
0210150008,2022-09-25 22:00:00,2022-09-25 22:00:25,0.000,75,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 21:55:00,2022-09-25 21:55:22,0.000,75,3.9,0.000,13.03,0.000,129
0210150008,2022-09-25 21:50:00,2022-09-25 21:50:24,0.000,75,3.9,0.000,13.04,0.000,129
0210150008,2022-09-25 21:45:00,2022-09-25 21:45:22,0.000,75,3.9,0.000,13.04,0.000,129
