站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150001,2022-09-25 23:55:00,2022-09-25 23:55:29,0.000,87,8.9,0.000,12.87,0.231,129
0210150001,2022-09-25 23:50:00,2022-09-25 23:50:22,0.000,90,8.9,0.000,12.86,0.249,129
0210150001,2022-09-25 23:45:00,2022-09-25 23:45:23,0.000,87,8.9,0.000,12.86,0.346,129
0210150001,2022-09-25 23:40:00,2022-09-25 23:40:30,0.000,87,8.9,0.000,12.87,0.425,129
0210150001,2022-09-25 23:35:00,2022-09-25 23:35:23,0.000,90,8.9,0.000,12.88,0.278,129
0210150001,2022-09-25 23:30:00,2022-09-25 23:30:21,0.000,90,8.9,0.000,12.86,0.184,129
0210150001,2022-09-25 23:25:00,2022-09-25 23:25:25,0.000,90,8.9,0.000,12.87,0.141,129
0210150001,2022-09-25 23:20:00,2022-09-25 23:20:23,0.000,90,8.9,0.000,12.88,0.131,129
0210150001,2022-09-25 23:15:00,2022-09-25 23:15:19,0.000,90,8.9,0.000,12.87,0.174,129
0210150001,2022-09-25 23:10:00,2022-09-25 23:10:29,0.000,90,8.9,0.000,12.88,0.260,129
0210150001,2022-09-25 23:05:00,2022-09-25 23:05:30,0.000,90,8.9,0.000,12.88,0.106,129
0210150001,2022-09-25 23:00:00,2022-09-25 23:00:24,0.000,87,8.9,0.000,12.88,0.199,129
0210150001,2022-09-25 22:55:00,2022-09-25 22:55:19,0.000,90,8.9,0.000,12.88,0.428,129
0210150001,2022-09-25 22:50:00,2022-09-25 22:50:22,0.000,90,8.9,0.000,12.88,0.453,129
0210150001,2022-09-25 22:45:00,2022-09-25 22:45:24,0.000,90,8.9,0.000,12.89,0.407,129
0210150001,2022-09-25 22:40:00,2022-09-25 22:40:23,0.000,90,8.9,0.000,12.88,0.249,129
0210150001,2022-09-25 22:35:00,2022-09-25 22:35:23,0.000,90,8.9,0.000,12.88,0.184,129
0210150001,2022-09-25 22:30:00,2022-09-25 22:30:31,0.000,90,8.9,0.000,12.88,0.170,129
0210150001,2022-09-25 22:25:00,2022-09-25 22:25:22,0.000,90,8.9,0.000,12.88,0.141,129
0210150001,2022-09-25 22:20:00,2022-09-25 22:20:25,0.000,90,8.9,0.000,12.88,0.195,129
0210150001,2022-09-25 22:15:00,2022-09-25 22:15:21,0.000,90,9.0,0.000,12.88,0.331,129
0210150001,2022-09-25 22:10:00,2022-09-25 22:10:25,0.000,90,9.0,0.000,12.88,0.364,129
0210150001,2022-09-25 22:05:00,2022-09-25 22:05:24,0.000,90,8.9,0.000,12.88,0.392,129
0210150001,2022-09-25 22:00:00,2022-09-25 22:00:22,0.000,90,9.0,0.000,12.89,0.439,129
0210150001,2022-09-25 21:55:00,2022-09-25 21:55:24,0.000,90,8.9,0.000,12.88,0.331,129
0210150001,2022-09-25 21:50:00,2022-09-25 21:50:35,0.000,90,8.9,0.000,12.89,0.288,129
0210150001,2022-09-25 21:45:00,2022-09-25 21:45:23,0.000,90,8.9,0.000,12.89,0.317,129
0210150001,2022-09-25 21:40:00,2022-09-25 21:40:25,0.000,90,8.9,0.000,12.91,0.292,129
0210150001,2022-09-25 21:35:00,2022-09-25 21:35:20,0.000,93,8.9,0.000,12.91,0.231,129
0210150001,2022-09-25 21:30:00,2022-09-25 21:30:23,0.000,90,8.9,0.000,12.89,0.166,129
0210150001,2022-09-25 21:25:00,2022-09-25 21:25:30,0.000,90,8.9,0.000,12.89,0.141,129
0210150001,2022-09-25 21:20:00,2022-09-25 21:20:26,0.000,90,8.9,0.000,12.88,0.188,129
0210150001,2022-09-25 21:15:00,2022-09-25 21:15:34,0.000,90,8.9,0.000,12.90,0.278,129
0210150001,2022-09-25 21:10:00,2022-09-25 21:10:30,0.000,90,9.0,0.000,12.90,0.295,129
0210150001,2022-09-25 21:05:00,2022-09-25 21:05:29,0.000,90,8.9,0.000,12.91,0.127,129
0210150001,2022-09-25 21:00:00,2022-09-25 21:00:24,0.000,90,8.9,0.000,12.91,0.134,129
0210150001,2022-09-25 20:55:00,2022-09-25 20:55:21,0.000,90,8.9,0.000,12.90,0.217,129
0210150001,2022-09-25 20:50:00,2022-09-25 20:50:22,0.000,90,9.0,0.000,12.91,0.367,129
0210150001,2022-09-25 20:45:00,2022-09-25 20:45:22,0.000,90,8.9,0.000,12.90,0.317,129
0210150001,2022-09-25 20:40:00,2022-09-25 20:40:22,0.000,90,9.0,0.000,12.90,0.267,129
0210150001,2022-09-25 20:35:00,2022-09-25 20:35:27,0.000,90,9.0,0.000,12.91,0.295,129
0210150001,2022-09-25 20:30:00,2022-09-25 20:30:21,0.000,90,8.9,0.000,12.91,0.303,129
0210150001,2022-09-25 20:25:00,2022-09-25 20:25:21,0.000,90,9.0,0.000,12.91,0.374,129
0210150001,2022-09-25 20:20:00,2022-09-25 20:20:23,0.000,90,9.1,0.000,12.91,0.274,129
0210150001,2022-09-25 20:15:00,2022-09-25 20:15:19,0.000,90,9.0,0.000,12.91,0.346,129
0210150001,2022-09-25 20:10:00,2022-09-25 20:10:22,0.000,90,9.0,0.000,12.91,0.475,129
0210150001,2022-09-25 20:05:00,2022-09-25 20:05:24,0.000,90,8.9,0.000,12.91,0.389,129
0210150001,2022-09-25 20:00:00,2022-09-25 20:00:27,0.000,90,8.9,0.000,12.91,0.317,129
0210150001,2022-09-25 19:55:00,2022-09-25 19:55:23,0.000,90,9.0,0.000,12.88,0.231,129
0210150001,2022-09-25 19:50:00,2022-09-25 19:50:34,0.000,90,9.0,0.000,12.91,0.199,129
0210150001,2022-09-25 19:45:00,2022-09-25 19:45:20,0.000,90,9.0,0.000,12.90,0.195,129
0210150001,2022-09-25 19:40:00,2022-09-25 19:40:29,0.000,90,9.0,0.000,12.91,0.174,129
0210150001,2022-09-25 19:35:00,2022-09-25 19:35:22,0.000,90,9.0,0.000,12.89,0.192,129
0210150001,2022-09-25 19:30:00,2022-09-25 19:30:23,0.000,90,9.1,0.000,12.85,0.299,129
0210150001,2022-09-25 19:25:00,2022-09-25 19:25:36,0.000,90,9.1,0.000,12.85,0.374,129
0210150001,2022-09-25 19:20:00,2022-09-25 19:20:21,0.000,90,9.1,0.000,12.83,0.389,129
0210150001,2022-09-25 19:15:00,2022-09-25 19:15:23,0.000,87,9.0,0.000,12.83,0.321,129
0210150001,2022-09-25 19:10:00,2022-09-25 19:10:26,0.000,90,9.0,0.000,12.85,0.260,129
0210150001,2022-09-25 19:05:00,2022-09-25 19:05:21,0.000,90,9.1,0.000,12.90,0.342,129
0210150001,2022-09-25 19:00:00,2022-09-25 19:00:22,0.000,90,9.0,0.000,12.97,0.313,129
0210150001,2022-09-25 18:55:00,2022-09-25 18:55:24,0.000,90,8.9,0.000,13.01,0.245,129
0210150001,2022-09-25 18:50:00,2022-09-25 18:50:26,0.000,90,9.0,0.000,13.08,0.295,129
0210150001,2022-09-25 18:45:00,2022-09-25 18:45:21,0.000,90,8.9,0.000,13.13,0.374,129
0210150001,2022-09-25 18:40:00,2022-09-25 18:40:22,0.000,90,8.9,0.000,13.22,0.374,129
0210150001,2022-09-25 18:35:00,2022-09-25 18:35:22,0.000,87,8.9,0.000,13.29,0.353,129
0210150001,2022-09-25 18:30:00,2022-09-25 18:30:20,0.000,87,8.9,0.000,13.37,0.378,129
0210150001,2022-09-25 18:25:00,2022-09-25 18:25:19,0.000,87,8.9,0.000,13.46,0.407,129
0210150001,2022-09-25 18:20:00,2022-09-25 18:20:23,0.000,87,9.0,0.000,13.54,0.442,129
