站点编号,观测时间,存储时间,1小时时段降水量(毫米),日降水量(毫米),当前降水量(毫米),1分钟时段降水量(毫米),5分钟时段降水量(毫米),10分钟时段降水量(毫米),30分钟时段降水量(毫米),降水量累计值(毫米),小时水量1(立方米/小时),信号强度(百分比),浊度1(度),电源电压(伏特),水位1(米),报警信息
0210150002,2022-04-30 23:55:00,2022-04-30 23:55:23,,,2.5,0.0,0.5,,,1426.0,0.000,87,68.2,12.95,0.033,129
0210150002,2022-04-30 23:50:00,2022-04-30 23:48:02,,,2.0,0.0,0.0,0.5,,1425.5,0.000,90,67.6,12.95,0.033,129
0210150002,2022-04-30 23:45:00,2022-04-30 23:43:02,,,2.0,0.0,0.5,,,1425.5,0.000,87,68.8,12.95,0.034,129
0210150002,2022-04-30 23:40:00,2022-04-30 23:40:28,,,1.5,0.0,0.0,0.5,,1425.0,0.000,87,69.5,12.95,0.034,129
0210150002,2022-04-30 23:35:00,2022-04-30 23:35:23,,,1.5,0.0,0.5,,,1425.0,0.000,87,70.3,12.95,0.033,129
0210150002,2022-04-30 23:30:00,2022-04-30 23:30:21,,,1.0,0.0,0.0,0.5,1.0,1424.5,0.000,87,40.7,12.95,0.015,129
0210150002,2022-04-30 23:25:00,2022-04-30 23:23:02,,,1.0,0.5,0.5,,,1424.5,0.000,90,40.7,12.95,0.015,129
0210150002,2022-04-30 23:20:00,2022-04-30 23:20:24,,,0.5,0.0,0.0,0.0,,1424.0,0.000,87,40.7,12.95,0.015,129
0210150002,2022-04-30 23:15:00,2022-04-30 23:15:22,,,0.5,0.0,0.0,,,1424.0,0.000,93,40.7,12.95,0.015,129
0210150002,2022-04-30 23:10:00,2022-04-30 23:10:21,,,0.5,0.0,0.5,0.5,,1424.0,0.000,87,40.6,12.95,0.015,129
0210150002,2022-04-30 23:05:00,2022-04-30 23:05:22,,,0.0,0.0,0.0,,,1423.5,0.000,90,40.6,12.96,0.015,129
0210150002,2022-04-30 23:00:00,2022-04-30 23:00:22,,,0.0,0.0,0.0,0.0,0.0,1423.5,0.000,93,40.5,12.95,0.015,129
0210150002,2022-04-30 22:55:00,2022-04-30 22:53:05,,,0.0,0.0,0.0,,,1423.5,0.000,90,40.4,12.95,0.015,129
0210150002,2022-04-30 22:50:00,2022-04-30 22:48:03,,,0.0,0.0,0.0,0.0,,1423.5,0.000,90,40.3,12.96,0.016,129
0210150002,2022-04-30 22:45:00,2022-04-30 22:43:04,,,0.0,0.0,0.0,,,1423.5,0.000,96,40.3,12.95,0.016,129
0210150002,2022-04-30 22:40:00,2022-04-30 22:40:20,,,0.0,0.0,0.0,0.0,,1423.5,0.000,90,40.1,12.96,0.016,129
0210150002,2022-04-30 22:35:00,2022-04-30 22:35:29,,,0.0,0.0,0.0,,,1423.5,0.000,90,39.9,12.96,0.015,129
0210150002,2022-04-30 22:30:00,2022-04-30 22:30:22,,,0.0,0.0,0.0,0.0,0.0,1423.5,0.000,93,39.7,12.96,0.016,129
0210150002,2022-04-30 22:25:00,2022-04-30 22:23:03,,,0.0,0.0,0.0,,,1423.5,0.000,87,39.7,12.96,0.016,129
0210150002,2022-04-30 22:20:00,2022-04-30 22:18:03,,,0.0,0.0,0.0,0.0,,1423.5,0.000,90,39.4,12.95,0.017,129
0210150002,2022-04-30 22:15:00,2022-04-30 22:15:23,,,0.0,0.0,0.0,,,1423.5,0.000,90,39.3,12.97,0.016,129
0210150002,2022-04-30 22:10:00,2022-04-30 22:10:22,,,0.0,0.0,0.0,0.0,,1423.5,0.000,90,39.2,12.95,0.016,129
0210150002,2022-04-30 22:05:00,2022-04-30 22:05:22,,,0.0,0.0,0.0,,,1423.5,0.000,90,39.0,12.95,0.016,129
0210150002,2022-04-30 22:00:00,2022-04-30 22:00:20,,,0.0,0.0,0.0,0.0,0.0,1423.5,0.000,87,38.8,12.95,0.016,129
