站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150009,2021-10-02 23:15:00,2021-10-02 23:15:23,0.000,84,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 23:10:00,2021-10-02 23:10:20,0.000,84,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 23:05:00,2021-10-02 23:05:21,0.000,87,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 23:00:00,2021-10-02 23:00:24,0.000,84,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 22:55:00,2021-10-02 22:55:18,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:50:00,2021-10-02 22:50:20,0.000,84,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 22:45:00,2021-10-02 22:45:20,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:40:00,2021-10-02 22:40:20,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:35:00,2021-10-02 22:35:21,0.000,84,0.1,0.000,13.03,0.000,129
0210150009,2021-10-02 22:30:00,2021-10-02 22:30:22,0.000,90,0.1,0.000,13.01,0.000,129
0210150009,2021-10-02 22:25:00,2021-10-02 22:25:21,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:20:00,2021-10-02 22:20:23,0.000,84,0.1,0.000,13.03,0.000,129
0210150009,2021-10-02 22:15:00,2021-10-02 22:15:20,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:10:00,2021-10-02 22:10:23,0.000,81,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:05:00,2021-10-02 22:05:21,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 22:00:00,2021-10-02 22:00:19,0.000,84,0.1,0.000,13.03,0.000,129
0210150009,2021-10-02 21:55:00,2021-10-02 21:55:21,0.000,84,0.1,0.000,13.03,0.000,129
0210150009,2021-10-02 21:50:00,2021-10-02 21:50:21,0.000,84,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 21:45:00,2021-10-02 21:45:20,0.000,90,0.1,0.000,13.02,0.000,129
0210150009,2021-10-02 21:40:00,2021-10-02 21:40:24,0.000,84,0.1,0.000,13.03,0.000,129
0210150009,2021-10-02 21:35:00,2021-10-02 21:35:22,0.000,81,0.1,0.000,13.04,0.000,129
0210150009,2021-10-02 21:30:00,2021-10-02 21:30:20,0.000,84,0.1,0.000,13.04,0.000,129
0210150009,2021-10-02 21:25:00,2021-10-02 21:25:21,0.000,84,0.1,0.000,13.04,0.000,129
