站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150001,2021-10-04 12:55:00,2021-10-04 12:55:24,0.000,78,6.7,0.000,14.16,2.177,129
0210150001,2021-10-04 12:50:00,2021-10-04 12:50:22,0.000,71,6.6,0.000,14.15,2.212,129
0210150001,2021-10-04 12:45:00,2021-10-04 12:45:24,0.000,75,6.7,0.000,14.33,2.177,129
0210150001,2021-10-04 12:40:00,2021-10-04 12:40:22,0.000,75,6.7,0.000,13.87,2.195,129
0210150001,2021-10-04 12:35:00,2021-10-04 12:35:25,0.000,71,6.7,0.000,13.87,2.059,129
0210150001,2021-10-04 12:30:00,2021-10-04 12:30:21,0.000,71,6.9,0.000,14.35,1.987,129
0210150001,2021-10-04 12:25:00,2021-10-04 12:25:21,0.000,71,7.0,0.000,13.93,1.948,129
0210150001,2021-10-04 12:20:00,2021-10-04 12:20:28,0.000,71,7.1,0.000,13.90,2.002,129
0210150001,2021-10-04 12:15:00,2021-10-04 12:15:22,0.000,71,7.2,0.000,13.99,2.073,129
0210150001,2021-10-04 12:10:00,2021-10-04 12:10:24,0.000,75,7.2,0.000,13.93,1.987,129
0210150001,2021-10-04 12:05:00,2021-10-04 12:05:24,0.000,71,7.3,0.000,14.31,1.991,129
0210150001,2021-10-04 12:00:00,2021-10-04 12:00:21,0.000,71,7.6,0.000,14.23,1.948,129
0210150001,2021-10-04 11:55:00,2021-10-04 11:55:22,0.000,75,7.5,0.000,14.25,2.037,129
0210150001,2021-10-04 11:50:00,2021-10-04 11:50:22,0.000,75,7.5,0.000,13.93,2.045,129
0210150001,2021-10-04 11:45:00,2021-10-04 11:45:19,0.000,71,7.5,0.000,13.93,2.073,129
0210150001,2021-10-04 11:40:00,2021-10-04 11:40:22,0.000,71,7.9,0.000,13.93,2.059,129
0210150001,2021-10-04 11:35:00,2021-10-04 11:35:19,0.000,75,7.3,0.000,14.14,1.937,129
0210150001,2021-10-04 11:30:00,2021-10-04 11:30:20,0.000,75,8.0,0.000,13.93,1.962,129
