站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150001,2022-04-30 23:55:00,2022-04-30 23:53:01,0.000,84,3.6,0.000,12.85,0.030,129
0210150001,2022-04-30 23:50:00,2022-04-30 23:48:02,0.000,84,3.8,0.000,12.85,0.023,129
0210150001,2022-04-30 23:45:00,2022-04-30 23:43:04,0.000,84,3.7,0.000,12.83,0.030,129
0210150001,2022-04-30 23:40:00,2022-04-30 23:38:06,0.000,84,4.3,0.000,12.85,0.030,129
0210150001,2022-04-30 23:35:00,2022-04-30 23:33:01,0.000,90,4.0,0.000,12.85,0.027,129
0210150001,2022-04-30 23:30:00,2022-04-30 23:28:00,0.000,87,4.6,0.000,12.85,0.020,129
0210150001,2022-04-30 23:25:00,2022-04-30 23:25:20,0.000,87,4.4,0.000,12.85,0.020,129
0210150001,2022-04-30 23:20:00,2022-04-30 23:18:02,0.000,87,4.5,0.000,12.85,0.020,129
0210150001,2022-04-30 23:15:00,2022-04-30 23:15:20,0.000,84,4.3,0.000,12.85,0.020,129
0210150001,2022-04-30 23:10:00,2022-04-30 23:10:22,0.000,87,7.0,0.000,12.85,0.020,129
0210150001,2022-04-30 23:05:00,2022-04-30 23:03:05,0.000,87,4.4,0.000,12.86,0.020,129
0210150001,2022-04-30 23:00:00,2022-04-30 23:00:20,0.000,87,4.4,0.000,12.86,0.020,129
0210150001,2022-04-30 22:55:00,2022-04-30 22:53:03,0.000,87,4.5,0.000,12.85,0.020,129
0210150001,2022-04-30 22:50:00,2022-04-30 22:48:02,0.000,87,4.4,0.000,12.88,0.020,129
0210150001,2022-04-30 22:45:00,2022-04-30 22:45:21,0.000,78,4.3,0.000,12.85,0.020,129
0210150001,2022-04-30 22:40:00,2022-04-30 22:40:24,0.000,87,4.3,0.000,12.86,0.020,129
0210150001,2022-04-30 22:35:00,2022-04-30 22:33:02,0.000,87,4.4,0.000,12.87,0.020,129
0210150001,2022-04-30 22:30:00,2022-04-30 22:28:03,0.000,87,4.3,0.000,12.86,0.020,129
0210150001,2022-04-30 22:25:00,2022-04-30 22:23:05,0.000,87,4.2,0.000,12.87,0.020,129
0210150001,2022-04-30 22:20:00,2022-04-30 22:20:21,0.000,87,4.3,0.000,12.88,0.020,129
0210150001,2022-04-30 22:15:00,2022-04-30 22:13:01,0.000,87,4.2,0.000,12.87,0.020,129
0210150001,2022-04-30 22:10:00,2022-04-30 22:08:01,0.000,87,4.3,0.000,12.87,0.020,129
0210150001,2022-04-30 22:05:00,2022-04-30 22:03:00,0.000,90,3.2,0.000,12.87,0.020,129
0210150001,2022-04-30 22:00:00,2022-04-30 22:00:20,0.000,87,6.0,0.000,12.87,0.020,129
0210150001,2022-04-30 21:55:00,2022-04-30 21:55:21,0.000,87,3.5,0.000,12.88,0.020,129
0210150001,2022-04-30 21:50:00,2022-04-30 21:48:01,0.000,81,3.2,0.000,12.88,0.020,129
0210150001,2022-04-30 21:45:00,2022-04-30 21:45:21,0.000,87,7.1,0.000,12.88,0.020,129
0210150001,2022-04-30 21:40:00,2022-04-30 21:40:22,0.000,90,7.0,0.000,12.87,0.020,129
0210150001,2022-04-30 21:35:00,2022-04-30 21:33:01,0.000,90,7.0,0.000,12.88,0.020,129
0210150001,2022-04-30 21:30:00,2022-04-30 21:28:03,0.000,90,6.8,0.000,12.87,0.020,129
0210150001,2022-04-30 21:25:00,2022-04-30 21:23:06,0.000,87,6.9,0.000,12.88,0.020,129
0210150001,2022-04-30 21:20:00,2022-04-30 21:18:03,0.000,87,6.7,0.000,12.88,0.020,129
0210150001,2022-04-30 21:15:00,2022-04-30 21:15:23,0.000,90,6.5,0.000,12.88,0.020,129
0210150001,2022-04-30 21:10:00,2022-04-30 21:08:03,0.000,87,6.6,0.000,12.88,0.020,129
0210150001,2022-04-30 21:05:00,2022-04-30 21:03:05,0.000,87,6.4,0.000,12.88,0.020,129
0210150001,2022-04-30 21:00:00,2022-04-30 20:58:03,0.000,90,5.6,0.000,12.87,0.020,129
0210150001,2022-04-30 20:55:00,2022-04-30 20:53:10,0.000,87,7.0,0.000,12.88,0.020,129
0210150001,2022-04-30 20:50:00,2022-04-30 20:50:20,0.000,87,4.4,0.000,12.86,0.020,129
0210150001,2022-04-30 20:45:00,2022-04-30 20:45:33,0.000,87,4.3,0.000,12.85,0.020,129
0210150001,2022-04-30 20:40:00,2022-04-30 20:38:20,0.000,87,3.8,0.000,12.88,0.020,129
