站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150008,2022-04-30 23:55:00,2022-04-30 23:55:22,0.000,71,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 23:50:00,2022-04-30 23:50:21,0.000,78,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 23:45:00,2022-04-30 23:45:22,0.000,87,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 23:40:00,2022-04-30 23:40:29,0.000,78,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 23:35:00,2022-04-30 23:35:30,0.000,78,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 23:30:00,2022-04-30 23:28:03,0.000,78,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 23:25:00,2022-04-30 23:25:21,0.000,78,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 23:20:00,2022-04-30 23:20:23,0.000,68,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 23:15:00,2022-04-30 23:15:21,0.000,75,0.1,0.000,13.00,0.017,129
0210150008,2022-04-30 23:10:00,2022-04-30 23:10:27,0.000,84,0.1,0.000,13.00,0.017,129
0210150008,2022-04-30 23:05:00,2022-04-30 23:05:25,0.000,81,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 23:00:00,2022-04-30 22:58:07,0.000,78,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:55:00,2022-04-30 22:53:02,0.000,81,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:50:00,2022-04-30 22:50:22,0.000,81,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 22:45:00,2022-04-30 22:43:09,0.000,75,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:40:00,2022-04-30 22:40:26,0.000,87,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:35:00,2022-04-30 22:33:03,0.000,81,0.1,0.000,13.01,0.014,129
0210150008,2022-04-30 22:30:00,2022-04-30 22:28:03,0.000,78,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 22:25:00,2022-04-30 22:23:07,0.000,78,0.1,0.000,12.98,0.017,129
0210150008,2022-04-30 22:20:00,2022-04-30 22:20:31,0.000,81,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:15:00,2022-04-30 22:15:20,0.000,81,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 22:10:00,2022-04-30 22:10:22,0.000,78,0.1,0.000,13.01,0.014,129
0210150008,2022-04-30 22:05:00,2022-04-30 22:03:01,0.000,81,0.1,0.000,13.00,0.017,129
0210150008,2022-04-30 22:00:00,2022-04-30 22:00:21,0.000,78,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:55:00,2022-04-30 21:53:04,0.000,81,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:50:00,2022-04-30 21:48:02,0.000,81,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:45:00,2022-04-30 21:43:01,0.000,65,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:40:00,2022-04-30 21:38:04,0.000,75,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:35:00,2022-04-30 21:35:19,0.000,78,0.1,0.000,13.00,0.017,129
0210150008,2022-04-30 21:30:00,2022-04-30 21:30:30,0.000,65,0.1,0.000,13.00,0.014,129
0210150008,2022-04-30 21:25:00,2022-04-30 21:25:21,0.000,78,0.1,0.000,13.01,0.017,129
0210150008,2022-04-30 21:20:00,2022-04-30 21:18:02,0.000,81,0.1,0.000,12.98,0.017,129
0210150008,2022-04-30 21:15:00,2022-04-30 21:13:04,0.000,78,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 21:10:00,2022-04-30 21:10:24,0.000,78,0.1,0.000,12.99,0.017,129
0210150008,2022-04-30 21:05:00,2022-04-30 21:03:03,0.000,81,0.1,0.000,12.98,0.017,129
0210150008,2022-04-30 21:00:00,2022-04-30 20:58:07,0.000,81,0.1,0.000,12.98,0.017,129
0210150008,2022-04-30 20:55:00,2022-04-30 20:55:23,0.000,78,0.1,0.000,12.98,0.017,129
0210150008,2022-04-30 20:50:00,2022-04-30 20:48:06,0.000,81,0.1,0.000,12.98,0.014,129
0210150008,2022-04-30 20:45:00,2022-04-30 20:43:06,0.000,81,0.1,0.000,12.98,0.017,129
