站点编号,观测时间,存储时间,小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电源电压(伏特),水位1(米),报警信息
0210150008,2021-10-02 23:20:00,2021-10-02 23:20:20,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 23:15:00,2021-10-02 23:15:22,0.000,68,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 23:10:00,2021-10-02 23:10:29,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 23:05:00,2021-10-02 23:05:20,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 23:00:00,2021-10-02 23:00:23,0.000,75,1.4,0.000,13.00,0.010,129
0210150008,2021-10-02 22:55:00,2021-10-02 22:55:24,0.000,68,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:50:00,2021-10-02 22:50:22,0.000,75,1.4,0.000,13.00,0.010,129
0210150008,2021-10-02 22:45:00,2021-10-02 22:45:22,0.000,81,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:40:00,2021-10-02 22:40:20,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:35:00,2021-10-02 22:35:22,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:30:00,2021-10-02 22:30:21,0.000,81,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:25:00,2021-10-02 22:25:21,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:20:00,2021-10-02 22:20:22,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:15:00,2021-10-02 22:15:22,0.000,81,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:10:00,2021-10-02 22:10:21,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:05:00,2021-10-02 22:05:30,0.000,71,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 22:00:00,2021-10-02 22:00:22,0.000,65,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:55:00,2021-10-02 21:55:24,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:50:00,2021-10-02 21:50:24,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:45:00,2021-10-02 21:45:20,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:40:00,2021-10-02 21:40:22,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:35:00,2021-10-02 21:35:21,0.000,68,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:30:00,2021-10-02 21:30:19,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:25:00,2021-10-02 21:25:22,0.000,68,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:20:00,2021-10-02 21:20:21,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:15:00,2021-10-02 21:15:21,0.000,84,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:10:00,2021-10-02 21:10:22,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:05:00,2021-10-02 21:05:20,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 21:00:00,2021-10-02 21:00:22,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 20:55:00,2021-10-02 20:55:23,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 20:50:00,2021-10-02 20:50:20,0.000,81,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 20:45:00,2021-10-02 20:45:19,0.000,75,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 20:40:00,2021-10-02 20:40:21,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 20:35:00,2021-10-02 20:35:22,0.000,75,1.4,0.000,13.00,0.010,129
0210150008,2021-10-02 20:30:00,2021-10-02 20:30:25,0.000,75,1.4,0.000,13.00,0.010,129
0210150008,2021-10-02 20:25:00,2021-10-02 20:25:22,0.000,71,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 20:20:00,2021-10-02 20:20:23,0.000,78,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 20:15:00,2021-10-02 20:15:24,0.000,78,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 20:10:00,2021-10-02 20:10:22,0.000,75,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 20:05:00,2021-10-02 20:05:19,0.000,71,1.4,0.000,12.97,0.010,129
0210150008,2021-10-02 20:00:00,2021-10-02 20:00:20,0.000,78,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 19:55:00,2021-10-02 19:55:21,0.000,75,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 19:50:00,2021-10-02 19:50:22,0.000,75,1.4,0.000,12.98,0.010,129
0210150008,2021-10-02 19:45:00,2021-10-02 19:45:20,0.000,84,1.4,0.000,12.97,0.010,129
0210150008,2021-10-02 19:40:00,2021-10-02 19:40:22,0.000,68,1.4,0.000,12.99,0.010,129
0210150008,2021-10-02 19:35:00,2021-10-02 19:35:20,0.000,78,1.4,0.000,13.01,0.010,129
0210150008,2021-10-02 19:30:00,2021-10-02 19:30:21,0.000,75,1.4,0.000,13.01,0.010,129
