epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.04219055811343,0.9673135395872673,0.8953735416857268,2.004757730921812,45.90185839258801,45.093069508453915,0.1879831882965796,0.3826479718358293,0.4187643818422103,0.5303503677666357,0.967400364710239,18.11631450887124,0.1977401129943503,0.1977401129943503,0.20903954802259886,0.1271541214860068,-4730.570465400694,659.7973789935747,779292.5399318805
1,,,,,,,,,,,0.9517843077174725,12.151899951030646,0.0,0.0,0.0,0.012746321810375136,-454662.11908901774,726.2367862123715,715935.305069967
1,,,,,,,,,,,0.963096430958797,16.478544937660914,0.14344262295081966,0.14344262295081966,0.15163934426229508,0.09959735339454119,-5294.926306671661,678.0409867134903,761895.2664247158
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.04219055811343,0.9673135395872673,0.8953735416857268,1.0,1.9018583925880135,1.093069508453915,0.1879831882965796,0.3826479718358293,0.4187643818422103,0.5303503677666357,0.5163041692012641,3.8349730583285235,0.6045197740112994,0.6497175141242938,0.6666666666666666,0.11782710468172676,-3.789999260398866,20.156270095478305,788.9157980852236
1,,,,,,,,,,,0.3550219858358693,1.8642428339873396,0.8507462686567164,0.8507462686567164,0.8507462686567164,0.02567565713746345,-270.69193798505995,17.995804924362407,427.8197248462129
1,,,,,,,,,,,0.47215921011089185,3.2938299229561494,0.6721311475409836,0.7049180327868853,0.7172131147540983,0.08824434043286847,-3.794531258762574,19.563027609966973,689.762368138446
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.04219055811343,0.9673135395872673,0.8953735416857268,1.0,1.0018583925880133,1.093069508453915,0.1879831882965796,0.3826479718358293,0.4187643818422103,0.5303503677666357,0.3962926833361831,2.938501171652937,0.615819209039548,0.6610169491525424,0.6666666666666666,0.12938706159697866,-0.3259384682288313,10.810943163548576,218.38287398556753
1,,,,,,,,,,,0.2818230031163191,1.6935385300147343,0.8507462686567164,0.8507462686567164,0.8507462686567164,0.009755212798829826,-88.91408001025539,9.756596426972127,141.58321095233637
