epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE
1,3.042378887041887,0.9696128275136575,0.8989510671450773,0.6025306814728562,0.9722809424529163,1.0459498343675437,0.007563532025451612,0.2986220647851262,0.44931421160841684,0.4100214679280159,0.01333379904806385,-0.5844593049132396,0.5681773922722952,0.039365303616537846,0.13808196203236522,0.025121127507581477
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE
1,0.01,0.9696128275136575,0.8989510671450773,0.6025306814728562,0.9722809424529163,1.0459498343675437,0.007563532025451612,0.2986220647851262,0.44931421160841684,0.4100214679280159,0.04072784148706417,-0.5699970125621803,0.5705684151205713,0.03900599332840031,0.13460708172456085,0.02477719950283322
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE
1,0.01,0.9696128275136575,0.8989510671450773,0.6025306814728562,0.9722809424529163,1.0459498343675437,0.007563532025451612,0.2986220647851262,0.44931421160841684,0.4100214679280159,0.04072784148706417,-0.5699970125621803,0.5705684151205713,0.03900599332840031,0.13460708172456085,0.02477719950283322
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE
1,0.0,0.9696128275136575,0.8989510671450773,0.6025306814728562,0.9722809424529163,1.0459498343675437,0.007563532025451612,0.2986220647851262,0.44931421160841684,0.4100214679280159,0.04089220622612828,-0.5699483468065352,0.5705799487087964,0.03900478424575568,0.13458967063831836,0.024775956211203296
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE
1,1.0,0.9696128275136575,0.8989510671450773,0.6025306814728562,0.9722809424529163,1.0459498343675437,0.007563532025451612,0.2986220647851262,0.44931421160841684,0.4100214679280159,0.0274186499143446,-0.5750896072085343,0.5695531930224256,0.03913251695310185,0.13610936736258972,0.024902845158280805
2,0.9999999998704439,0.9696129664847309,0.8989512314596008,0.6025306870262712,0.9722809449044575,1.0459498445526887,0.007565652036417868,0.29862198811197266,0.4493142107935614,0.410021468604491,0.027418861472639083,-0.5749066261825571,0.5694776270150311,0.03912797085739504,0.1360934319503091,0.0248994393761344
3,0.9999999997407919,0.9696131054573457,0.8989513957752778,0.6025306925809646,0.9722809473563909,1.0459498547364339,0.007567771402284634,0.2986219114361556,0.44931420997852733,0.4100214692810827,0.027419073012843284,-0.5747237551676361,0.5694021033587671,0.039123427494872125,0.13607750145820352,0.02489603577395323
4,0.9999999996110441,0.9696132444314811,0.8989515600920841,0.6025306981369358,0.9722809498087163,1.0459498649187775,0.007569890123266752,0.2986218347576857,0.44931420916331477,0.4100214699577908,0.027419284534942606,-0.5745409940942603,0.5693266220248946,0.039118886863806115,0.13606157588453394,0.02489263435021985
5,0.9999999994812006,0.9696133834071168,0.8989517244099953,0.6025307036941844,0.9722809522614332,1.0459498750997176,0.00757200819957898,0.29862175807657376,0.4493142083479238,0.41002147063461536,0.027419496038922617,-0.5743583428929635,0.5692511829846973,0.039114348962471145,0.13604565522756196,0.02488923510341796
6,0.999999999351261,0.969613522384232,0.898951888728987,0.6025307092527097,0.9722809547145415,1.0459498852792524,0.0075741256314359896,0.2986216813928304,0.44931420753235446,0.41002147131155625,0.027419707524768754,-0.5741758014943295,0.569175786209484,0.03910981378914259,0.13602973948554994,0.02488583803203249
7,0.9999999992212257,0.9696136613628065,0.898952053049035,0.6025307148125112,0.9722809571680409,1.0459498954573798,0.007576242419052365,0.29862160470646637,0.4493142067166069,0.4100214719886134,0.027419918992466485,-0.5739933698289885,0.5691004316705855,0.039105281342097,0.13601382865676123,0.0248824431345495
8,0.9999999990910946,0.9696138003428196,0.8989522173701149,0.6025307203735883,0.9722809596219311,1.0459499056340982,0.0075783585626426056,0.2986215280174923,0.4493142059006811,0.4100214726657867,0.0274201304420014,-0.573811047827619,0.5690251193393577,0.03910075161961209,0.13599792273945985,0.02487905040945627
9,0.9999999989608677,0.969613939324251,0.8989523816922024,0.6025307259359406,0.9722809620762118,1.0459499158094054,0.007580474062421122,0.2986214513259189,0.4493142050845772,0.41002147334307615,0.02742034187335896,-0.5736288354209456,0.568949849187179,0.03909622461996675,0.1359820217319106,0.024875659855241237
10,0.9999999988305448,0.96961407830708,0.8989525460152732,0.6025307314995675,0.9722809645308829,1.0459499259832998,0.0075825889186022415,0.29862137463175675,0.44931420426829527,0.41002147402048167,0.027420553286524655,-0.5734467325397432,0.5688746211854523,0.03909170034144111,0.13596612563237914,0.024872271470394027
11,0.9999999987001261,0.9696142172912864,0.8989527103393031,0.6025307370644684,0.9722809669859439,1.0459499361557794,0.007584703131400203,0.29862129793501657,0.44931420345183537,0.41002147469800315,0.027420764681484168,-0.5732647391148309,0.5687994353056031,0.03908717878231638,0.13595023443913187,0.02486888525340542
