time,pesticide,observed,runflow,prec,accumulation,accumulation_sub,log_diff,area_id
2022-06-29T14:10,0.0,0.0,0.0,0.00774317617866,18911401.019862983,0.0,0.0,870
2022-06-29T14:20,0.0,0.0,0.0,0.009678970223325,18911401.019862983,0.0,0.0,870
2022-06-29T14:30,0.0,0.0,0.0,0.01161476426799,18911401.019862983,0.0,0.0,870
2022-06-29T14:40,0.0,0.0,0.0,0.0043575785773366,18911401.019862983,0.0,0.0,870
2022-06-29T14:50,0.0,0.0,0.0,0.0067793631100082,18911401.019862983,0.0,0.0,870
2022-06-29T15:00,0.0,0.0,0.0,0.0092011476426799,18911401.019862983,0.0,0.0,870
2022-06-29T15:10,0.0,0.0,0.0,0.0170842980876425,18911401.019862983,0.0,0.0,870
2022-06-29T15:20,0.0,0.0,0.0,0.0206440270988766,18911401.019862983,0.0,0.0,870
2022-06-29T15:30,0.0,0.0,0.0,0.0242037561101106,18911401.019862983,0.0,0.0,870
2022-06-29T15:40,0.0,0.0,0.0,0.0033616327930709,18911401.019862983,0.0,0.0,870
2022-06-29T15:50,2.9497701926788813,0.0,0.0081250068819266,0.0026893062344567,18911401.019862983,0.023966903115617864,5.46978965507536,870
2022-06-29T16:00,1.393080533924876,0.0,0.0005232957951453,0.0020169796758425,18911401.019862983,0.02469589630131952,5.143979341195222,870
2022-06-29T16:10,0.8943259212841485,0.0,0.0001035486143804,0.0,18911401.019862983,0.02478850251127297,4.9515006746773595,870
2022-06-29T16:20,0.5741293825233461,0.0,2.0489970757611252e-05,0.0,18911401.019862983,0.024800266405531957,4.759017337890014,870
2022-06-29T16:30,0.36857223190237387,0.0,4.054510088423279e-06,0.0,18911401.019862983,0.02480176078536452,4.566534395525634,870
2022-06-29T16:40,0.23661116325099324,0.0,8.022974874680902e-07,0.0,18911401.019862983,0.024801950617906302,4.374053585059835,870
2022-06-29T16:50,0.1518965133457222,0.0,1.5875685208812133e-07,0.0,18911401.019862983,0.024801974732518606,4.181576395649891,870
2022-06-29T17:00,0.09751251796495147,0.0,3.141445471114237e-08,0.0,18911401.019862983,0.024801977795821186,3.989104905942634,870
2022-06-29T17:10,0.0625997984612171,0.0,6.216222807508387e-09,0.0,18911401.019862983,0.02480197818495548,3.7966423058084007,870
2022-06-29T17:20,0.040186991845893506,0.0,1.230052418477337e-09,0.0,18911401.019862983,0.024801978234387588,3.6041935537409056,870
2022-06-29T17:30,0.025798714262208526,0.0,2.434000516156538e-10,0.0,18911401.019862983,0.024801978240666996,3.411766369412653,870
2022-06-29T17:40,0.01656191784931464,0.0,4.8163463797615756e-11,0.0,18911401.019862983,0.024801978241464673,3.21937277173718,870
2022-06-29T17:50,0.010632201281735828,0.0,9.530479675687364e-12,0.0,18911401.019862983,0.024801978241566002,3.0270314687139157,870
2022-06-29T18:00,0.006825520155559027,0.0,1.8858702362097615e-12,0.0,18911401.019862983,0.024801978241578874,2.8347715682226022,870
2022-06-30T12:10,0.0,0.0,0.0,0.0205882352941176,24173182.350943156,0.0,0.0,870
2022-06-30T12:20,0.0,0.0,0.0,0.025735294117647,24173182.350943156,0.0,0.0,870
2022-06-30T12:30,6.909868027444246,0.0,0.0717520713453125,0.0308823529411764,24173182.350943156,0.49579734369187334,5.839470381314078,870
2022-06-30T12:40,10.005004873306461,0.0,0.2438836507182741,0.0042892156862745,24173182.350943156,2.9358544576479764,6.000217738588434,870
2022-06-30T12:50,12.849262198882075,0.0,0.487254461913144,0.0034313725490196,24173182.350943156,9.196714796345162,6.108878529304599,870
2022-06-30T13:00,7.287690685311806,0.0,0.0598365468864894,0.0025735294117647,24173182.350943156,9.632785041731054,5.862590527331182,870
2022-06-30T13:10,4.253671073564753,0.0,0.0083332341622298,0.0,24173182.350943156,9.668231878836172,5.6287649248748295,870
2022-06-30T13:20,2.7312061402671564,0.0,0.0016489619423885,0.0,24173182.350943156,9.67273553381829,5.436356070264599,870
2022-06-30T13:30,1.75340594252699,0.0,0.0003262929415532,0.0,24173182.350943156,9.673307657801015,5.2438849509579235,870
2022-06-30T13:40,1.125636302226786,0.0,6.456612549421896e-05,0.0,24173182.350943156,9.673380335775766,5.051401949021582,870
2022-06-30T13:50,0.7226221318194308,0.0,1.2776202088500849e-05,0.0,24173182.350943156,9.673389568142156,4.858917268554479,870
2022-06-30T14:00,0.46389953994708627,0.0,2.528126607516951e-06,0.0,24173182.350943156,9.673390740938926,4.666433303546517,870
2022-06-30T14:10,0.2978081159885152,0.0,5.002601007217734e-07,0.0,24173182.350943156,9.673390889920444,4.473951111933786,870
2022-06-30T14:20,0.19118292310435153,0.0,9.899036212429125e-08,0.0,24173182.350943156,9.673390908845711,4.281471813078107,870
2022-06-30T14:30,0.12273308821491877,0.0,1.9587993884301825e-08,0.0,24173182.350943156,9.673390911249806,4.088997045930362,870
2022-06-30T14:40,0.07879056702559388,0.0,3.87602889996189e-09,0.0,24173182.350943156,9.6733909115552,3.896529342555552,870
2022-06-30T14:50,0.05058092760806595,0.0,7.669800247068672e-10,0.0,24173182.350943156,9.673390911593994,3.704072642471843,870
2022-06-30T15:00,0.03247127586592913,0.0,1.5176831068136015e-10,0.0,24173182.350943156,9.673390911598922,3.511633080010331,870
2022-06-30T15:10,0.0,0.0,0.0,0.0063235294117647,24655990.905385293,0.0,0.0,870
2022-06-30T15:20,0.0,0.0,0.0,0.0079044117647058,24655990.905385293,0.0,0.0,870
2022-06-30T15:30,0.0,0.0,0.0,0.009485294117647,24655990.905385293,0.0,0.0,870
