epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.0421915864074207,0.9673135395872673,0.8953735416857268,0.9047577309218123,0.9018583925880134,1.093069508453915,0.1279831882965796,0.3926479718358293,0.4487643818422103,0.4103503677666357,0.9512156064066836,3.6348540466633694,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018415159894075179,-0.36101253409357814,10.810239645636571,434.43405714095104
1,,,,,,,,,,,0.9202050537470771,5.368630308101855,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.0040775377847136985,-2.1036969432751165,13.020563627235381,252.81039978862393
1,,,,,,,,,,,0.9446684956185148,4.110931954517379,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018707044233470457,-0.5078460201536268,11.417172870091983,384.5619872942055
2,3.0421915817106355,0.9673164975300949,0.8953769702586359,0.9047579830464181,0.9018585055766722,1.093069513810853,0.1279856281734528,0.39264646861320496,0.44876437625591853,0.4103503844758786,0.9512120241768278,3.634808384742927,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018415830697571824,-0.36101070409038405,10.810210850274915,434.43347300546935
2,,,,,,,,,,,0.9201995082071973,5.36857388005597,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.004077392062775046,-2.1036879719846278,13.020528276729628,252.80966903572616
2,,,,,,,,,,,0.9446644937967547,4.110883336324788,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018707454360475935,-0.5078435719350785,11.417142274752234,384.56136289902344
3,3.042191577013404,0.9673194558085693,0.8953803992209303,0.9047582351933002,0.9018586185742754,1.0930695191682465,0.12798806820529987,0.39264496526342474,0.44876437066886543,0.410350401186754,0.9512084412861658,3.6347627164231833,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018416501508794296,-0.36100887377454494,10.810182049104899,434.4328887701916
3,,,,,,,,,,,0.920193961683943,5.3685174447609745,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.004077246327047916,-2.1036789992333578,13.020492919792853,252.80893816384105
3,,,,,,,,,,,0.9446604912439645,4.110834711499543,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018707864480002512,-0.5078411233045734,11.417111673433148,384.5607383987757
4,3.0421915723157262,0.9673224144227706,0.8953838285727025,0.9047584873624633,0.9018587315808245,1.0930695245260955,0.12799050839215173,0.3926434617864631,0.44876436508105083,0.4103504178992621,0.9512048577344869,3.6347170417023857,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018417172327730243,-0.3610070431459662,10.810153242124574,434.43230443508764
4,,,,,,,,,,,0.9201884141770065,5.368461002214986,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.004077100577529243,-2.103670025020884,13.020457556422997,252.80820717293415
4,,,,,,,,,,,0.9446564879599113,4.110786080039862,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018708274592037903,-0.5078386742619887,11.417081066132749,384.56011379343084
5,3.0421915676176017,0.9673253733727786,0.8953872583140454,0.904758739553912,0.9018588445963214,1.0930695298844002,0.12799294873403935,0.3926419581822945,0.4487643594924745,0.4103504346134033,0.951201273521581,3.634671360578779,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018417843154367338,-0.3610052122045544,10.810124429331989,434.43172000012765
5,,,,,,,,,,,0.9201828656860797,5.3684045524161235,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.004076954814215959,-2.10366104934678,13.020422186617997,252.80747606297078
5,,,,,,,,,,,0.9446524839443635,4.110737441943952,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018708684696569784,-0.5078362248072013,11.417050452849049,384.55948908295755
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.0421915864074207,0.9673135395872673,0.8953735416857268,0.9047577309218123,0.9018583925880134,1.093069508453915,0.1279831882965796,0.3926479718358293,0.4487643818422103,0.4103503677666357,0.9512156064066836,3.6348540466633694,0.0903954802259887,0.12429378531073447,0.1807909604519774,0.0018415159894075179,-0.36101253409357814,10.810239645636571,434.43405714095104
1,,,,,,,,,,,0.9202050537470771,5.368630308101855,0.014925373134328358,0.08955223880597014,0.08955223880597014,0.0040775377847136985,-2.1036969432751165,13.020563627235381,252.81039978862393
1,,,,,,,,,,,0.9446684956185148,4.110931954517379,0.06967213114754098,0.11475409836065574,0.1557377049180328,0.0018707044233470457,-0.5078460201536268,11.417172870091983,384.5619872942055
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.0421915864074207,0.9673135395872673,0.8953735416857268,1.9047577309218122,30.901858392588014,31.093069508453915,0.1279831882965796,0.3926479718358293,0.4487643818422103,0.4103503677666357,0.5847747607399568,1.4574633779028539,0.4745762711864407,0.5819209039548022,0.6666666666666666,0.15892300927738476,0.07987555761242948,9.312550762683882,293.7029487735073
1,,,,,,,,,,,0.4913791399203903,0.9691630231150341,0.835820895522388,0.8805970149253731,0.9253731343283582,0.04999300886406905,-0.7859566766194359,7.821761304188277,145.47439059719412
1,,,,,,,,,,,0.565741614292705,1.3233809034324282,0.5737704918032787,0.6639344262295082,0.7377049180327869,0.10427030018828941,0.007997853774901365,8.903194640883857,253.0008446841099
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,0.01,0.9673135395872673,0.8953735416857268,1.9047577309218122,30.901858392588014,31.093069508453915,0.1279831882965796,0.3926479718358293,0.4487643818422103,0.4103503677666357,0.5864756645230892,1.2067413431294638,0.4745762711864407,0.5819209039548022,0.6666666666666666,0.2122996738843393,0.09918786682910596,8.844578273142611,287.5384759008537
1,,,,,,,,,,,0.49138116815855865,0.9691684611805877,0.835820895522388,0.8805970149253731,0.9253731343283582,0.04999180250070768,-0.7859613639383993,7.821784600233775,145.47477240089555
1,,,,,,,,,,,0.5664208238723389,1.1415061665287478,0.5737704918032787,0.6639344262295082,0.7377049180327869,0.14245225672319414,0.02553099957861138,8.563729190827479,248.52918026766847
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,0.01,0.9673135395872673,0.8953735416857268,1.9047577309218122,35.90185839258801,31.093069508453915,0.1279831882965796,0.3926479718358293,0.4487643818422103,0.4103503677666357,0.551007851293456,1.2373457360728577,0.4632768361581921,0.5875706214689266,0.6666666666666666,0.21203298343223623,0.13845656426880537,8.931569379288247,275.0039406779796
