epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,1.504818926,0.802950498,1.173169582,0.014115096,0.286648854,0.448777559,0.410338375,0.036151348,-0.602815691,0.981100714,1483.851498,23.55464227,7.055711397,,,
2,3.042321203,0.99,0.99,1.507008523,0.80771048,1.173681762,0.547837182,0.250299469,0.44833459,0.410823728,0.031007322,-8.856251989,0.735163733,9124.701213,50.94631328,5.132651605,,,
3,2.877203074,0.5,0.5,0.001,0.954290813,1.182627854,0.001,20,0.72252149,1.00E-06,6.39E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
4,2.877203074,0.5,0.5,0.001,0.954290813,1.182627854,0.001,20,0.72252149,1.00E-06,6.39E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
5,2.877203074,0.5,0.5,0.001,0.954290813,1.182627854,0.001,20,0.72252149,1.00E-06,6.39E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
6,2.877203074,0.5,0.5,0.001,0.954290813,1.182627854,0.001,20,0.72252149,1.00E-06,6.39E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
7,2.877203074,0.5,0.5,0.001,0.954290813,1.182627854,0.001,20,0.72252149,1.00E-06,6.39E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,1.504818926,0.802950498,1.173169582,0.014115096,0.286648854,0.448777559,0.410338375,0.036151348,-0.602815691,0.981100714,1483.851498,23.55464227,7.055711397,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,10.50481893,10.8029505,10.17316958,0.014115096,0.286648854,0.448777559,0.410338375,0.035125493,-0.542160193,0.874132235,1427.697973,22.82430232,4.667047126,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,15,15,15,0.014115096,0.286648854,0.448777559,0.410338375,0.035364658,-0.52814494,0.832522393,1414.72296,22.9608829,4.245202472,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,10.50481893,10.8029505,10.17316958,1.411509582,0.286648854,0.448777559,0.410338375,0.031828424,-145.4025479,0.898929421,135536.2574,153.0845211,6.123238856,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,10.50481893,10.8029505,10.17316958,0.141150958,0.286648854,0.448777559,0.410338375,0.029205028,-1.947698429,0.631129194,2728.914344,33.14222792,3.407087134,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,3.504818926,10.8029505,10.17316958,0.141150958,0.286648854,0.448777559,0.410338375,0.015096181,-0.369726886,0.636126755,1268.063011,23.0497134,2.692585945,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,10.8029505,10.17316958,0.141150958,0.286648854,0.448777559,0.410338375,0.007325976,-0.289484922,0.654698652,1193.776766,21.78934618,2.553555541,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.286648854,0.448777559,0.410338375,0.001211083,-0.201186507,0.599445897,1112.032037,21.83373012,2.451853346,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.286648854,0.448777559,0.410338375,0.001211083,-0.201186507,0.599445897,1112.032037,21.83373012,2.451853346,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.286648854,0.448777559,0.410338375,0.001211083,-0.201186507,0.599445897,1112.032037,21.83373012,2.451853346,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.386648854,0.448777559,0.410338375,0.001021035,-0.258528767,0.669326095,1165.118239,20.94334596,2.583744058,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.386648854,0.448777559,0.410338375,0.001021035,-0.258528767,0.669326095,1165.118239,20.94334596,2.583744058,,,
2,3.047756396,0.99,0.99,2.489491587,15,15,1.196154245,0.2,0.440166226,0.420684602,0.026446582,-100.0220612,0.87685759,93524.00139,138.5466209,6.329415421,,,
3,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
4,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
5,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
6,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
7,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
8,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
9,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
10,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,100.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.011807018,-2.928890377,0.550425009,3637.280259,46.66977524,4.16470727,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.386648854,0.448777559,0.410338375,0.001021035,-0.258528767,0.669326095,1165.118239,20.94334596,2.583744058,,,
2,3.047756396,0.99,0.99,2.489491587,15,15,1.196154245,0.2,0.440166226,0.420684602,0.026446582,-100.0220612,0.87685759,93524.00139,138.5466209,6.329415421,,,
3,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
4,1.820653737,0.5,0.5,0.001,14.6588485,14.99348356,0.001,20,0.500842562,1.00E-06,6.20E-06,-0.611590249,1,1491.974791,23.7948901,7.828447026,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,15,15,0.141150958,0.386648854,0.448777559,0.410338375,0.001021035,-0.258528767,0.669326095,1165.118239,20.94334596,2.583744058,,,
2,3.042280637,0.99,0.928834374,2.504665653,15,15,0.151700991,0.37982887,0.448691446,0.410441837,0.000303108,-0.212507466,0.605017847,1122.512731,21.70735064,2.585026046,,,
3,3.042351141,0.99,0.936503901,2.504244062,15,15,0.156515338,0.375729926,0.448588886,0.41055676,0.000165122,-0.206747955,0.580772211,1117.180703,22.21849089,2.6171361,,,
4,3.042426184,0.99,0.935022845,2.503626264,15,15,0.157246307,0.373994119,0.448480993,0.41067058,0.000176059,-0.206129168,0.582125717,1116.607844,22.17592722,2.609371603,,,
5,3.042500787,0.99,0.934424765,2.50301972,15,15,0.158259468,0.3721018,0.448373757,0.410784154,0.00017583,-0.20556272,0.581221133,1116.083439,22.19127157,2.606375035,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,100.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.011807018,-2.928890377,0.550425009,3637.280259,46.66977524,4.16470727,,,
2,3.041841301,0.5,0.5,2.504665653,100.8022414,50.17317115,0.001,0.5462538,0.447881747,0.411137468,0.007021793,-0.611061938,0.999428449,1491.485692,23.78955779,7.786180897,,,
3,3.041841296,0.500010507,0.50001137,2.504665662,100.8022415,50.17317115,0.005887453,0.546235192,0.447881651,0.411137608,0.00704976,-0.60849043,0.99664776,1489.105046,23.76352814,7.600662575,,,
4,3.041841271,0.500072042,0.500077956,2.504665716,100.8022417,50.17317117,0.010741079,0.546126348,0.447881091,0.411138432,0.007079725,-0.605950769,0.99390393,1486.753885,23.73769471,7.442994985,,,
5,3.041841226,0.5001838,0.500198873,2.504665815,100.8022422,50.17317122,0.015564101,0.545928926,0.447880072,0.411139933,0.007111711,-0.603436582,0.991190425,1484.426305,23.71199172,7.305398148,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,100.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.011807018,-2.928890377,0.550425009,3637.280259,46.66977524,4.16470727,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,90.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.011253931,-2.215508707,0.531447363,2976.847207,42.47615754,3.95780728,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,70.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.009664006,-1.104039389,0.496398046,1947.873368,34.54168546,3.514699819,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,60.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.008475375,-0.70595174,0.484173307,1579.332583,30.85839607,3.277801931,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,50.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.006845803,-0.412962099,0.48028661,1308.08922,27.50077124,3.031490367,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,40.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.004563923,-0.225070465,0.490777644,1134.14328,24.69303962,2.779309956,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,50.8029505,40.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.007302958,-0.416824583,0.482534769,1311.665023,27.45649254,3.060689323,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,50.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.006845803,-0.412962099,0.48028661,1308.08922,27.50077124,3.031490367,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,53.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.0073926,-0.4898237,0.480260338,1379.246,28.46590395,3.106242812,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,54.8029505,50.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.007562929,-0.517546194,0.480503506,1404.910875,28.79877783,3.131010238,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,53.8029505,52.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.007301769,-0.489572433,0.479890114,1379.013381,28.49065892,3.10266899,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042225326,0.982491534,0.912925047,2.504818926,53.8029505,52.17316958,0.141150958,0.386648854,0.448777559,0.410338375,0.007301769,-0.489572433,0.479890114,1379.013381,28.49065892,3.10266899,,,
2,3.042245835,0.884036268,0.795354577,2.504665653,53.80269871,52.17317034,0.070800374,0.411029218,0.448379172,0.410732573,0.004429664,-0.400014498,0.810267324,1296.102617,21.47195881,3.18800334,,,
3,3.042243308,0.890080737,0.802518362,2.504676577,53.80272523,52.17317355,0.092774423,0.40437204,0.448324545,0.410799593,0.004479729,-0.334764104,0.752898778,1235.695237,21.03748586,2.834218235,,,
4,3.042242221,0.897379494,0.811109347,2.504690346,53.80275601,52.17317782,0.11234555,0.396359251,0.448250584,0.410889931,0.004470713,-0.274299259,0.698653015,1179.718214,20.72709317,2.61965629,,,
5,3.042244116,0.905324491,0.82037263,2.504705895,53.80278758,52.17318309,0.129269696,0.387561571,0.448155727,0.411004688,0.004472045,-0.221698625,0.648596269,1131.021705,20.5305074,2.504182094,,,
6,3.042250252,0.913019233,0.829216162,2.504721261,53.80281549,52.17318923,0.142981553,0.378684854,0.448037918,0.411145062,0.004547368,-0.182163622,0.605871807,1094.421069,20.69212725,2.463313613,,,
7,3.042260946,0.919315849,0.836268734,2.504733492,53.8028348,52.173196,0.152883649,0.370503448,0.44789576,0.411311086,0.004721848,-0.158869292,0.574059701,1072.85569,21.05054561,2.468556258,,,
8,3.042275189,0.923296988,0.840463698,2.504739775,53.80284236,52.17320312,0.158885172,0.363553393,0.447730481,0.411500048,0.004958266,-0.148600196,0.554463123,1063.348788,21.35236501,2.487698372,,,
9,3.042291247,0.924980785,0.841866496,2.504739514,53.80283929,52.17321036,0.161823015,0.357798364,0.447547326,0.411705875,0.005200892,-0.144310085,0.54459761,1059.377098,21.51849755,2.500085274,,,
10,3.042307733,0.925219706,0.841528531,2.504734514,53.8028298,52.17321765,0.163042197,0.352770891,0.447353422,0.411921506,0.005432358,-0.141514356,0.540134123,1056.788873,21.5869925,2.503179483,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
1,3.042307733,0.925219706,0.841528531,2.504734514,53.8028298,52.17321765,0.163042197,0.352770891,0.447353422,0.411921506,0.005432358,-0.141514356,0.540134123,1056.788873,21.5869925,2.503179483,,,
2,3.042323958,0.924825759,0.840435542,2.504726768,53.80281754,52.17322498,0.163548681,0.34804706,0.44715393,0.412142142,0.005660742,-0.138931466,0.537877884,1054.39769,21.60676284,2.501430667,,,
3,3.042339661,0.924202195,0.839074971,2.504717311,53.80280427,52.17323238,0.163807465,0.343420049,0.446951242,0.412365624,0.005893692,-0.136356986,0.536373842,1052.014293,21.60687914,2.497933921,,,
4,3.042354757,0.923496395,0.837624713,2.504706509,53.80279062,52.17323983,0.163984761,0.338815117,0.446746239,0.412591174,0.006134535,-0.133767933,0.535107901,1049.617405,21.60128989,2.493934494,,,
5,3.04236922,0.922756521,0.836142829,2.504694459,53.80277682,52.17324735,0.164134377,0.334208592,0.446539236,0.412818521,0.006384523,-0.131162894,0.533915466,1047.205717,21.59344209,2.489856297,,,
6,3.042383043,0.921998012,0.834647867,2.504681161,53.80276293,52.17325494,0.164273264,0.329593752,0.446330364,0.41304756,0.006644177,-0.12854282,0.53274544,1044.78011,21.5845231,2.485838481,,,
7,3.042396225,0.921225995,0.83314593,2.504666585,53.80274897,52.17326258,0.164406727,0.324969305,0.446119699,0.413278236,0.006913766,-0.125909005,0.531582291,1042.341782,21.57655011,2.481927833,,,
8,3.042408768,0.920442386,0.831639231,2.504650689,53.80273497,52.17327028,0.164536394,0.320335722,0.445907304,0.413510507,0.007193464,-0.123262879,0.530421625,1039.892057,21.56954925,2.478141537,,,
9,3.042420675,0.919648108,0.830128784,2.504633426,53.80272092,52.17327804,0.164662718,0.315694092,0.445693238,0.413744334,0.007483395,-0.120605984,0.529262576,1037.432363,21.56219921,2.474487248,,,
10,3.042431949,0.918843787,0.828615242,2.504614747,53.80270683,52.17328586,0.164785768,0.311045749,0.445477568,0.413979675,0.007783643,-0.11793997,0.52810543,1034.964225,21.55452948,2.47096953,,,
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
