epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3716,accumulate_usage_plus_3718,scour_C1,scour_C2,scour_B1,scour_B2,R2,NSE,TIC,MSE,MAE,MSLE,,,
93,3.042378955,0.969494661,0.898792979,0.602547662,0.972280905,1.045921542,0.004512944,0.298661195,0.449312385,0.410022881,0.000334227,-0.213243017,0.544598199,19.49128727,2.342632059,0.574367432,,,
94,3.042378959,0.969494953,0.898793065,0.602547951,0.972280922,1.045921341,0.004509825,0.298660737,0.449312353,0.410022907,0.000334312,-0.213236927,0.544727018,19.49118942,2.341965015,0.574372566,,,
95,3.042378962,0.969495254,0.89879316,0.602548241,0.972280938,1.045921141,0.004506947,0.298660275,0.449312321,0.410022934,0.000334389,-0.213231694,0.544845941,19.49110535,2.341349887,0.574377612,,,
96,3.042378965,0.969495562,0.898793264,0.60254853,0.972280955,1.045920943,0.00450429,0.29865981,0.449312289,0.410022961,0.00033446,-0.21322719,0.544955718,19.491033,2.340782634,0.574382528,,,
97,3.042378968,0.969495876,0.898793377,0.602548819,0.972280971,1.045920745,0.004501838,0.298659341,0.449312257,0.410022988,0.000334525,-0.213223307,0.545057041,19.49097061,2.340259534,0.574387282,,,
98,3.042378972,0.969496198,0.898793498,0.602549108,0.972280988,1.045920547,0.004499575,0.298658869,0.449312225,0.410023014,0.000334584,-0.213219951,0.545150552,19.4909167,2.33977715,0.574391851,,,
99,3.042378975,0.969496525,0.898793625,0.602549397,0.972281004,1.045920351,0.004497486,0.298658394,0.449312193,0.410023041,0.000334638,-0.213217044,0.545236845,19.49086999,2.339332315,0.574396219,,,
100,3.042378978,0.969496857,0.89879376,0.602549686,0.972281021,1.045920156,0.004495558,0.298657917,0.449312162,0.410023068,0.000334687,-0.213214518,0.545316471,19.49082941,2.338922107,0.574400375,,,
101,3.042378981,0.969497195,0.8987939,0.602549974,0.972281038,1.045919961,0.004493777,0.298657438,0.44931213,0.410023094,0.000334731,-0.213212316,0.545389939,19.49079404,2.33854383,0.574404315,,,
102,3.042378985,0.969497537,0.898794046,0.602550263,0.972281054,1.045919766,0.004492133,0.298656956,0.449312098,0.410023121,0.000334772,-0.21321039,0.545457719,19.4907631,2.338194999,0.574408036,,,
103,3.042378988,0.969497883,0.898794197,0.602550552,0.972281071,1.045919573,0.004490615,0.298656472,0.449312066,0.410023148,0.000334809,-0.213208698,0.545520249,19.49073592,2.337873322,0.574411539,,,
104,3.042378991,0.969498233,0.898794353,0.60255084,0.972281088,1.045919379,0.004489213,0.298655987,0.449312034,0.410023175,0.000334842,-0.213207206,0.545577929,19.49071195,2.337576685,0.574414827,,,
105,3.042378994,0.969498587,0.898794513,0.602551129,0.972281104,1.045919187,0.004487918,0.2986555,0.449312003,0.410023201,0.000334872,-0.213205883,0.545631134,19.4906907,2.337303138,0.574417906,,,
106,3.042378998,0.969498944,0.898794677,0.602551417,0.972281121,1.045918994,0.004486721,0.298655011,0.449311971,0.410023228,0.0003349,-0.213204705,0.545680206,19.49067176,2.337050884,0.574420782,,,
107,3.042379001,0.969499304,0.898794845,0.602551706,0.972281138,1.045918802,0.004485616,0.298654521,0.449311939,0.410023255,0.000334924,-0.213203649,0.545725465,19.49065479,2.336818265,0.574423463,,,
108,3.042379004,0.969499667,0.898795017,0.602551994,0.972281155,1.045918611,0.004484594,0.29865403,0.449311907,0.410023281,0.000334946,-0.213202697,0.545767203,19.4906395,2.33660375,0.574425956,,,
109,3.042379008,0.969500032,0.898795191,0.602552282,0.972281172,1.04591842,0.00448365,0.298653537,0.449311875,0.410023308,0.000334966,-0.213201833,0.545805693,19.49062563,2.336405932,0.574428269,,,
110,3.042379011,0.9695004,0.898795369,0.60255257,0.972281189,1.045918229,0.004482778,0.298653043,0.449311844,0.410023335,0.000334984,-0.213201045,0.545841185,19.49061297,2.336223508,0.574430413,,,
111,3.042379014,0.96950077,0.898795549,0.602552859,0.972281205,1.045918038,0.004481971,0.298652548,0.449311812,0.410023362,0.000334999,-0.213200321,0.54587391,19.49060134,2.336055281,0.574432396,,,
112,3.042379017,0.969501142,0.898795731,0.602553147,0.972281222,1.045917848,0.004481224,0.298652052,0.44931178,0.410023388,0.000335013,-0.213199652,0.545904083,19.49059058,2.335900144,0.574434226,,,
113,3.042379021,0.969501515,0.898795916,0.602553435,0.972281239,1.045917658,0.004480534,0.298651556,0.449311748,0.410023415,0.000335025,-0.213199029,0.545931902,19.49058057,2.335757078,0.574435912,,,
114,3.042379024,0.969501891,0.898796103,0.602553723,0.972281256,1.045917468,0.004479895,0.298651058,0.449311716,0.410023442,0.000335036,-0.213198445,0.545957547,19.49057119,2.335625142,0.574437463,,,
115,3.042379027,0.969502268,0.898796292,0.602554011,0.972281273,1.045917279,0.004479304,0.29865056,0.449311685,0.410023468,0.000335045,-0.213197894,0.545981188,19.49056234,2.33550347,0.574438886,,,
116,3.042379031,0.969502647,0.898796482,0.602554299,0.97228129,1.04591709,0.004478756,0.298650061,0.449311653,0.410023495,0.000335053,-0.213197372,0.546002979,19.49055396,2.335391261,0.574440191,,,
117,3.042379034,0.969503027,0.898796675,0.602554587,0.972281307,1.0459169,0.004478249,0.298649562,0.449311621,0.410023522,0.000335059,-0.213196874,0.546023065,19.49054596,2.335287779,0.574441384,,,
118,3.042379037,0.969503408,0.898796868,0.602554875,0.972281324,1.045916711,0.004477779,0.298649061,0.449311589,0.410023549,0.000335065,-0.213196397,0.546041577,19.49053829,2.335192343,0.574442473,,,
119,3.042379041,0.96950379,0.898797064,0.602555163,0.972281341,1.045916523,0.004477344,0.298648561,0.449311558,0.410023575,0.00033507,-0.213195937,0.546058637,19.49053091,2.335104327,0.574443464,,,
120,3.042379044,0.969504174,0.89879726,0.602555451,0.972281358,1.045916334,0.00447694,0.29864806,0.449311526,0.410023602,0.000335073,-0.213195492,0.546074359,19.49052376,2.335023152,0.574444365,,,
121,3.042379047,0.969504558,0.898797458,0.602555739,0.972281375,1.045916145,0.004476566,0.298647558,0.449311494,0.410023629,0.000335076,-0.21319506,0.546088846,19.49051682,2.334948287,0.574445181,,,
122,3.04237905,0.969504943,0.898797656,0.602556027,0.972281392,1.045915957,0.004476219,0.298647056,0.449311462,0.410023655,0.000335078,-0.213194639,0.546102193,19.49051004,2.334879237,0.574445918,,,
123,3.042379054,0.969505329,0.898797856,0.602556315,0.972281409,1.045915768,0.004475896,0.298646553,0.449311431,0.410023682,0.000335079,-0.213194226,0.54611449,19.49050342,2.334815552,0.574446583,,,
124,3.042379057,0.969505716,0.898798057,0.602556603,0.972281426,1.04591558,0.004475596,0.298646051,0.449311399,0.410023709,0.000335079,-0.213193822,0.546125818,19.49049692,2.334756812,0.574447179,,,
125,3.04237906,0.969506103,0.898798258,0.602556891,0.972281443,1.045915392,0.004475318,0.298645548,0.449311367,0.410023736,0.000335079,-0.213193424,0.546136253,19.49049053,2.334702633,0.574447712,,,
126,3.042379064,0.969506492,0.898798461,0.602557179,0.97228146,1.045915204,0.004475059,0.298645044,0.449311335,0.410023762,0.000335078,-0.213193031,0.546145863,19.49048422,2.334652658,0.574448186,,,
127,3.042379067,0.96950688,0.898798664,0.602557467,0.972281477,1.045915016,0.004474818,0.29864454,0.449311304,0.410023789,0.000335077,-0.213192644,0.546154713,19.490478,2.334606561,0.574448606,,,
128,3.04237907,0.96950727,0.898798867,0.602557755,0.972281494,1.045914828,0.004474593,0.298644036,0.449311272,0.410023816,0.000335075,-0.21319226,0.546162863,19.49047183,2.334564039,0.574448976,,,
129,3.042379074,0.969507659,0.898799072,0.602558043,0.972281511,1.04591464,0.004474384,0.298643532,0.44931124,0.410023842,0.000335073,-0.21319188,0.546170366,19.49046573,2.334524813,0.574449298,,,
130,3.042379077,0.96950805,0.898799276,0.602558331,0.972281528,1.045914452,0.004474189,0.298643028,0.449311208,0.410023869,0.00033507,-0.213191503,0.546177272,19.49045967,2.334488626,0.574449578,,,
131,3.04237908,0.96950844,0.898799482,0.602558618,0.972281545,1.045914265,0.004474006,0.298642523,0.449311176,0.410023896,0.000335067,-0.213191128,0.546183629,19.49045365,2.334455243,0.574449817,,,
