epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.042190558,0.96731354,0.895373542,1,0.901858393,1.493069508,0.187983188,0.282647972,0.418764382,0.530350368,0.528078207,4.988512562,0.344632768,0.497175141,0.700564972,0.004526418,-0.955916811,52.31702112,4625.484059
1,,,,,,,,,,,0.600553865,9.612938106,0.104477612,0.179104478,0.298507463,0.027431791,-0.954891225,70.99793842,6570.943811
1,,,,,,,,,,,0.550236892,6.25833433,0.278688525,0.409836066,0.590163934,3.66E-05,-0.950574681,57.44661726,5159.688171
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.042190558,0.90731354,0.895373542,1,0.901858393,1.493069508,0.187983188,0.282647972,0.418764382,0.530350368,0.508287311,4.270139848,0.401129944,0.587570621,0.711864407,0.013621759,-0.290113045,39.03984105,3050.946384
1,,,,,,,,,,,0.603716845,8.369205296,0.119402985,0.194029851,0.343283582,0.033028932,-0.512696791,58.37336074,5084.602915
1,,,,,,,,,,,0.539568414,5.395702901,0.323770492,0.479508197,0.610655738,0.000973059,-0.364489967,44.34863539,3609.368464
epoch,accumulate_m0_day,accumulate_retain,accumulate_degrade,accumulate_usage_plus_870,accumulate_usage_plus_3718,accumulate_usage_plus_3716,scour_C1,scour_C2,scour_B1,scour_B2,TIC,MSLE,log_50%,log_70%,log_100%,R2,NSE,MAE,MSE
1,3.042190558,0.96731354,0.895373542,1,0.901858393,1.493069508,0.187983188,0.282647972,0.418764382,0.530350368,0.528078207,4.988512562,0.344632768,0.497175141,0.700564972,0.004526418,-0.955916811,52.31702112,4625.484059
1,,,,,,,,,,,0.600553865,9.612938106,0.104477612,0.179104478,0.298507463,0.027431791,-0.954891225,70.99793842,6570.943811
