time,id,times,THM,CLO,IMI,ACE,THA,Propoxur,Chlorpyrifos,Temephos,Fenthion,Fipronil,Tetramethrin,Cyhalothrin_Lambda,Cyfluthrin,Permethrin,Cypermethrin
2022-08-03T19:09,OSP1-90min-1,3,10.37621739,0.611475135,13.20076871,1.392995116,0.207327816,5.465029827,0,0,1.3129485,0,3.774371635,0,0,3.209171687,10.38544187
2022-08-03T19:39,OSP1-120min-1,3,6.023736416,0,9.971830058,1.514756658,0.30171347,5.129833287,0,15.69012416,1.3129485,0,12.4581524,0,0,3.209171687,4.765646883
2022-08-04T15:20,OSP1-150min-1,3,4.652142506,0.725676825,2.690212481,1.510235146,0.295829383,8.538224818,2.897962068,21.18533815,1.3129485,0,7.069970368,0,0,8.813960942,9.937950197
2022-08-04T15:50,OSP1-180min-1,3,7.582311398,4.576223626,14.80766532,1.775876673,0.470403063,8.258150314,0,17.73804994,1.3129485,0,4.289642564,0,0,3.209171687,0
2022-08-08T16:29,OSP1-0min-1,4,9.698943135,3.045114534,11.53695573,2.199802941,0.472172844,4.9769383,0,27.6542122,13.3254696,0,9.04013848,0,22.55036683,0,24.91275885
2022-08-08T16:39,OSP1-10min-1,4,19.56150245,1.915120345,10.2072281,43.72971617,0.153578585,1.387071537,0,11.43022897,7.130837613,0.655825271,9.874874708,0,22.95481975,0,30.66360604
2022-08-08T16:49,OSP1-20min-1,4,4.040872883,1.586966909,10.66359348,15.85655465,0.153791062,0,0,0,7.999436485,0.655825271,9.948146836,0,20.95113485,0,39.70940291
2022-08-08T16:59,OSP1-30min-1,4,10.79035191,2.34700882,2.251672139,49.64630942,0.382641541,6.11391827,0,17.72125529,8.996708581,0.655825271,16.1977983,0,22.28531561,0,24.16292543
2022-08-08T15:09,OSP1-40min-1,4,13.41114374,3.805325809,7.784279396,31.96006395,0.39582753,1.527894194,0,11.45325056,11.10304247,0.655825271,10.00995375,0,22.92350515,0,50.63410291
2022-08-08T15:19,OSP1-50min-1,4,4.281001532,3.653620024,5.032291582,85.18442867,0.293863229,8.702722061,0,12.48748584,11.68564855,0.655825271,7.561686111,0,22.61193132,3.209171687,21.18974609
2022-08-09T17:00,OSP1-60min-1,4,34.75063991,14.63206078,2.853027676,5.113408784,0.406360289,12.53554203,0,18.73104359,7.238033483,0.655825271,7.8609617,3.446155389,23.15032737,3.209171687,17.24909847
2022-08-09T17:30,OSP1-90min-1,4,40.54985481,3.905822752,11.09961423,2.627088166,0.289491028,6.687464143,0,5.574120806,6.569491909,0.655825271,5.853387689,0,22.6222037,3.209171687,22.12885752
2022-08-10T0:48,OSP1-120min-1,4,2.785529632,1.452773313,1.886099638,0.824340866,0.155997268,0,0,0,8.843413267,0.655825271,11.99783922,0,23.97570246,0,15.72492695
2022-08-10T1:18,OSP1-150min-1,4,3.780959268,0.854572144,0,15.89893336,0.18141379,0,0,5.574120806,7.346878177,0.655825271,4.412603352,0,22.47962963,0,13.80043468
2022-08-10T1:48,OSP1-180min-1,4,7.906200055,0.83155549,0,15.07527956,0.124106174,0,0,0,7.948249929,0.655825271,4.225618727,0,21.67131041,0,18.34106223
2022-08-18T7:45,OSP1-0min-1,5,11.95509403,0,0,0.659300141,0.130921765,1.422180159,0,5.574120806,0,0,13.44505972,0,22.37921557,0,0
2022-08-18T7:55,OSP1-10min-1,5,12.9932682,0.367861479,0.014619018,1.008233924,0.16163709,2.335559121,0,5.574120806,0,0.655825271,13.67413386,0,22.12449719,0,0
2022-08-18T8:05,OSP1-20min-1,5,1247.593979,4174.114341,32.33891344,132.4289097,63.68366449,0,0,11.88252636,0,0.655825271,11.17178627,0,22.26692797,0,17.16722749
2022-08-18T8:15,OSP1-30min-1,5,11.33872976,2.862045172,0.238385273,1.423109341,0.21144078,5.237514187,0,23.74324006,6.709384559,0.655825271,12.92949002,0,24.15404303,3.209171687,22.33908582
2022-08-18T11:44,OSP1-40min-1,5,7.773578414,2.704010676,3.303033591,1.581293371,0.241755512,4.760985126,0,5.574120806,7.631675456,0.655825271,11.72562296,0,21.60679858,3.209171687,19.46465385
2022-08-18T11:54,OSP1-50min-1,5,10.07419042,3.162685059,14.05915172,1.080490612,0.227216923,8.086763512,0,20.38835582,13.15855943,0.655825271,32.11795472,0,23.333044,9.11235399,16.28777345
2022-08-18T12:04,OSP1-60min-1,5,2.559607291,0.844803805,1.624522672,0.765778798,0.195364152,2.981904793,0,23.47746356,12.12463635,0.655825271,35.20704398,0,20.34677252,3.209171687,19.40500666
2022-08-18T12:34,OSP1-90min-1,5,5.641697269,0,9.834084042,0.605303268,0.227555684,0,0,20.62068548,8.923287124,0.655825271,123.4884592,0,21.41344645,0,13.65733974
2022-08-25T8:44,OSP1-0min-1,6,19.71680883,9.332836895,1.127598222,1.757781881,0.148360939,7.369173737,2.897962068,5.574120806,6.571641167,0,8.88908017,0,21.62969508,3.209171687,19.55458197
2022-08-25T8:54,OSP1-10min-1,6,10.63243642,5.558132534,3.653230461,1.911987393,0.377347664,6.908822314,0,12.49145763,7.045912578,0,10.75955594,0,25.71391757,0,17.51581346
2022-08-25T9:04,OSP1-20min-1,6,37.52583156,8.407605767,0.789204034,3.125900816,0.564170413,15.54807911,2.897962068,19.8046145,7.335483092,0.655825271,16.89675408,0,23.36855803,0,19.56718048
2022-08-25T9:14,OSP1-30min-1,6,13.87516607,3.424467503,0,3.931787432,0.729045546,15.81147194,2.897962068,32.95470078,8.614191144,0.655825271,9.842379162,0,22.59197675,0,19.5364359
2022-08-25T12:14,OSP1-40min-1,6,18.42621424,2.089868923,0,3.516366321,0.216480768,13.79476245,0,39.80252444,14.19127432,0.655825271,6.200895452,0,23.33079786,6.954380031,28.26576959
2022-08-25T12:24,OSP1-50min-1,6,12.29221089,1.805301586,14.57030516,2.061274378,0.316894487,16.32924326,2.897962068,27.11119669,6.494433861,0.655825271,14.32777894,0,21.43020318,0,25.82350116
2022-08-25T12:34,OSP1-60min-1,6,4.11731225,1.392317841,0,1.743252743,0.28315255,5.472144231,0,22.82082987,7.741571137,0.655825271,9.195392463,0,21.59619002,3.209171687,24.57146013
2022-08-25T13:04,OSP1-90min-1,6,5.228301522,1.725519443,7.313119255,1.359656088,0.256110507,0,0,17.10143925,10.92465251,0.655825271,7.118424908,0,22.79022998,0,17.26298129
2022-08-25T13:34,OSP1-120min-1,6,5.348797961,8.554861295,0.978584017,2.827534099,0.25161029,0,0,5.574120806,6.97022244,0.655825271,10.14893921,0,24.07998331,0,18.14430115
2022-08-25T14:04,OSP1-150min-1,6,7.270573727,0.277049495,0.833293557,1.742397687,0.235290574,0,0,5.574120806,7.750731707,0.655825271,11.6078206,0,22.94333367,3.209171687,18.62291876
2022-08-25T18:25,OSP1-180min-1,6,19.62930533,3.954007421,2.701583656,3.750241225,0.518941343,11.71919853,0,5.574120806,8.098283376,0.655825271,9.171956176,0,26.59683278,12.1618003,18.47778909
2022-08-25T18:55,OSP1-210min-1,6,5.872726864,1.364221389,4.702261133,1.407898501,0.255310892,6.775848096,0,11.86307849,7.132965235,0.655825271,13.40513128,0,23.31079537,0,20.65306524
2022-08-25T19:25,OSP1-240min-1,6,7.799247525,2.658311742,0,1.924951932,0.234707495,7.247561063,0,5.574120806,8.355667162,0.655825271,13.60378388,0,23.81289501,0,17.09442263
