time,id,times,THM,CLO,IMI,ACE,THA,Propoxur,Chlorpyrifos,Temephos,Fenthion,Fipronil,Tetramethrin,Cyhalothrin_Lambda,Cyfluthrin,Permethrin,Cypermethrin
2022-07-15T17:01,OSP2-50min-1,2,34.61348532,2.628088245,68.21742345,3.099123305,0.235526292,13.80550953,0,126.1858465,8.917272391,0,4.659058664,17.70847883,0,15.29959307,25.44289427
2022-07-15T17:11,OSP2-60min-1,2,57.51210482,3.352704208,120.0545061,3.326744088,0.229103869,15.68763228,0,119.6112746,10.30014935,0,5.595132616,7.24964986,0,13.17588716,12.5852922
2022-07-15T17:41,OSP2-90min-1,2,126.2079633,5.526552098,275.565754,4.009606436,0.209836601,12.91485318,0,176.465471,9.707909394,0,4.667437233,19.30722267,0,17.20576241,16.09885271
2022-07-15T18:11,OSP2-120min-1,2,121.3702579,10.51888006,261.18119,4.039672985,0.523320539,11.83418426,0,227.6844942,10.04222948,0,4.438255476,3.446155389,0,17.05617663,15.51465066
2022-07-15T18:41,OSP2-150min-1,2,8.578767824,1.744400773,4.516519742,1.543942343,0.439723172,12.58601967,0,49.22193638,40.04582177,0,1.879642581,0,0,19.92298348,17.13304453
2022-07-30T14:40,OSP2-0min-1,3,26.22273598,2.627285445,50.68189406,3.570121013,0.351835837,110.8754132,0,53.73206465,20.97833268,5.577273334,8.163896876,0,31.91250578,13.01717426,30.82586674
2022-07-30T14:50,OSP2-10min-1,3,28.39395019,2.332435918,73.67893346,3.592566199,0.275023681,90.73268228,0,52.56174249,22.17483292,4.364449577,7.801930765,0,29.41816862,11.36470569,24.74273875
2022-07-30T15:00,OSP2-20min-1,3,30.5651644,2.03758639,96.67597286,3.615011384,0.198211524,96.01466342,0,53.47081703,24.0200123,6.240664578,6.892967053,0,19.64010197,9.059626436,24.43123868
2022-07-30T15:10,OSP2-30min-1,3,9.965333454,1.096316301,202.7393244,2.813078335,0.191428406,101.2966446,0,54.37989157,25.86519168,8.11687958,5.984003341,0,9.862035314,6.75454718,24.11973862
2022-07-30T15:20,OSP2-40min-1,3,9.906136126,1.851925498,806.2580641,3.270322267,0.156575165,86.59195752,0,49.43374636,27.79036052,8.933118279,5.037554197,0,9.862035314,3.209171687,33.9601066
2022-07-30T15:30,OSP2-50min-1,3,8.72304675,4.941903007,405.7888543,2.445519498,0.152417041,139.4054846,0,68.43679961,42.91059818,8.720432483,4.067613378,0,20.62360164,9.945916948,38.30403141
2022-07-30T15:40,OSP2-60min-1,3,19.26489643,3.135646986,236.154523,3.038786663,0.258111454,112.6609023,0,66.2333446,37.34694944,24.22900171,5.752243716,0,19.76507163,7.212055293,32.94777024
2022-07-30T16:10,OSP2-90min-1,3,2.309092248,8.562626759,126.2255784,2.989308665,0.186473193,82.40434841,22.57086231,61.63961199,29.03544011,34.06732551,4.241031081,0,9.862035314,10.68040644,29.41718447
2022-07-30T16:40,OSP2-120min-1,3,281.1925855,6.672352334,589.01795,28.61491012,0.185150104,36.49618869,0,370.164224,22.08332579,9.431918493,4.000705918,0,26.09516251,14.64728755,26.13892781
2022-08-03T4:10,OSP2-0min-1,4,88.55601565,6.560315562,86.60660317,4.703464522,0.293750947,148.664422,7.707482479,760.5311039,12.29961944,13.45004891,9.985126824,7.980397022,42.42604754,67.60850075,54.59821477
2022-08-03T4:20,OSP2-10min-1,4,41.09958702,4.048598759,44.04837717,3.991112333,0.156107642,156.4889072,9.157329187,966.7239855,10.9818464,13.96616546,9.733200502,9.932727862,40.62298415,71.92967567,66.15626691
2022-08-03T4:30,OSP2-20min-1,4,22.97093499,6.374254864,43.68243692,3.866389348,0.199103702,169.9398795,9.078680117,786.3625344,10.1180789,9.960724681,44.99994314,11.12829887,33.71954395,68.72636356,65.18376302
2022-08-03T4:40,OSP2-30min-1,4,17.54216849,13.33350326,38.65482595,3.786238942,0.237794478,65.64837204,11.30558691,434.9020061,15.90995447,12.10354792,18.15911373,3.446155389,37.76737785,34.87951364,71.14658087
2022-08-03T4:50,OSP2-40min-1,4,47.56072683,3.324756281,33.89311476,3.299014443,0.281458623,64.77399786,9.906966015,442.7560648,15.18779384,9.013308565,27.92459294,7.106082759,42.26770613,65.60345242,99.65430662
2022-08-03T5:00,OSP2-50min-1,4,16.03915936,4.006894701,29.86733068,2.409299595,0.301905677,60.01503646,10.74747874,380.5763614,13.95853458,9.811978948,6.243108933,3.446155389,29.4909112,61.69515181,91.98292242
2022-08-03T5:10,OSP2-60min-1,4,42.81380987,5.760559177,30.4826164,2.977628971,0.197557676,50.02146734,2.897962068,274.9346178,23.68065113,8.270310069,52.33072597,0,24.64106704,0,0
2022-08-03T5:40,OSP2-90min-1,4,28.19757668,3.12789073,39.38222433,3.15785801,0.149083508,27.60672993,6.292137571,271.4467219,40.87286328,9.959283337,21.98967624,10.31768495,31.24562943,45.35808471,108.3987647
2022-08-03T6:10,OSP2-120min-1,4,17.57011416,0.805574817,15.87059926,1.62928792,0.133447469,9.55194049,24.09094224,77.7999257,14.64875932,5.6038754,11.65837955,9.211117228,30.03774342,54.15398547,145.4196447
2022-08-03T6:40,OSP2-150min-1,4,64.94446894,3.507822516,76.53216068,3.876182133,0.155648953,45.9602907,46.74913127,244.9661698,13.80122278,9.146875565,24.12456767,7.499836053,25.51001581,44.17824728,104.7362025
2022-08-03T7:10,OSP2-180min-1,4,47.24174037,10.52212368,67.90460103,3.387892269,0.316073142,40.36887414,9.964012675,189.5503681,15.93517501,9.536189842,37.80852662,0,25.67363674,10.55133457,35.495126
2022-08-03T7:40,OSP2-210min-1,4,24.39452482,13.03553904,192.6401409,4.022653275,0.389629463,8.421655289,2.897962068,92.08609218,10.57919873,28.04821984,23.81628441,0,22.46742168,3.209171687,29.11187898
2022-08-03T8:10,OSP2-240min-1,4,74.4988239,12.40571495,230.1804192,3.304057914,0.197426524,1.728590128,0,105.6524788,12.21128855,29.34260675,4.823036305,0,21.49536253,0,19.67024121
2022-08-08T16:01,OSP2-0min-1,5,70.53169764,3.025140664,119.0340556,5.285456833,0.279428481,2.026244077,0,43.79816622,9.556051982,6.39262397,4.414627147,0,23.15688482,0,16.20183594
2022-08-08T16:11,OSP2-10min-1,5,34.21763731,3.349779416,197.4924538,3.754569207,0.420342317,2.138429928,0,99.39559333,10.88976811,8.715667363,5.98312001,0,23.52623917,3.209171687,19.54891377
2022-08-08T16:21,OSP2-20min-1,5,23.80383707,1.468435491,52.87736222,2.542100843,0.162870712,2.785463221,0,175.4859952,13.64959306,8.39017094,11.17243556,0,21.95365626,0,16.05390098
2022-08-08T16:31,OSP2-30min-1,5,46.27588325,1.053435472,68.44260928,1.784912499,0.15292183,10.79698053,2.897962068,107.616013,11.29076639,7.871246407,12.60932479,0,23.09261655,0,18.0621569
2022-08-08T16:41,OSP2-40min-1,5,79.53282586,7.906509302,73.2500644,3.863017376,0.301602898,78.9220141,8.330698454,413.8103279,14.06813086,4.447258508,13.7766713,3.446155389,41.96713167,58.11160672,102.4433022
2022-08-08T16:51,OSP2-50min-1,5,36.66254657,5.652216765,44.01083871,4.103258783,0.366095792,107.4256626,9.317437881,478.3461082,12.78005261,4.276203851,14.02946164,0,36.61219255,48.86459634,86.28103493
2022-08-08T17:01,OSP2-60min-1,5,28.36063524,2.254602801,48.93972425,2.842205108,0.173892183,62.52596873,10.27757176,358.5778311,10.14491287,5.051549888,12.54075622,0,26.63272069,26.14779958,52.15004106
2022-08-08T17:31,OSP2-90min-1,5,45.85626552,2.615128033,95.14013747,1.865653579,0.304555108,15.94438011,2.897962068,170.0469467,8.32712443,8.625341066,124.2646913,0,27.31325409,3.209171687,27.04937078
2022-08-08T18:01,OSP2-120min-1,5,59.2989306,10.79455569,83.22969955,2.708699636,0.219623793,5.54624543,2.897962068,95.53295985,8.002799672,10.02072329,63.48928358,0,24.47902705,0,18.059478
2022-08-08T18:31,OSP2-150min-1,5,80.4198996,5.074642994,71.55734735,2.515890739,0.175159594,5.170515863,0,119.9688002,7.481565522,11.09270429,7.435653913,0,24.25811141,0,14.00542754
2022-08-08T19:01,OSP2-180min-1,5,54.60701215,3.455141202,105.7127241,2.52066262,0.302966577,6.154585818,0,17.19441724,7.229339488,11.38226325,22.85900359,0,24.50516733,0,16.30413319
2022-08-08T19:31,OSP2-210min-1,5,46.54763519,3.653034571,135.0575711,3.11048561,0.20008891,10.19813342,2.897962068,148.2853528,7.031577525,12.6228148,9.93005286,0,23.5379164,0,13.65614541
2022-08-08T20:01,OSP2-240min-1,5,49.6221315,5.881589672,48.67009811,10.2004669,0.335100534,80.73972802,22.26087927,334.0256961,9.015709868,12.27221622,42.69009498,3.446155389,26.69775429,19.60535264,41.30481075
2022-08-17T15:57,OSP2-0min-1,6,71.31296876,5.701034002,32.66391082,1.508065843,0.28103675,0,0,21.54444486,31.58396397,4.334416089,9.863812601,0,22.15189941,0,24.05345967
2022-08-17T16:10,OSP2-10min-1,6,40.02361666,11.0661318,32.39734121,2.338129326,0.248393944,0,0,25.89114426,11.72292437,4.164699744,9.011177948,0,24.96900994,0,20.84478511
2022-08-17T16:20,OSP2-20min-1,6,48.12640495,5.623404319,53.44459523,1.894398192,0.237135177,0,0,15.4626617,7.836422972,2.437980671,12.03162532,0,24.49537307,0,18.56595449
2022-08-17T16:30,OSP2-30min-1,6,38.79296855,8.628526283,136.6599786,2.130989385,0.193877612,0.871424153,0,28.46693881,7.538726935,12.45087963,8.821491498,0,21.37618948,0,18.44216432
2022-08-17T16:40,OSP2-40min-1,6,47.1977277,11.64300779,78.88492448,2.605224876,0.186073785,17.82434845,0,209.8204642,7.423939283,62.39737361,10.22994383,0,21.76373741,0,24.40207519
2022-08-17T16:50,OSP2-50min-1,6,51.35876342,8.763507805,59.56947852,3.038038997,0.146525399,0,0,40.24968278,9.263598343,9.48265409,7.113616347,0,22.16216028,0,19.62713313
2022-08-17T17:00,OSP2-60min-1,6,49.48673206,12.28200875,48.04725876,3.477579963,0.176182088,0,0,54.0913681,6.930645497,14.13519927,8.342654374,0,25.17955864,3.209171687,33.83402271
2022-08-17T17:30,OSP2-90min-1,6,53.64499089,13.4341884,63.25893362,2.57972626,0.173082067,0,0,30.93291318,6.958968595,14.49916675,9.061714567,0,22.17956168,0,18.71738545
2022-08-17T18:00,OSP2-120min-1,6,47.1095061,17.1863354,56.26387363,2.036699323,0.280497995,0,0,13.39197787,12.27135367,5.767783883,8.668557177,0,23.21338665,0,13.96024
2022-08-17T18:30,OSP2-150min-1,6,74.75565478,10.57679922,77.75205484,2.894202171,0.179993819,0,0,22.88216096,6.610399055,8.668393813,7.445674996,0,24.10013546,0,24.72122768
2022-08-19T14:50,OSP2-0min-1,7,46.50102278,0.853616943,45.99361225,2.371748557,0.164997367,17.75793595,0,113.772109,95.40562626,27.83833208,9.016386595,0,23.68427674,24.38899668,32.53325434
2022-08-19T15:00,OSP2-10min-1,7,5.057877684,0,23.83174641,1.841995479,0.14282673,3.272618142,0,22.48633237,20.20767455,10.96585729,14.56045705,0,22.98442204,19.84243517,26.13894121
2022-08-19T15:10,OSP2-20min-1,7,7.84158282,0.204878649,19.38715956,1.627112212,0.241048082,4.687475181,0,17.90120869,18.14927448,6.547918255,5.768510121,0,21.68128631,3.209171687,23.50843604
2022-08-19T15:20,OSP2-30min-1,7,11.28134896,0.439679873,15.01025477,1.505150834,0.135258661,2.030597254,0,21.37476888,18.78007039,4.761960784,7.613090313,0,24.04629393,0,25.7898895
2022-08-19T15:30,OSP2-40min-1,7,10.66047301,1.321444193,13.0600515,1.479272089,0.161024201,2.73817421,0,23.13443767,23.15652369,13.13351442,8.471907624,0,25.41594313,8.406109167,31.02169594
2022-08-19T15:40,OSP2-50min-1,7,9.016843708,3.452205594,10.7950152,1.462865155,0.139692767,0.343857088,0,16.03086546,21.3511964,8.152157588,6.837937897,0,21.76499875,8.770713118,31.16697735
2022-08-19T15:50,OSP2-60min-1,7,16.87130045,1.515329633,10.18975343,1.519959394,0.161085656,2.662488674,0,23.60123473,20.72827893,19.72411088,8.28217912,0,20.86152129,3.209171687,27.06668721
2022-08-25T12:40,OSP2-0min-1,8,18.60350227,0.861536091,26.43317623,1.375803465,0.300934355,9.388218477,0,40.64125977,37.0238132,32.09073622,31.56503546,0,23.50490486,34.46617823,37.93531141
2022-08-25T12:50,OSP2-10min-1,8,7.046220723,2.248306825,21.8003028,1.274679131,0.342694493,9.840658227,0,36.75548356,25.53903297,27.80854443,16.53177888,0,24.73145365,10.99444794,25.54538484
2022-08-25T13:00,OSP2-20min-1,8,17.00822865,3.770306254,19.55542245,1.233242447,0.290621909,8.993427181,0,28.54882357,18.84919373,24.19142176,16.40614299,0,23.48437077,11.65195372,18.68691306
2022-08-25T13:10,OSP2-30min-1,8,20.78026662,0.754935082,25.77404892,1.339750794,0.144487626,4.282551167,0,30.88767793,17.47618952,16.70466148,14.02911281,0,21.52108256,9.728433852,38.82346755
2022-08-25T13:20,OSP2-40min-1,8,11.96907106,2.236021588,82.39783624,2.104009019,0.403131321,1.680189992,0,114.9117581,13.9857174,10.9732113,12.35961891,0,24.49496889,3.209171687,89.2826589
2022-08-25T13:30,OSP2-50min-1,8,5.977633644,0.335952701,15.74375438,0.827268741,0.165660071,0,0,31.8069764,13.54523811,9.201113361,14.2382658,0,23.48289748,3.209171687,26.02637792
2022-08-25T13:40,OSP2-60min-1,8,4.279746192,1.103903591,12.18800173,0.572679234,0.139316437,0.819597422,0,19.25048184,15.96631589,18.55808371,19.45632862,0,22.37223834,3.209171687,15.56757864
2022-08-25T14:10,OSP2-90min-1,8,2.056021233,0.344268178,9.93992402,0.817294443,0.187959034,1.050215955,0,21.64158186,19.74209792,16.95195248,10.78429677,0,21.83998374,0,14.14235516
2022-08-25T14:40,OSP2-120min-1,8,67.32988442,1.083688849,101.4275822,2.516965496,0.114976237,1.141472926,0,252.9161921,18.13212801,10.38889779,6.726877818,0,23.56111383,3.209171687,66.64585427
2022-08-25T15:10,OSP2-150min-1,8,94.61791226,51.69116888,409.7576746,6.548587531,0.277119195,3.052717301,0,216.0939638,8.087003822,10.23909602,19.56643883,0,22.1754525,0,211.2709264
2022-08-25T19:00,OSP2-180min-1,8,37.31415802,1.534175577,21.87378758,1.278331174,0.147764397,16.64683497,0,60.32102547,49.90868726,33.99917645,49.37687089,0,24.33834815,286.4003401,22.15328648
2022-08-25T19:30,OSP2-210min-1,8,2.557228736,1.415428914,40.99103909,0.719467377,0.212451787,6.058662939,0,48.72521133,24.30804187,24.6391587,18.8702338,0,20.82016348,166.1917191,44.06780649
2022-08-25T20:00,OSP2-240min-1,8,24.76347318,3.497346592,13.51845372,0.580396011,0.166645746,1.416721841,0,28.30173885,27.99540381,18.27546119,46.29743249,0,21.18254093,98.77591322,19.40551542
