time,prec,flow,id
2021-06-01 14:10:00,0.0457142857142857,0.2774999999999999,1
2021-06-01 14:20:00,0.0571428571428571,0.2339999999999999,1
2021-06-01 14:30:00,0.0685714285714285,0.217,1
2021-06-01 14:40:00,0.0438095238095238,0.2158333333333333,1
2021-06-01 14:50:00,0.0761904761904761,0.2115833333333332,1
2021-06-01 15:00:00,0.1085714285714285,0.2148333333333332,1
2021-06-01 15:10:00,0.287378640776699,0.2105,1
2021-06-01 15:20:00,0.3533980582524271,0.2083333333333332,1
2021-06-01 15:30:00,0.4194174757281553,0.2073333333333332,1
2021-06-01 15:40:00,0.058252427184466,0.2084166666666665,1
2021-06-01 15:50:00,0.0466019417475728,0.2126666666666666,1
2021-06-01 16:00:00,0.0349514563106796,0.2169166666666666,1
2021-06-01 16:10:00,0.0,0.2115833333333333,1
2021-06-01 16:20:00,0.0,0.21375,1
2021-06-01 16:30:00,0.0,0.2073333333333333,1
2021-06-01 16:40:00,0.0,0.2063333333333332,1
2021-06-01 16:50:00,0.0,0.2041666666666666,1
2021-06-01 17:00:00,0.0,0.1913333333333332,1
2021-06-01 17:10:00,0.0,0.1690833333333333,1
2021-06-01 17:20:00,0.0,0.1499166666666666,1
2021-06-01 17:30:00,0.0,0.1414166666666665,1
2021-06-01 17:40:00,0.0,0.2815833333333331,1
2021-06-01 17:50:00,0.0,0.6619166666666664,1
2021-06-01 18:00:00,0.0,0.6901666666666664,1
2021-06-16 11:10:00,0.0103626943005181,0.0010833333333333,2
2021-06-16 11:20:00,0.0129533678756476,0,2
2021-06-16 11:30:00,0.0155440414507772,0,2
2021-06-16 11:40:00,0.1614853195164076,0,2
2021-06-16 11:50:00,0.3203799654576856,0,2
2021-06-16 12:00:00,0.4792746113989637,0,2
2021-06-16 12:10:00,10.376369863013698,0,2
2021-06-16 12:20:00,12.959931506849315,0.00225,2
2021-06-16 12:30:00,15.543493150684933,0.0034166666666666,2
2021-06-16 12:40:00,5.065325342465753,0,2
2021-06-16 12:50:00,7.5400684931506845,0.0045,2
2021-06-16 13:00:00,10.014811643835616,0,2
2021-06-16 13:10:00,16.99563862928349,0,2
2021-06-16 13:20:00,20.363239875389407,0,2
2021-06-16 13:30:00,23.730841121495327,0,2
2021-06-16 13:40:00,3.29595015576324,0,2
2021-06-16 13:50:00,2.636760124610592,0.00225,2
2021-06-16 14:00:00,1.977570093457944,0,2
2021-06-16 14:10:00,0.0,0,2
2021-06-16 14:20:00,0.0,0.0010833333333333,2
2021-06-16 14:30:00,0.0,0.00225,2
2021-06-16 14:40:00,0.0,0.0034166666666666,2
2021-06-16 14:50:00,0.0,0,2
2021-06-16 15:00:00,0.0,0,2
2021-06-16 15:10:00,0.0,0,2
2021-06-16 15:20:00,0.0,0,2
2021-06-16 15:30:00,0.0,0.0010833333333333,2
2021-06-16 15:40:00,0.0,0,2
2021-06-16 15:50:00,0.0,0.0034166666666666,2
2021-06-16 16:00:00,0.0,0,2
2021-06-16 21:10:00,0.1176470588235294,0,3
2021-06-16 21:20:00,0.1470588235294117,0,3
2021-06-16 21:30:00,0.1764705882352941,0,3
2021-06-16 21:40:00,0.0245098039215686,0,3
2021-06-16 21:50:00,0.0196078431372549,0,3
2021-06-16 22:00:00,0.0147058823529411,0,3
2021-06-16 22:10:00,0.0,0,3
2021-06-16 22:20:00,0.0,0,3
2021-06-16 22:30:00,0.0,0,3
2021-06-16 22:40:00,0.0,0,3
2021-06-16 22:50:00,0.0,0,3
2021-06-16 23:00:00,0.0,0,3
2021-06-16 23:10:00,0.0,0,3
2021-06-16 23:20:00,0.0,0,3
2021-06-16 23:30:00,0.0,0,3
2021-06-16 23:40:00,0.0,0,3
2021-06-16 23:50:00,0.0,0,3
2021-06-17 00:00:00,0.0,0,3
2021-06-18 03:10:00,0.1176470588235294,0,4
2021-06-18 03:20:00,0.1470588235294117,0,4
2021-06-18 03:30:00,0.1764705882352941,0,4
2021-06-18 03:40:00,0.0245098039215686,0,4
2021-06-18 03:50:00,0.0196078431372549,0.0010833333333333,4
2021-06-18 04:00:00,0.0147058823529411,0,4
2021-06-18 04:10:00,0.0,0,4
2021-06-18 04:20:00,0.0,0,4
2021-06-18 04:30:00,0.0,0,4
2021-06-18 04:40:00,0.0,0,4
2021-06-18 04:50:00,0.0,0,4
2021-06-18 05:00:00,0.0,0,4
2021-06-18 05:10:00,0.0,0,4
2021-06-18 05:20:00,0.0,0,4
2021-06-18 05:30:00,0.0,0.0068333333333333,4
2021-06-18 05:40:00,0.0,0,4
2021-06-18 05:50:00,0.0,0,4
2021-06-18 06:00:00,0.0,0,4
2021-06-22 04:10:00,1.6470588235294117,0,5
2021-06-22 04:20:00,2.0588235294117645,0.2294999999999999,5
2021-06-22 04:30:00,2.4705882352941178,0.3429999999999997,5
2021-06-22 04:40:00,0.3431372549019607,0.2719999999999997,5
2021-06-22 04:50:00,0.2745098039215686,0.0216666666666666,5
2021-06-22 05:00:00,0.2058823529411764,0,5
2021-06-22 05:10:00,0.0,0,5
2021-06-22 05:20:00,0.0,0,5
2021-06-22 05:30:00,0.0,0,5
2021-06-22 05:40:00,0.0,0,5
2021-06-22 05:50:00,0.0,0,5
2021-06-22 06:00:00,0.0,0,5
