time,times,THM,CLO,IMI,ACE,THA
2022-07-02T10:40,1,15.29621015,0.674484778,64.59814063,2.38847739,0.0
2022-07-02T10:50,1,13.78646142,1.177532553,57.01801113,1.988423579,0.0
2022-07-02T11:00,1,12.06104286,0.0,58.08507467,1.99296185,0.0
2022-07-02T11:10,1,10.96508821,0.995440049,57.12500088,2.012056065,0.0
2022-07-02T11:20,1,254.1397419,14.97957857,54.60695881,5.057939845,0.0
2022-07-02T11:30,1,95.34713607999998,5.722300294,47.36918781,3.484085185,0.0
2022-07-02T11:40,1,7.980005680000005,1.4563887590000002,57.86920932,2.030095643,0.0
2022-07-02T11:50,1,7.792347156666667,1.2277574866666667,48.32288742666667,2.007505065666667,0.0
2022-07-02T12:00,1,7.604688633333333,0.9991262143333333,38.77656553333334,1.9849144883333334,0.0
2022-07-02T12:10,1,7.41703011,0.7704949420000001,29.23024364,1.962323911,0.0
2022-07-02T12:20,1,46.72484977333333,2.833345516,33.97653641,2.342731707,0.0
2022-07-02T12:30,1,86.03266943666667,4.89619609,38.722829180000005,2.723139503,0.0
2022-07-02T12:40,1,125.3404891,6.959046664,43.46912195,3.103547299,0.0
2022-07-02T12:50,1,119.71646953333334,7.464670846,45.51182032333333,3.019076118666667,0.0
2022-07-02T13:00,1,114.09244996666666,7.970295028000001,47.55451869666667,2.9346049383333335,0.0
2022-07-02T13:10,1,108.4684304,8.47591921,49.59721707,2.850133758,0.0
2022-07-02T13:20,1,102.86692117333334,8.215235745666668,51.45807884333333,3.0108696903333336,0.0
2022-07-02T13:30,1,97.26541194666666,7.954552281333334,53.318940616666666,3.1716056226666667,0.0
2022-07-02T13:40,1,91.66390272,7.693868817,55.17980239,3.332341555,0.0
2022-07-15T16:20,2,38.808154112,1.2125723098999999,196.881096243,4.763296701,0.259104169
2022-07-15T16:30,2,32.460716168,0.7262914482,151.58168267,3.2919021412,0.3230950915
2022-07-15T16:40,2,65.099339423,6.3451418095,58.703447501000014,3.8312265259,0.2338094706
2022-07-15T16:50,2,127.515352045,8.0129167217,52.400280709,2.6970461077000003,0.21409127760000002
2022-07-15T17:00,2,44.556105508,3.1780995026000003,66.672577615,3.0454290771,0.2332818122
