humidity,temperature,wind_speed,wind_direction_degree,precip,pressure,solar_radiation,cloud,code,text,feels_like,wind_scale,wind_direction,vapor_pressure,last_update
93.38,27.88,6.72,80,0.00,1001.33,0.00,50.81,4,多云,32.90,2,东,35.05,2022-06-30T23:00:00+08:00
95.70,27.34,7.37,56,0.00,1001.15,0.00,35.15,0,晴,32.16,2,东北,34.80,2022-07-01T00:00:00+08:00
96.72,26.94,6.28,51,0.00,1000.71,0.00,59.33,4,多云,31.85,2,东北,34.36,2022-07-01T01:00:00+08:00
96.80,26.74,5.59,62,0.00,1000.30,0.00,68.21,4,多云,31.68,1,东北,33.99,2022-07-01T02:00:00+08:00
96.40,26.36,2.94,19,0.00,999.43,0.00,64.86,4,多云,31.57,1,东北,33.10,2022-07-01T03:00:00+08:00
95.14,26.34,4.29,66,0.00,999.60,0.00,68.86,4,多云,31.22,1,东北,32.63,2022-07-01T04:00:00+08:00
94.77,26.76,6.84,54,0.00,999.41,0.00,70.13,4,多云,31.34,2,东北,33.31,2022-07-01T05:00:00+08:00
95.44,26.51,5.19,62,0.00,999.42,2.38,27.55,0,晴,31.32,1,东北,33.06,2022-07-01T06:00:00+08:00
94.38,27.51,9.28,52,0.00,999.36,94.16,27.55,0,晴,31.97,2,东北,34.67,2022-07-01T07:00:00+08:00
85.32,28.96,9.90,55,0.00,999.71,249.02,27.03,0,晴,33.30,2,东北,34.10,2022-07-01T08:00:00+08:00
77.59,29.83,13.06,56,0.00,999.80,511.23,46.33,4,多云,33.36,3,东北,32.60,2022-07-01T09:00:00+08:00
69.81,31.39,11.20,80,0.00,999.34,573.04,42.86,4,多云,35.26,2,东,32.06,2022-07-01T10:00:00+08:00
69.49,30.95,16.08,69,0.00,999.29,405.61,61.10,4,多云,33.72,3,东北,31.13,2022-07-01T11:00:00+08:00
76.51,30.23,16.25,65,0.00,999.12,236.15,75.67,4,多云,33.27,3,东北,32.89,2022-07-01T12:00:00+08:00
73.69,31.27,16.85,73,0.00,998.64,326.77,74.20,4,多云,34.42,3,东北,33.62,2022-07-01T13:00:00+08:00
70.73,30.91,15.26,76,0.00,997.87,331.99,75.89,4,多云,33.92,3,东北,31.61,2022-07-01T14:00:00+08:00
70.44,31.72,16.12,64,0.00,996.89,363.11,82.25,9,阴,34.90,3,东北,32.96,2022-07-01T15:00:00+08:00
69.02,31.92,15.67,62,0.00,996.21,169.02,89.79,9,阴,35.14,3,东北,32.67,2022-07-01T16:00:00+08:00
71.53,30.91,16.32,62,0.00,995.59,231.27,100.00,9,阴,33.80,3,东北,31.97,2022-07-01T17:00:00+08:00
73.81,30.33,12.86,70,0.00,995.41,48.15,100.00,9,阴,33.79,3,东北,31.91,2022-07-01T18:00:00+08:00
79.31,29.12,12.73,75,0.00,996.06,3.75,100.00,9,阴,32.53,3,东北,31.99,2022-07-01T19:00:00+08:00
83.61,28.78,11.20,73,0.00,996.66,0.00,100.00,9,阴,32.66,2,东北,33.07,2022-07-01T20:00:00+08:00
87.60,28.44,12.06,72,0.00,997.91,0.00,100.00,9,阴,32.33,3,东北,33.97,2022-07-01T21:00:00+08:00
99.84,26.19,7.38,65,0.88,998.70,0.00,100.00,13,小雨,30.76,2,东北,33.94,2022-07-01T22:00:00+08:00
99.86,25.96,10.31,56,0.27,998.51,0.00,100.00,13,小雨,29.90,2,东北,33.49,2022-07-01T23:00:00+08:00
98.82,26.29,11.77,58,0.00,997.65,0.00,82.62,9,阴,30.04,2,东北,33.79,2022-07-02T00:00:00+08:00
99.38,26.26,11.17,59,0.00,996.92,0.00,88.82,9,阴,30.15,2,东北,33.92,2022-07-02T01:00:00+08:00
98.33,26.48,15.19,54,0.00,995.94,0.00,91.56,9,阴,29.67,3,东北,34.00,2022-07-02T02:00:00+08:00
96.69,26.53,14.45,58,0.00,995.68,0.00,95.56,9,阴,29.77,3,东北,33.53,2022-07-02T03:00:00+08:00
96.45,26.79,11.42,58,0.00,995.46,0.00,100.00,9,阴,30.68,2,东北,33.96,2022-07-02T04:00:00+08:00
99.98,25.70,13.04,67,2.05,995.46,0.00,100.00,13,小雨,29.03,3,东北,33.01,2022-07-02T05:00:00+08:00
98.33,25.52,13.10,79,0.22,995.63,1.13,100.00,13,小雨,28.65,3,东,32.12,2022-07-02T06:00:00+08:00
