humidity,temperature,wind_speed,wind_direction_degree,precip,pressure,solar_radiation,cloud,code,text,feels_like,wind_scale,wind_direction,vapor_pressure,last_update
76.33,28.37,3.67,166,0.00,983.68,0.00,0.00,0,晴,32.87,1,东南,29.48,2022-06-28T20:00:00+08:00
75.95,28.03,6.14,144,0.00,983.96,0.00,100.00,9,阴,31.91,2,东南,28.76,2022-06-28T21:00:00+08:00
84.67,28.05,5.59,149,0.00,985.35,0.00,100.00,9,阴,32.70,1,东南,32.10,2022-06-28T22:00:00+08:00
89.42,27.64,4.93,143,0.00,985.65,0.00,30.21,0,晴,32.58,1,东南,33.10,2022-06-28T23:00:00+08:00
92.60,26.92,1.70,151,0.00,985.47,0.00,15.74,0,晴,32.35,1,东南,32.86,2022-06-29T00:00:00+08:00
92.75,26.35,3.00,147,0.00,984.97,0.00,1.11,0,晴,31.30,1,东南,31.83,2022-06-29T01:00:00+08:00
93.64,25.84,2.71,184,0.00,984.69,0.00,2.03,0,晴,30.68,1,南,31.18,2022-06-29T02:00:00+08:00
92.96,25.50,2.80,159,0.00,984.96,0.00,7.88,0,晴,30.13,1,东南,30.33,2022-06-29T03:00:00+08:00
95.45,25.18,0.55,174,0.00,984.72,0.00,100.00,9,阴,30.24,0,南,30.56,2022-06-29T04:00:00+08:00
96.96,25.05,1.99,159,0.00,984.64,0.00,100.00,9,阴,29.89,1,东南,30.80,2022-06-29T05:00:00+08:00
98.12,25.05,1.84,196,0.00,984.70,6.73,100.00,9,阴,29.99,1,西南,31.17,2022-06-29T06:00:00+08:00
90.81,26.22,2.98,148,0.00,985.07,112.76,100.00,9,阴,30.98,1,东南,30.92,2022-06-29T07:00:00+08:00
81.95,30.96,2.08,82,0.00,985.11,323.39,100.00,9,阴,37.37,1,东,36.73,2022-06-29T08:00:00+08:00
73.94,30.66,1.96,80,0.00,985.05,462.53,100.00,9,阴,36.25,1,东,32.58,2022-06-29T09:00:00+08:00
71.84,32.37,2.48,65,0.00,985.35,743.60,40.98,4,多云,38.44,1,东北,34.88,2022-06-29T10:00:00+08:00
69.93,33.71,1.76,58,0.00,985.20,669.48,54.19,4,多云,40.34,1,东北,36.60,2022-06-29T11:00:00+08:00
66.37,33.78,2.49,143,0.00,985.06,724.27,2.22,0,晴,39.95,1,东南,34.87,2022-06-29T12:00:00+08:00
62.65,34.50,2.35,116,0.00,984.37,955.37,2.22,0,晴,40.62,1,东南,34.26,2022-06-29T13:00:00+08:00
60.82,35.26,2.85,20,0.00,983.61,511.55,100.00,9,阴,41.43,1,东北,34.69,2022-06-29T14:00:00+08:00
62.86,35.41,5.65,102,0.00,983.04,327.23,100.00,9,阴,41.37,1,东南,36.15,2022-06-29T15:00:00+08:00
82.19,29.74,8.88,168,0.00,982.99,180.67,100.00,9,阴,34.36,2,东南,34.35,2022-06-29T16:00:00+08:00
87.28,29.87,5.83,192,0.00,982.88,222.13,100.00,9,阴,35.53,1,西南,36.76,2022-06-29T17:00:00+08:00
78.99,30.39,3.03,177,0.00,983.27,82.39,64.51,4,多云,36.10,1,南,34.27,2022-06-29T18:00:00+08:00
79.09,29.75,3.98,143,0.00,983.62,2.77,94.90,9,阴,35.00,1,东南,33.08,2022-06-29T19:00:00+08:00
85.03,28.67,3.58,195,0.00,984.47,0.00,46.23,4,多云,33.99,1,西南,33.41,2022-06-29T20:00:00+08:00
84.62,27.90,4.63,157,0.00,984.72,0.00,61.54,4,多云,32.65,1,东南,31.80,2022-06-29T21:00:00+08:00
