humidity,temperature,wind_speed,wind_direction_degree,precip,pressure,solar_radiation,cloud,code,text,feels_like,wind_scale,wind_direction,vapor_pressure,last_update
74.74,27.98,5.08,164,0.00,970.19,0.00,0.00,0,晴,31.95,1,东南,28.22,2022-06-28T20:00:00+08:00
74.40,27.67,7.55,145,0.00,970.43,0.00,100.00,9,阴,31.04,2,东南,27.58,2022-06-28T21:00:00+08:00
82.81,27.50,6.98,144,0.00,971.77,0.00,100.00,9,阴,31.52,2,东南,30.40,2022-06-28T22:00:00+08:00
87.53,27.36,6.37,148,0.00,972.07,0.00,29.88,0,晴,31.78,2,东南,31.87,2022-06-28T23:00:00+08:00
90.47,26.40,1.78,153,0.00,971.87,0.00,15.23,0,晴,31.44,1,东南,31.14,2022-06-29T00:00:00+08:00
90.44,25.83,4.36,143,0.00,971.36,0.00,0.43,0,晴,30.15,1,东南,30.09,2022-06-29T01:00:00+08:00
92.47,25.52,3.59,174,0.00,971.09,0.00,1.75,0,晴,29.98,1,南,30.21,2022-06-29T02:00:00+08:00
91.45,25.15,3.86,152,0.00,971.34,0.00,5.47,0,晴,29.34,1,东南,29.23,2022-06-29T03:00:00+08:00
94.00,24.80,1.53,122,0.00,971.09,0.00,100.00,9,阴,29.43,1,东南,29.42,2022-06-29T04:00:00+08:00
95.41,24.59,2.94,149,0.00,971.00,0.00,100.00,9,阴,28.96,1,东南,29.49,2022-06-29T05:00:00+08:00
97.18,24.61,1.25,190,0.00,971.10,6.68,100.00,9,阴,29.40,1,南,30.07,2022-06-29T06:00:00+08:00
89.74,25.76,3.09,145,0.00,971.52,112.58,100.00,9,阴,30.23,1,东南,29.74,2022-06-29T07:00:00+08:00
80.41,29.91,3.33,74,0.00,971.56,322.75,100.00,9,阴,35.46,1,东北,33.94,2022-06-29T08:00:00+08:00
72.51,29.58,3.71,74,0.00,971.56,460.47,100.00,9,阴,34.27,1,东北,30.03,2022-06-29T09:00:00+08:00
70.61,30.79,5.37,86,0.00,971.90,743.05,100.00,9,阴,35.52,1,东,31.34,2022-06-29T10:00:00+08:00
68.34,32.27,3.20,75,0.00,971.79,790.56,53.25,4,多云,37.83,1,东北,32.99,2022-06-29T11:00:00+08:00
65.30,32.44,3.13,119,0.00,971.68,672.22,0.00,0,晴,37.79,1,东南,31.83,2022-06-29T12:00:00+08:00
61.86,32.95,3.99,122,0.00,971.04,753.50,0.00,0,晴,38.02,1,东南,31.03,2022-06-29T13:00:00+08:00
60.19,34.10,4.18,33,0.00,970.31,591.12,100.00,9,阴,39.45,1,东北,32.19,2022-06-29T14:00:00+08:00
61.19,33.85,8.04,97,0.00,969.68,536.19,100.00,9,阴,38.50,2,东,32.28,2022-06-29T15:00:00+08:00
80.79,28.77,11.11,162,0.00,969.61,190.24,100.00,9,阴,32.44,2,东南,31.93,2022-06-29T16:00:00+08:00
86.55,28.62,8.27,166,0.00,969.48,231.37,60.36,4,多云,33.19,2,东南,33.91,2022-06-29T17:00:00+08:00
77.96,29.36,6.59,141,0.00,969.77,83.42,100.00,9,阴,33.88,2,东南,31.88,2022-06-29T18:00:00+08:00
78.02,29.07,7.47,130,0.00,970.07,2.83,100.00,9,阴,33.31,2,东南,31.38,2022-06-29T19:00:00+08:00
83.89,28.15,4.54,178,0.00,970.93,0.00,46.66,4,多云,32.98,1,南,31.99,2022-06-29T20:00:00+08:00
83.59,27.39,7.58,145,0.00,971.18,0.00,68.41,4,多云,31.31,2,东南,30.49,2022-06-29T21:00:00+08:00
86.16,27.49,6.70,182,0.00,971.52,0.00,65.60,4,多云,31.81,2,南,31.61,2022-06-29T22:00:00+08:00
