humidity,temperature,wind_speed,wind_direction_degree,precip,pressure,solar_radiation,cloud,code,text,feels_like,wind_scale,wind_direction,vapor_pressure,last_update
87.94,28.35,2.49,329,0.00,1003.86,0.00,37.93,0,晴,33.95,1,西北,33.92,2022-06-30T23:00:00+08:00
88.04,27.99,2.10,310,0.00,1003.64,0.00,72.64,4,多云,33.50,1,西北,33.26,2022-07-01T00:00:00+08:00
91.00,27.88,1.00,308,0.00,1002.93,0.00,60.45,4,多云,33.76,1,西北,34.16,2022-07-01T01:00:00+08:00
90.65,27.47,2.00,299,0.00,1002.78,0.00,100.00,9,阴,32.95,1,西北,33.22,2022-07-01T02:00:00+08:00
91.40,27.36,1.44,240,0.00,1002.12,0.00,100.00,9,阴,32.95,1,西南,33.28,2022-07-01T03:00:00+08:00
91.02,27.31,1.16,268,0.00,1001.99,0.00,55.81,4,多云,32.90,1,西,33.04,2022-07-01T04:00:00+08:00
90.78,27.14,1.18,270,0.00,1001.84,0.00,69.50,4,多云,32.63,1,西,32.63,2022-07-01T05:00:00+08:00
91.03,27.33,2.95,306,0.00,1001.86,1.16,58.91,4,多云,32.61,1,西北,33.09,2022-07-01T06:00:00+08:00
88.54,28.34,3.10,275,0.00,1001.88,94.32,58.91,4,多云,33.87,1,西,34.13,2022-07-01T07:00:00+08:00
81.47,29.62,2.04,301,0.00,1002.23,270.86,53.97,4,多云,35.36,1,西北,33.82,2022-07-01T08:00:00+08:00
72.22,30.80,2.71,322,0.00,1002.34,428.81,59.43,4,多云,36.16,1,西北,32.08,2022-07-01T09:00:00+08:00
64.12,31.86,3.80,300,0.00,1001.92,673.04,50.16,4,多云,36.73,1,西北,30.24,2022-07-01T10:00:00+08:00
61.06,32.84,6.71,324,0.00,1001.76,328.05,48.40,4,多云,37.30,2,西北,30.44,2022-07-01T11:00:00+08:00
63.87,31.49,3.10,313,0.00,1001.48,315.53,100.00,9,阴,36.32,1,西北,29.50,2022-07-01T12:00:00+08:00
67.54,31.55,3.34,269,0.00,1000.96,361.84,100.00,9,阴,36.69,1,西,31.30,2022-07-01T13:00:00+08:00
66.33,31.38,2.15,277,0.00,1000.36,261.01,86.49,9,阴,36.56,1,西,30.45,2022-07-01T14:00:00+08:00
65.64,31.15,2.65,280,0.00,999.53,408.01,82.46,9,阴,36.08,1,西,29.74,2022-07-01T15:00:00+08:00
