time,prec,total_prec,duration,id
2022-06-29T16:10,0.0541176470588235,0.0541176470588235,0,1
2022-06-29T16:20,0.0676470588235294,0.12176470588235289,10,1
2022-06-29T16:30,0.0811764705882353,0.20294117647058818,20,1
2022-06-29T16:40,0.0112745098039215,0.21421568627450968,30,1
2022-06-29T16:50,0.0090196078431372,0.2232352941176469,40,1
2022-06-29T17:00,0.0067647058823529,0.2299999999999998,50,1
2022-06-29T17:10,0.0,0.2299999999999998,60,1
2022-06-29T17:20,0.0,0.2299999999999998,70,1
2022-06-29T17:30,-0.0,0.2299999999999998,80,1
2022-06-29T17:40,0.0,0.2299999999999998,90,1
2022-06-29T17:50,0.0,0.2299999999999998,100,1
2022-06-29T18:00,0.0,0.2299999999999998,110,1
2022-06-29T18:10,0.0,0.2299999999999998,120,1
2022-06-29T18:20,0.0,0.2299999999999998,130,1
2022-06-29T18:30,0.0,0.2299999999999998,140,1
2022-06-29T18:40,0.0,0.2299999999999998,150,1
2022-06-29T18:50,0.0,0.2299999999999998,160,1
2022-06-29T19:00,0.0,0.2299999999999998,170,1
2022-06-30T13:10,0.2870588235294117,0.2870588235294117,0,2
2022-06-30T13:20,0.3588235294117647,0.6458823529411764,10,2
2022-06-30T13:30,0.4305882352941177,1.076470588235294,20,2
2022-06-30T13:40,0.0598039215686274,1.1362745098039215,30,2
2022-06-30T13:50,0.0478431372549019,1.1841176470588235,40,2
2022-06-30T14:00,0.0358823529411764,1.22,50,2
2022-06-30T14:10,0.0,1.22,60,2
2022-06-30T14:20,0.0,1.22,70,2
2022-06-30T14:30,0.0,1.22,80,2
2022-06-30T14:40,0.0,1.22,90,2
2022-06-30T14:50,0.0,1.22,100,2
2022-06-30T15:00,0.0,1.22,110,2
2022-06-30T15:10,0.0,1.22,120,2
2022-06-30T15:20,0.0,1.22,130,2
2022-06-30T15:30,0.0,1.22,140,2
2022-06-30T15:40,0.0,1.22,150,2
2022-06-30T15:50,0.0,1.22,160,2
2022-06-30T16:00,0.0,1.22,170,2
2022-06-30T16:10,0.0447058823529411,0.0447058823529411,0,3
2022-06-30T16:20,0.0558823529411764,0.1005882352941175,10,3
2022-06-30T16:30,0.0670588235294117,0.1676470588235292,20,3
2022-06-30T16:40,0.009313725490196,0.1769607843137252,30,3
2022-06-30T16:50,0.0074509803921568,0.184411764705882,40,3
2022-06-30T17:00,0.0055882352941176,0.18999999999999959,50,3
2022-06-30T17:10,0.0,0.18999999999999959,60,3
2022-06-30T17:20,0.0,0.18999999999999959,70,3
2022-06-30T17:30,0.0,0.18999999999999959,80,3
2022-06-30T17:40,0.0,0.18999999999999959,90,3
2022-06-30T17:50,0.0,0.18999999999999959,100,3
2022-06-30T18:00,0.0,0.18999999999999959,110,3
2022-06-30T18:10,0.0,0.18999999999999959,120,3
2022-06-30T18:20,0.0,0.18999999999999959,130,3
2022-06-30T18:30,0.0,0.18999999999999959,140,3
2022-06-30T18:40,0.0,0.18999999999999959,150,3
2022-06-30T18:50,0.0,0.18999999999999959,160,3
2022-06-30T19:00,0.0,0.18999999999999959,170,3
2022-07-01T21:10,0.1245176470588235,0.1245176470588235,0,4
2022-07-01T21:20,0.1556470588235294,0.28016470588235287,10,4
2022-07-01T21:30,0.1867764705882353,0.4669411764705882,20,4
2022-07-01T21:40,0.0427411764705882,0.5096823529411764,30,4
2022-07-01T21:50,0.0543529411764705,0.5640352941176469,40,4
2022-07-01T22:00,0.0659647058823529,0.6299999999999998,50,4
