time,prec,total_prec,duration,id
2022-06-30T13:10,0.4059539918809201,0.4059539918809201,0,1
2022-06-30T13:20,0.5074424898511501,0.9133964817320702,10,1
2022-06-30T13:30,0.6089309878213802,1.5223274695534506,20,1
2022-06-30T13:40,0.2970230040595399,1.8193504736129904,30,1
2022-06-30T13:50,0.4925575101488497,2.31190798376184,40,1
2022-06-30T14:00,0.6880920162381596,3.0,50,1
2022-06-30T14:10,1.515181969333087,4.515181969333087,60,1
2022-06-30T14:20,1.8504710881211897,6.365653057454276,70,1
2022-06-30T14:30,2.1857602069092925,8.551413264363568,80,1
2022-06-30T14:40,0.3035778065151794,8.854991070878746,90,1
2022-06-30T14:50,0.2428622452121436,9.097853316090891,100,1
2022-06-30T15:00,0.1821466839091077,9.28,110,1
2022-06-30T15:10,0.0,9.28,120,1
2022-06-30T15:20,0.0,9.28,130,1
2022-06-30T15:30,0.0,9.28,140,1
2022-06-30T15:40,0.0,9.28,150,1
2022-06-30T15:50,0.0,9.28,160,1
2022-06-30T16:00,0.0,9.28,170,1
2022-06-30T16:10,0.0,9.28,180,1
2022-06-30T16:20,0.0,9.28,190,1
2022-06-30T16:30,0.0,9.28,200,1
2022-06-30T16:40,0.0,9.28,210,1
2022-06-30T16:50,0.0,9.28,220,1
2022-06-30T17:00,0.0,9.28,230,1
2022-07-01T21:10,0.0891089108910891,0.0891089108910891,0,2
2022-07-01T21:20,0.1113861386138613,0.2004950495049504,10,2
2022-07-01T21:30,0.1336633663366336,0.334158415841584,20,2
2022-07-01T21:40,0.0304455445544554,0.36460396039603943,30,2
2022-07-01T21:50,0.0386138613861386,0.403217821782178,40,2
2022-07-01T22:00,0.0467821782178217,0.44999999999999973,50,2
2022-07-01T22:10,0.0618815331010452,0.5118815331010449,60,2
2022-07-01T22:20,0.0710801393728223,0.5829616724738672,70,2
2022-07-01T22:30,0.0802787456445993,0.6632404181184666,80,2
2022-07-01T22:40,0.0111498257839721,0.6743902439024386,90,2
2022-07-01T22:50,0.0089198606271776,0.6833101045296163,100,2
2022-07-01T23:00,0.0066898954703832,0.6899999999999995,110,2
2022-07-01T23:10,0.0,0.6899999999999995,120,2
2022-07-01T23:20,0.0,0.6899999999999995,130,2
2022-07-01T23:30,0.0,0.6899999999999995,140,2
2022-07-01T23:40,0.0,0.6899999999999995,150,2
2022-07-01T23:50,0.0,0.6899999999999995,160,2
2022-07-02T00:00,0.0,0.6899999999999995,170,2
2022-07-02T00:10,0.0,0.6899999999999995,180,2
2022-07-02T00:20,0.0,0.6899999999999995,190,2
2022-07-02T00:30,0.0,0.6899999999999995,200,2
2022-07-02T00:40,0.0,0.6899999999999995,210,2
2022-07-02T00:50,0.0,0.6899999999999995,220,2
2022-07-02T01:00,0.0,0.6899999999999995,230,2
2022-07-02T04:10,0.01006237006237,0.01006237006237,0,3
2022-07-02T04:20,0.0125779625779625,0.0226403326403325,10,3
2022-07-02T04:30,0.015093555093555,0.0377338877338875,20,3
2022-07-02T04:40,0.0133021483021483,0.0510360360360358,30,3
2022-07-02T04:50,0.024088704088704,0.0751247401247398,40,3
2022-07-02T05:00,0.0348752598752598,0.1099999999999996,50,3
2022-07-02T05:10,0.1166805804015106,0.22668058040151018,60,3
2022-07-02T05:20,0.1442436891274101,0.37092426952892027,70,3
2022-07-02T05:30,0.1718067978533095,0.5427310673822298,80,3
2022-07-02T05:40,0.0238620552574041,0.5665931226396339,90,3
2022-07-02T05:50,0.0190896442059232,0.5856827668455571,100,3
2022-07-02T06:00,0.0143172331544424,0.5999999999999995,110,3
2022-07-02T06:10,0.0,0.5999999999999995,120,3
2022-07-02T06:20,0.0,0.5999999999999995,130,3
2022-07-02T06:30,0.0,0.5999999999999995,140,3
2022-07-02T06:40,0.0,0.5999999999999995,150,3
2022-07-02T06:50,0.0,0.5999999999999995,160,3
2022-07-02T07:00,0.0,0.5999999999999995,170,3
2022-07-02T07:10,0.0,0.5999999999999995,180,3
2022-07-02T07:20,0.0,0.5999999999999995,190,3
2022-07-02T07:30,0.0,0.5999999999999995,200,3
2022-07-02T07:40,0.0,0.5999999999999995,210,3
2022-07-02T07:50,0.0,0.5999999999999995,220,3
2022-07-02T08:00,0.0,0.5999999999999995,230,3
2022-07-02T09:10,0.0077470355731225,0.0077470355731225,0,4
2022-07-02T09:20,0.0096837944664031,0.0174308300395256,10,4
2022-07-02T09:30,0.0116205533596837,0.029051383399209298,20,4
2022-07-02T09:40,0.019459815546772,0.0485111989459813,30,4
2022-07-02T09:50,0.0369828722002635,0.0854940711462448,40,4
2022-07-02T10:00,0.0545059288537549,0.1399999999999997,50,4
2022-07-02T10:10,0.2014577084583083,0.34145770845830803,60,4
2022-07-02T10:20,0.2504679064187163,0.5919256148770243,70,4
2022-07-02T10:30,0.2994781043791241,0.8914037192561484,80,4
2022-07-02T10:40,0.1147225554889022,1.0061262747450506,90,4
2022-07-02T10:50,0.1795320935812837,1.1856583683263342,100,4
2022-07-02T11:00,0.2443416316736653,1.4299999999999995,110,4
2022-07-02T11:10,0.2991797919762258,1.7291797919762253,120,4
2022-07-02T11:20,0.3618989598811293,2.0910787518573546,130,4
2022-07-02T11:30,0.4246181277860327,2.515696879643387,140,4
2022-07-02T11:40,0.1694353640416047,2.685132243684992,150,4
2022-07-02T11:50,0.2681010401188707,2.9532332838038626,160,4
2022-07-02T12:00,0.3667667161961367,3.3199999999999994,170,4
2022-07-02T12:10,0.4648938193343899,3.784893819334389,180,4
2022-07-02T12:20,0.5634453248811411,4.34833914421553,190,4
2022-07-02T12:30,0.6619968304278924,5.010335974643422,200,4
2022-07-02T12:40,0.2651104067617538,5.275446381405176,210,4
2022-07-02T12:50,0.4198880084521923,5.6953343898573685,220,4
2022-07-02T13:00,0.5746656101426308,6.27,230,4
2022-07-02T13:10,0.5938278587007748,6.863827858700774,240,4
2022-07-02T13:20,0.719829787700435,7.5836576464012095,250,4
2022-07-02T13:30,0.8458317167000952,8.429489363101304,260,4
2022-07-02T13:40,0.4822377492081237,8.911727112309428,270,4
2022-07-02T13:50,0.8235035456328981,9.735230657942326,280,4
2022-07-02T14:00,1.1647693420576726,10.899999999999999,290,4
2022-07-02T14:10,2.6358149293122497,13.535814929312249,300,4
2022-07-02T14:20,3.23308750157537,16.768902430887618,310,4
2022-07-02T14:30,3.830360073838489,20.599262504726106,320,4
2022-07-02T14:40,0.699319588698856,21.29858209342496,330,4
2022-07-02T14:50,0.7602458317579639,22.058827925182925,340,4
2022-07-02T15:00,0.8211720748170718,22.879999999999995,350,4
2022-07-02T15:10,0.7017343953917465,23.58173439539174,360,4
2022-07-02T15:20,0.7502029611628639,24.331937356554604,370,4
2022-07-02T15:30,0.7986715269339814,25.130608883488584,380,4
2022-07-02T15:40,0.2147878133297331,25.345396696818316,390,4
2022-07-02T15:50,0.2964637055038027,25.64186040232212,400,4
2022-07-02T16:00,0.3781395976778722,26.019999999999992,410,4
2022-07-02T16:10,0.4765841702534673,26.49658417025346,420,4
2022-07-02T16:20,0.5612386417981827,27.057822812051644,430,4
2022-07-02T16:30,0.6458931133428983,27.70371592539454,440,4
2022-07-02T16:40,0.1815384385461502,27.88525436394069,450,4
2022-07-02T16:50,0.255428024868484,28.14068238880917,460,4
2022-07-02T17:00,0.3293176111908177,28.469999999999988,470,4
2022-07-02T17:10,0.4602095580883822,28.93020955808837,480,4
2022-07-02T17:20,0.5445450909818035,29.474754649070174,490,4
2022-07-02T17:30,0.6288806238752249,30.1036352729454,500,4
2022-07-02T17:40,0.1284675064987002,30.2321027794441,510,4
2022-07-02T17:50,0.152121575684863,30.384224355128964,520,4
2022-07-02T18:00,0.1757756448710258,30.55999999999999,530,4
2022-07-02T18:10,0.1258778871517724,30.685877887151765,540,4
2022-07-02T18:20,0.1408080808080807,30.826685967959847,550,4
2022-07-02T18:30,0.1557382744643891,30.982424242424237,560,4
2022-07-02T18:40,0.0792408158013253,31.06166505822556,570,4
2022-07-02T18:50,0.1325252525252525,31.194190310750813,580,4
2022-07-02T19:00,0.1858096892491796,31.379999999999992,590,4
2022-07-02T19:10,0.2050270942083022,31.585027094208293,600,4
2022-07-02T19:20,0.2507193636589609,31.835746457867256,610,4
2022-07-02T19:30,0.2964116331096196,32.13215809097687,620,4
2022-07-02T19:40,0.2026746209296544,32.33483271190653,630,4
2022-07-02T19:50,0.3559473030077056,32.69078001491423,640,4
2022-07-02T20:00,0.5092199850857568,33.19999999999999,650,4
2022-07-02T20:10,0.895422781271838,34.09542278127183,660,4
