time,prec,total_prec,duration,id
2022-06-29T15:10,0.5458823529411766,0.5458823529411766,0,1
2022-06-29T15:20,0.6823529411764707,1.2282352941176473,10,1
2022-06-29T15:30,0.8188235294117648,2.047058823529412,20,1
2022-06-29T15:40,0.1137254901960784,2.1607843137254905,30,1
2022-06-29T15:50,0.0909803921568627,2.251764705882353,40,1
2022-06-29T16:00,0.068235294117647,2.3200000000000003,50,1
2022-06-29T16:10,0.0,2.3200000000000003,60,1
2022-06-29T16:20,0.0,2.3200000000000003,70,1
2022-06-29T16:30,0.0,2.3200000000000003,80,1
2022-06-29T16:40,0.0,2.3200000000000003,90,1
2022-06-29T16:50,0.0,2.3200000000000003,100,1
2022-06-29T17:00,0.0,2.3200000000000003,110,1
2022-06-29T17:10,0.0,2.3200000000000003,120,1
2022-06-29T17:20,0.0,2.3200000000000003,130,1
2022-06-29T17:30,0.0,2.3200000000000003,140,1
2022-06-29T17:40,0.0,2.3200000000000003,150,1
2022-06-29T17:50,0.0,2.3200000000000003,160,1
2022-06-29T18:00,0.0,2.3200000000000003,170,1
2022-06-30T12:10,1.1065470004723663,1.1065470004723663,0,2
2022-06-30T12:20,1.383183750590458,2.489730751062824,10,2
2022-06-30T12:30,1.6598205007085496,4.149551251771374,20,2
2022-06-30T12:40,0.2533931664304834,4.402944418201858,30,2
2022-06-30T12:50,0.2301495827428751,4.633094000944733,40,2
2022-06-30T13:00,0.2069059990552668,4.84,50,2
2022-06-30T13:10,0.13940708604483,4.97940708604483,60,2
2022-06-30T13:20,0.12176428054953,5.10117136659436,70,2
2022-06-30T13:30,0.1041214750542299,5.20529284164859,80,2
2022-06-30T13:40,0.0144613159797541,5.219754157628344,90,2
2022-06-30T13:50,0.0115690527838033,5.231323210412148,100,2
2022-06-30T14:00,0.0086767895878524,5.24,110,2
2022-06-30T14:10,0.0,5.24,120,2
2022-06-30T14:20,0.0,5.24,130,2
2022-06-30T14:30,0.0,5.24,140,2
2022-06-30T14:40,0.0,5.24,150,2
2022-06-30T14:50,0.0,5.24,160,2
2022-06-30T15:00,0.0,5.24,170,2
2022-06-30T15:10,0.0,5.24,180,2
2022-06-30T15:20,0.0,5.24,190,2
2022-06-30T15:30,0.0,5.24,200,2
2022-06-30T15:40,0.0,5.24,210,2
2022-06-30T15:50,0.0,5.24,220,2
2022-06-30T16:00,0.0,5.24,230,2
2022-06-30T16:10,0.3435294117647058,0.3435294117647058,0,3
2022-06-30T16:20,0.4294117647058824,0.7729411764705882,10,3
2022-06-30T16:30,0.5152941176470589,1.2882352941176471,20,3
2022-06-30T16:40,0.0715686274509803,1.3598039215686275,30,3
2022-06-30T16:50,0.0572549019607843,1.4170588235294117,40,3
2022-06-30T17:00,0.0429411764705882,1.46,50,3
2022-06-30T17:10,0.0,1.46,60,3
2022-06-30T17:20,0.0,1.46,70,3
2022-06-30T17:30,0.0,1.46,80,3
2022-06-30T17:40,0.0,1.46,90,3
2022-06-30T17:50,0.0,1.46,100,3
2022-06-30T18:00,0.0,1.46,110,3
2022-06-30T18:10,0.0,1.46,120,3
2022-06-30T18:20,0.0,1.46,130,3
2022-06-30T18:30,0.0,1.46,140,3
2022-06-30T18:40,0.0,1.46,150,3
2022-06-30T18:50,0.0,1.46,160,3
2022-06-30T19:00,0.0,1.46,170,3
2022-06-30T19:10,0.0258823529411764,0.0258823529411764,0,4
2022-06-30T19:20,0.0323529411764705,0.0582352941176469,10,4
2022-06-30T19:30,0.0388235294117647,0.0970588235294116,20,4
2022-06-30T19:40,0.005392156862745,0.1024509803921566,30,4
2022-06-30T19:50,0.004313725490196,0.1067647058823526,40,4
2022-06-30T20:00,0.003235294117647,0.1099999999999996,50,4
2022-06-30T20:10,0.0,0.1099999999999996,60,4
2022-06-30T20:20,0.0,0.1099999999999996,70,4
2022-06-30T20:30,0.0,0.1099999999999996,80,4
2022-06-30T20:40,0.0,0.1099999999999996,90,4
2022-06-30T20:50,0.0,0.1099999999999996,100,4
2022-06-30T21:00,0.0,0.1099999999999996,110,4
2022-06-30T21:10,0.0,0.1099999999999996,120,4
2022-06-30T21:20,0.0,0.1099999999999996,130,4
2022-06-30T21:30,0.0,0.1099999999999996,140,4
2022-06-30T21:40,0.0,0.1099999999999996,150,4
2022-06-30T21:50,0.0,0.1099999999999996,160,4
2022-06-30T22:00,0.0,0.1099999999999996,170,4
2022-07-01T23:10,0.0305882352941176,0.0305882352941176,0,5
2022-07-01T23:20,0.038235294117647,0.0688235294117646,10,5
2022-07-01T23:30,0.0458823529411764,0.114705882352941,20,5
2022-07-01T23:40,0.0063725490196078,0.12107843137254881,30,5
2022-07-01T23:50,0.0050980392156862,0.126176470588235,40,5
2022-07-02T00:00,0.0038235294117647,0.1299999999999997,50,5
2022-07-02T00:10,0.0,0.1299999999999997,60,5
2022-07-02T00:20,0.0,0.1299999999999997,70,5
2022-07-02T00:30,0.0,0.1299999999999997,80,5
2022-07-02T00:40,0.0,0.1299999999999997,90,5
2022-07-02T00:50,0.0,0.1299999999999997,100,5
2022-07-02T01:00,0.0,0.1299999999999997,110,5
2022-07-02T01:10,0.0,0.1299999999999997,120,5
2022-07-02T01:20,0.0,0.1299999999999997,130,5
2022-07-02T01:30,0.0,0.1299999999999997,140,5
2022-07-02T01:40,0.0,0.1299999999999997,150,5
2022-07-02T01:50,0.0,0.1299999999999997,160,5
2022-07-02T02:00,0.0,0.1299999999999997,170,5
2022-07-02T03:10,0.1314068441064638,0.1314068441064638,0,6
