time,runflow,prec,id
2022-06-29T13:10,0.0,0.1463291139240506,0
2022-06-29T13:20,0.0,0.1829113924050632,0
2022-06-29T13:30,0.0,0.2194936708860759,0
2022-06-29T13:40,0.0,0.0968354430379746,0
2022-06-29T13:50,0.0,0.1570886075949367,0
2022-06-29T14:00,4.061579772707575,0.2173417721518987,0
2022-06-29T14:10,8.931406158013269,0.4480287859824781,0
2022-06-29T14:20,13.879303076497965,0.5452753441802252,0
2022-06-29T14:30,13.477606602201293,0.6425219023779725,0
2022-06-29T14:40,15.620813001440691,0.0892391531080517,0
2022-06-29T14:50,21.090790134334966,0.0713913224864413,0
2022-06-29T15:00,37.73440771414208,0.053543491864831,0
2022-06-29T15:10,58.485301993546486,0.0,0
2022-06-29T15:20,76.95994722332713,0.0,0
2022-06-29T15:30,59.89627941185957,0.0,0
2022-06-29T15:40,45.15164698421506,0.0,0
2022-06-29T15:50,33.34812072706399,0.0,0
2022-06-29T16:00,22.11758256217677,0.0,0
2022-06-29T16:10,14.189022211648894,0.0,0
2022-06-29T16:20,8.705531358981485,0.0,0
2022-06-29T16:30,4.934987945305005,0.0,0
2022-06-29T16:40,2.3465967306320374,0.0,0
2022-06-29T16:50,0.5705746345024734,0.0,0
2022-06-29T17:00,0.06428100643249561,0.0,0
2022-06-30T10:10,0.0,0.0165983707726487,1
2022-06-30T10:20,0.0,0.0207479634658109,1
2022-06-30T10:30,0.0,0.024897556158973,1
2022-06-30T10:40,0.0,0.0600341479470089,1
2022-06-30T10:50,0.0,0.1159187032008557,1
2022-06-30T11:00,0.0,0.1718032584547025,1
2022-06-30T11:10,0.07991373890026468,1.30649178397659,1
2022-06-30T11:20,0.27885276309901985,1.6271620521877654,1
2022-06-30T11:30,1.5113449307286517,1.94783232039894,1
2022-06-30T11:40,4.396106764697505,0.2804050006060291,1
2022-06-30T11:50,11.619480888772795,0.2361712811455681,1
2022-06-30T12:00,86.06533189673183,0.1919375616851072,1
