站点编号,观测时间,存储时间,1小时时段降水量(毫米),日降水量(毫米),当前降水量(毫米),1分钟时段降水量(毫米),5分钟时段降水量(毫米),10分钟时段降水量(毫米),30分钟时段降水量(毫米),降水量累计值(毫米),小时水量1(立方米/小时),信号强度(百分比),浊度1(度),电源电压(伏特),水位1(米),报警信息
0210150002,2022-06-13 10:10:00,2022-06-13 10:10:22,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,120.6,13.93,0.024,129
0210150002,2022-06-13 10:05:00,2022-06-13 10:05:20,,,0.0,0.0,0.0,,,2298.0,0.000,84,120.7,13.93,0.024,129
0210150002,2022-06-13 10:00:00,2022-06-13 10:00:23,,,0.0,0.0,0.0,0.0,0.0,2298.0,0.000,87,119.8,13.93,0.024,129
0210150002,2022-06-13 09:55:00,2022-06-13 09:55:20,,,0.0,0.0,0.0,,,2298.0,0.000,90,120.6,13.93,0.024,129
0210150002,2022-06-13 09:50:00,2022-06-13 09:50:22,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,120.3,13.93,0.024,129
0210150002,2022-06-13 09:45:00,2022-06-13 09:45:19,,,0.0,0.0,0.0,,,2298.0,0.000,87,119.6,13.92,0.024,129
0210150002,2022-06-13 09:40:00,2022-06-13 09:40:18,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,118.9,13.93,0.024,129
0210150002,2022-06-13 09:35:00,2022-06-13 09:35:23,,,0.0,0.0,0.0,,,2298.0,0.000,84,118.7,13.93,0.024,129
0210150002,2022-06-13 09:30:00,2022-06-13 09:30:18,,,0.0,0.0,0.0,0.0,0.0,2298.0,0.000,81,118.5,13.92,0.024,129
0210150002,2022-06-13 09:25:00,2022-06-13 09:25:22,,,0.0,0.0,0.0,,,2298.0,0.000,87,118.4,13.90,0.024,129
0210150002,2022-06-13 09:20:00,2022-06-13 09:20:20,,,0.0,0.0,0.0,0.0,,2298.0,0.000,87,118.5,13.90,0.024,129
0210150002,2022-06-13 09:15:00,2022-06-13 09:15:22,,,0.0,0.0,0.0,,,2298.0,0.000,84,118.2,14.06,0.024,129
0210150002,2022-06-13 09:10:00,2022-06-13 09:10:20,,,0.0,0.0,0.0,0.0,,2298.0,0.000,81,119.4,13.85,0.024,129
0210150002,2022-06-13 09:05:00,2022-06-13 09:05:18,,,0.0,0.0,0.0,,,2298.0,0.000,81,119.8,13.90,0.024,129
0210150002,2022-06-13 09:00:00,2022-06-13 09:00:24,,,0.0,0.0,0.0,0.0,0.0,2298.0,0.000,84,118.9,14.07,0.024,129
0210150002,2022-06-13 08:55:00,2022-06-13 08:55:24,,,0.0,0.0,0.0,,,2298.0,0.000,87,118.3,13.90,0.024,129
0210150002,2022-06-13 08:50:00,2022-06-13 08:50:20,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,119.0,13.70,0.024,129
0210150002,2022-06-13 08:45:00,2022-06-13 08:45:20,,,0.0,0.0,0.0,,,2298.0,0.000,81,119.1,13.66,0.024,129
0210150002,2022-06-13 08:40:00,2022-06-13 08:40:18,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,119.2,13.67,0.024,129
0210150002,2022-06-13 08:35:00,2022-06-13 08:35:31,,,0.0,0.0,0.0,,,2298.0,0.000,71,118.9,13.81,0.024,129
0210150002,2022-06-13 08:30:00,2022-06-13 08:30:21,,,0.0,0.0,0.0,0.0,0.0,2298.0,0.000,84,117.8,13.67,0.024,129
0210150002,2022-06-13 08:25:00,2022-06-13 08:25:18,,,0.0,0.0,0.0,,,2298.0,0.000,81,118.5,13.68,0.024,129
0210150002,2022-06-13 08:20:00,2022-06-13 08:20:19,,,0.0,0.0,0.0,0.0,,2298.0,0.000,81,118.2,13.70,0.024,129
0210150002,2022-06-13 08:15:00,2022-06-13 08:15:18,,,0.0,0.0,0.0,,,2298.0,0.000,81,118.3,13.66,0.024,129
0210150002,2022-06-13 08:10:00,2022-06-13 08:10:20,,,0.0,0.0,0.0,0.0,,2298.0,0.000,84,118.0,13.64,0.025,129
0210150002,2022-06-13 08:05:00,2022-06-13 08:05:20,,,0.0,0.0,0.0,,,2298.0,0.000,84,118.0,13.66,0.024,129
0210150002,2022-06-13 08:00:00,2022-06-13 08:00:19,,66.0,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,84,117.5,13.69,0.025,129
0210150002,2022-06-13 07:55:00,2022-06-13 07:55:21,,,66.0,0.0,0.0,,,2298.0,0.000,90,117.3,13.67,0.024,129
0210150002,2022-06-13 07:50:00,2022-06-13 07:50:19,,,66.0,0.0,0.0,0.0,,2298.0,0.000,87,116.9,13.67,0.024,129
0210150002,2022-06-13 07:45:00,2022-06-13 07:45:21,,,66.0,0.0,0.0,,,2298.0,0.000,87,116.9,13.63,0.024,129
0210150002,2022-06-13 07:40:00,2022-06-13 07:40:19,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,116.9,13.60,0.025,129
0210150002,2022-06-13 07:35:00,2022-06-13 07:35:21,,,66.0,0.0,0.0,,,2298.0,0.000,87,117.1,13.58,0.024,129
0210150002,2022-06-13 07:30:00,2022-06-13 07:30:21,,,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,81,116.9,13.57,0.025,129
0210150002,2022-06-13 07:25:00,2022-06-13 07:25:15,,,66.0,0.0,0.0,,,2298.0,0.000,84,116.5,13.52,0.025,129
0210150002,2022-06-13 07:20:00,2022-06-13 07:20:21,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,116.7,13.48,0.025,129
0210150002,2022-06-13 07:15:00,2022-06-13 07:15:18,,,66.0,0.0,0.0,,,2298.0,0.000,84,116.5,13.45,0.024,129
0210150002,2022-06-13 07:10:00,2022-06-13 07:10:19,,,66.0,0.0,0.0,0.0,,2298.0,0.000,81,116.1,13.39,0.025,129
0210150002,2022-06-13 07:05:00,2022-06-13 07:05:22,,,66.0,0.0,0.0,,,2298.0,0.000,84,115.7,13.30,0.025,129
0210150002,2022-06-13 07:00:00,2022-06-13 07:00:20,,,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,84,115.5,13.20,0.025,129
0210150002,2022-06-13 06:55:00,2022-06-13 06:55:24,,,66.0,0.0,0.0,,,2298.0,0.000,84,115.5,13.14,0.025,129
0210150002,2022-06-13 06:50:00,2022-06-13 06:50:22,,,66.0,0.0,0.0,0.0,,2298.0,0.000,81,115.3,13.10,0.025,129
0210150002,2022-06-13 06:45:00,2022-06-13 06:45:18,,,66.0,0.0,0.0,,,2298.0,0.000,87,114.8,13.08,0.026,129
0210150002,2022-06-13 06:40:00,2022-06-13 06:40:21,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,114.4,13.06,0.025,129
0210150002,2022-06-13 06:35:00,2022-06-13 06:35:21,,,66.0,0.0,0.0,,,2298.0,0.000,84,113.8,13.04,0.025,129
0210150002,2022-06-13 06:30:00,2022-06-13 06:30:20,,,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,84,113.2,13.01,0.025,129
0210150002,2022-06-13 06:25:00,2022-06-13 06:25:22,,,66.0,0.0,0.0,,,2298.0,0.000,87,112.8,12.97,0.025,129
0210150002,2022-06-13 06:20:00,2022-06-13 06:20:15,,,66.0,0.0,0.0,0.0,,2298.0,0.000,90,112.1,12.95,0.026,129
0210150002,2022-06-13 06:15:00,2022-06-13 06:15:20,,,66.0,0.0,0.0,,,2298.0,0.000,81,111.5,12.91,0.025,129
0210150002,2022-06-13 06:10:00,2022-06-13 06:10:20,,,66.0,0.0,0.0,0.0,,2298.0,0.000,90,110.9,12.90,0.026,129
0210150002,2022-06-13 06:05:00,2022-06-13 06:05:19,,,66.0,0.0,0.0,,,2298.0,0.000,84,110.0,12.88,0.026,129
0210150002,2022-06-13 06:00:00,2022-06-13 06:00:20,,,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,81,109.1,12.87,0.026,129
0210150002,2022-06-13 05:55:00,2022-06-13 05:55:20,,,66.0,0.0,0.0,,,2298.0,0.000,81,107.8,12.85,0.026,129
0210150002,2022-06-13 05:50:00,2022-06-13 05:50:20,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,106.8,12.85,0.026,129
0210150002,2022-06-13 05:45:00,2022-06-13 05:45:21,,,66.0,0.0,0.0,,,2298.0,0.000,84,106.0,12.85,0.026,129
0210150002,2022-06-13 05:40:00,2022-06-13 05:40:20,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,105.4,12.85,0.026,129
0210150002,2022-06-13 05:35:00,2022-06-13 05:35:14,,,66.0,0.0,0.0,,,2298.0,0.000,81,105.0,12.85,0.026,129
0210150002,2022-06-13 05:30:00,2022-06-13 05:30:17,,,66.0,0.0,0.0,0.0,0.0,2298.0,0.000,81,104.6,12.85,0.026,129
0210150002,2022-06-13 05:25:00,2022-06-13 05:25:23,,,66.0,0.0,0.0,,,2298.0,0.000,81,104.5,12.86,0.026,129
0210150002,2022-06-13 05:20:00,2022-06-13 05:20:22,,,66.0,0.0,0.0,0.0,,2298.0,0.000,84,104.7,12.86,0.026,129
0210150002,2022-06-13 05:15:00,2022-06-13 05:15:29,,,66.0,0.0,0.0,,,2298.0,0.000,87,105.3,12.86,0.026,129
0210150002,2022-06-13 05:10:00,2022-06-13 05:10:19,,,66.0,0.0,0.0,0.0,,2298.0,0.000,81,105.4,12.85,0.026,129
0210150002,2022-06-13 05:05:00,2022-06-13 05:05:22,,,66.0,0.0,0.0,,,2298.0,0.000,81,105.6,12.86,0.026,129
0210150002,2022-06-13 05:00:00,2022-06-13 05:00:24,,,66.0,0.0,0.0,0.0,0.5,2298.0,0.000,84,105.8,12.87,0.026,129
0210150002,2022-06-13 04:55:00,2022-06-13 04:55:20,,,66.0,0.0,0.0,,,2298.0,0.000,84,106.1,12.86,0.026,129
0210150002,2022-06-13 04:50:00,2022-06-13 04:50:20,,,66.0,0.0,0.0,0.0,,2298.0,0.000,81,107.0,12.86,0.026,129
0210150002,2022-06-13 04:45:00,2022-06-13 04:45:23,,,66.0,0.0,0.0,,,2298.0,0.000,81,105.9,12.86,0.026,129
0210150002,2022-06-13 04:40:00,2022-06-13 04:40:22,,,66.0,0.5,0.5,0.5,,2298.0,0.000,81,105.4,12.86,0.026,129
0210150002,2022-06-13 04:35:00,2022-06-13 04:35:20,,,65.5,0.0,0.0,,,2297.5,0.000,87,105.0,12.87,0.026,129
0210150002,2022-06-13 04:30:00,2022-06-13 04:30:23,,,65.5,0.0,0.0,0.0,0.0,2297.5,0.000,84,104.2,12.87,0.027,129
0210150002,2022-06-13 04:25:00,2022-06-13 04:25:16,,,65.5,0.0,0.0,,,2297.5,0.000,81,103.7,12.87,0.026,129
0210150002,2022-06-13 04:20:00,2022-06-13 04:20:25,,,65.5,0.0,0.0,0.0,,2297.5,0.000,81,103.3,12.88,0.026,129
0210150002,2022-06-13 04:15:00,2022-06-13 04:15:16,,,65.5,0.0,0.0,,,2297.5,0.000,84,101.7,12.87,0.026,129
0210150002,2022-06-13 04:10:00,2022-06-13 04:10:22,,,65.5,0.0,0.0,0.0,,2297.5,0.000,84,100.8,12.88,0.027,129
0210150002,2022-06-13 04:05:00,2022-06-13 04:05:23,,,65.5,0.0,0.0,,,2297.5,0.000,84,100.2,12.88,0.026,129
0210150002,2022-06-13 04:00:00,2022-06-13 04:00:17,,,65.5,0.0,0.0,0.0,0.0,2297.5,0.000,81,100.0,12.88,0.027,129
0210150002,2022-06-13 03:55:00,2022-06-13 03:55:23,,,65.5,0.0,0.0,,,2297.5,0.000,81,100.2,12.88,0.027,129
0210150002,2022-06-13 03:50:00,2022-06-13 03:50:21,,,65.5,0.0,0.0,0.0,,2297.5,0.000,81,100.5,12.88,0.027,129
0210150002,2022-06-13 03:45:00,2022-06-13 03:45:21,,,65.5,0.0,0.0,,,2297.5,0.000,90,100.3,12.88,0.027,129
0210150002,2022-06-13 03:40:00,2022-06-13 03:40:17,,,65.5,0.0,0.0,0.0,,2297.5,0.000,84,100.8,12.88,0.028,129
0210150002,2022-06-13 03:35:00,2022-06-13 03:35:20,,,65.5,0.0,0.0,,,2297.5,0.000,81,101.7,12.89,0.028,129
0210150002,2022-06-13 03:30:00,2022-06-13 03:30:25,,,65.5,0.0,0.0,0.0,0.5,2297.5,0.000,81,99.6,12.89,0.027,129
0210150002,2022-06-13 03:25:00,2022-06-13 03:25:20,,,65.5,0.0,0.0,,,2297.5,0.000,81,101.7,12.89,0.026,129
0210150002,2022-06-13 03:20:00,2022-06-13 03:20:20,,,65.5,0.0,0.0,0.5,,2297.5,0.000,84,108.5,12.89,0.026,129
0210150002,2022-06-13 03:15:00,2022-06-13 03:15:19,,,65.5,0.5,0.5,,,2297.5,0.000,84,114.6,12.89,0.025,129
0210150002,2022-06-13 03:10:00,2022-06-13 03:10:29,,,65.0,0.0,0.0,0.0,,2297.0,0.000,90,115.6,12.91,0.025,129
0210150002,2022-06-13 03:05:00,2022-06-13 03:05:18,,,65.0,0.0,0.0,,,2297.0,0.000,81,116.0,12.90,0.025,129
0210150002,2022-06-13 03:00:00,2022-06-13 03:00:22,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,84,116.5,12.91,0.024,129
0210150002,2022-06-13 02:55:00,2022-06-13 02:55:22,,,65.0,0.0,0.0,,,2297.0,0.000,84,116.3,12.91,0.025,129
0210150002,2022-06-13 02:50:00,2022-06-13 02:50:19,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,116.1,12.91,0.025,129
0210150002,2022-06-13 02:45:00,2022-06-13 02:45:18,,,65.0,0.0,0.0,,,2297.0,0.000,84,115.9,12.91,0.025,129
0210150002,2022-06-13 02:40:00,2022-06-13 02:40:16,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,115.7,12.91,0.025,129
0210150002,2022-06-13 02:35:00,2022-06-13 02:35:19,,,65.0,0.0,0.0,,,2297.0,0.000,87,115.6,12.91,0.025,129
0210150002,2022-06-13 02:30:00,2022-06-13 02:30:22,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,90,115.1,12.91,0.025,129
0210150002,2022-06-13 02:25:00,2022-06-13 02:25:19,,,65.0,0.0,0.0,,,2297.0,0.000,84,115.0,12.91,0.025,129
0210150002,2022-06-13 02:20:00,2022-06-13 02:20:25,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,114.7,12.92,0.025,129
0210150002,2022-06-13 02:15:00,2022-06-13 02:15:23,,,65.0,0.0,0.0,,,2297.0,0.000,84,114.2,12.91,0.025,129
0210150002,2022-06-13 02:10:00,2022-06-13 02:10:19,,,65.0,0.0,0.0,0.0,,2297.0,0.000,93,113.8,12.92,0.025,129
0210150002,2022-06-13 02:05:00,2022-06-13 02:05:22,,,65.0,0.0,0.0,,,2297.0,0.000,87,113.4,12.92,0.026,129
0210150002,2022-06-13 02:00:00,2022-06-13 02:03:11,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,84,113.0,12.92,0.025,129
0210150002,2022-06-13 01:55:00,2022-06-13 01:55:22,,,65.0,0.0,0.0,,,2297.0,0.000,84,112.7,12.92,0.026,129
0210150002,2022-06-13 01:50:00,2022-06-13 01:50:17,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,112.3,12.93,0.025,129
0210150002,2022-06-13 01:45:00,2022-06-13 01:45:21,,,65.0,0.0,0.0,,,2297.0,0.000,68,111.8,12.94,0.026,129
0210150002,2022-06-13 01:40:00,2022-06-13 01:40:19,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,111.4,12.93,0.025,129
0210150002,2022-06-13 01:35:00,2022-06-13 01:35:22,,,65.0,0.0,0.0,,,2297.0,0.000,84,110.9,12.93,0.026,129
0210150002,2022-06-13 01:30:00,2022-06-13 01:30:19,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,81,110.6,12.94,0.026,129
0210150002,2022-06-13 01:25:00,2022-06-13 01:25:17,,,65.0,0.0,0.0,,,2297.0,0.000,87,109.9,12.94,0.026,129
0210150002,2022-06-13 01:20:00,2022-06-13 01:20:24,,,65.0,0.0,0.0,0.0,,2297.0,0.000,87,109.7,12.95,0.026,129
0210150002,2022-06-13 01:15:00,2022-06-13 01:15:23,,,65.0,0.0,0.0,,,2297.0,0.000,84,108.9,12.93,0.026,129
0210150002,2022-06-13 01:10:00,2022-06-13 01:10:19,,,65.0,0.0,0.0,0.0,,2297.0,0.000,81,108.7,12.94,0.026,129
0210150002,2022-06-13 01:05:00,2022-06-13 01:05:17,,,65.0,0.0,0.0,,,2297.0,0.000,81,107.8,12.95,0.026,129
0210150002,2022-06-13 01:00:00,2022-06-13 01:00:17,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,90,107.7,12.95,0.026,129
0210150002,2022-06-13 00:55:00,2022-06-13 00:55:20,,,65.0,0.0,0.0,,,2297.0,0.000,87,106.8,12.94,0.026,129
0210150002,2022-06-13 00:50:00,2022-06-13 00:50:18,,,65.0,0.0,0.0,0.0,,2297.0,0.000,81,106.7,12.95,0.026,129
0210150002,2022-06-13 00:45:00,2022-06-13 00:45:21,,,65.0,0.0,0.0,,,2297.0,0.000,81,105.3,12.95,0.026,129
0210150002,2022-06-13 00:40:00,2022-06-13 00:40:18,,,65.0,0.0,0.0,0.0,,2297.0,0.000,81,104.8,12.94,0.026,129
0210150002,2022-06-13 00:35:00,2022-06-13 00:35:18,,,65.0,0.0,0.0,,,2297.0,0.000,93,104.1,12.95,0.026,129
0210150002,2022-06-13 00:30:00,2022-06-13 00:30:21,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,84,103.1,12.95,0.027,129
0210150002,2022-06-13 00:25:00,2022-06-13 00:25:19,,,65.0,0.0,0.0,,,2297.0,0.000,81,101.8,12.95,0.026,129
0210150002,2022-06-13 00:20:00,2022-06-13 00:20:18,,,65.0,0.0,0.0,0.0,,2297.0,0.000,81,101.0,12.95,0.026,129
0210150002,2022-06-13 00:15:00,2022-06-13 00:15:23,,,65.0,0.0,0.0,,,2297.0,0.000,84,100.3,12.95,0.026,129
0210150002,2022-06-13 00:10:00,2022-06-13 00:10:20,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,100.0,12.95,0.027,129
0210150002,2022-06-13 00:05:00,2022-06-13 00:05:21,,,65.0,0.0,0.0,,,2297.0,0.000,84,99.3,12.96,0.026,129
0210150002,2022-06-13 00:00:00,2022-06-13 00:00:23,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,93,99.2,12.95,0.027,129
0210150002,2022-06-12 23:55:00,2022-06-12 23:55:21,,,65.0,0.0,0.0,,,2297.0,0.000,84,99.0,12.95,0.027,129
0210150002,2022-06-12 23:50:00,2022-06-12 23:50:22,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,98.8,12.95,0.027,129
0210150002,2022-06-12 23:45:00,2022-06-12 23:45:21,,,65.0,0.0,0.0,,,2297.0,0.000,87,98.6,12.95,0.027,129
0210150002,2022-06-12 23:40:00,2022-06-12 23:40:19,,,65.0,0.0,0.0,0.0,,2297.0,0.000,87,98.6,12.95,0.027,129
0210150002,2022-06-12 23:35:00,2022-06-12 23:35:21,,,65.0,0.0,0.0,,,2297.0,0.000,75,98.1,12.96,0.028,129
0210150002,2022-06-12 23:30:00,2022-06-12 23:30:24,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,90,98.2,12.96,0.027,129
0210150002,2022-06-12 23:25:00,2022-06-12 23:25:22,,,65.0,0.0,0.0,,,2297.0,0.000,84,98.6,12.96,0.028,129
0210150002,2022-06-12 23:20:00,2022-06-12 23:20:20,,,65.0,0.0,0.0,0.0,,2297.0,0.000,84,98.5,12.96,0.028,129
0210150002,2022-06-12 23:15:00,2022-06-12 23:15:17,,,65.0,0.0,0.0,,,2297.0,0.000,84,98.8,12.97,0.028,129
0210150002,2022-06-12 23:10:00,2022-06-12 23:10:21,,,65.0,0.0,0.0,0.0,,2297.0,0.000,81,98.5,12.96,0.028,129
0210150002,2022-06-12 23:05:00,2022-06-12 23:05:20,,,65.0,0.0,0.0,,,2297.0,0.000,87,98.4,12.97,0.028,129
0210150002,2022-06-12 23:00:00,2022-06-12 23:00:22,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,84,98.6,12.97,0.028,129
0210150002,2022-06-12 22:55:00,2022-06-12 22:55:17,,,65.0,0.0,0.0,,,2297.0,0.000,84,99.1,12.96,0.028,129
0210150002,2022-06-12 22:50:00,2022-06-12 22:50:17,,,65.0,0.0,0.0,0.0,,2297.0,0.000,87,99.5,12.97,0.028,129
0210150002,2022-06-12 22:45:00,2022-06-12 22:45:22,,,65.0,0.0,0.0,,,2297.0,0.000,90,99.5,12.97,0.028,129
0210150002,2022-06-12 22:40:00,2022-06-12 22:40:21,,,65.0,0.0,0.0,0.0,,2297.0,0.000,93,99.4,12.98,0.028,129
0210150002,2022-06-12 22:35:00,2022-06-12 22:35:19,,,65.0,0.0,0.0,,,2297.0,0.000,84,99.6,12.97,0.029,129
0210150002,2022-06-12 22:30:00,2022-06-12 22:30:17,,,65.0,0.0,0.0,0.0,0.0,2297.0,0.000,84,100.1,12.97,0.029,129
