站点编号,观测时间,存储时间,1小时时段降水量(毫米),日降水量(毫米),当前降水量(毫米),1分钟时段降水量(毫米),5分钟时段降水量(毫米),10分钟时段降水量(毫米),30分钟时段降水量(毫米),降水量累计值(毫米),小时水量1(立方米/小时),信号强度(百分比),浊度1(度),电源电压(伏特),水位1(米),报警信息
0210150002,2022-01-16 11:20:00,2022-01-16 11:20:25,,,0.0,0.0,0.0,0.0,,973.0,0.000,87,38.6,14.35,0.000,129
0210150002,2022-01-16 11:15:00,2022-01-16 11:15:20,,,0.0,0.0,0.0,,,973.0,0.000,87,38.6,14.33,0.000,129
0210150002,2022-01-16 11:10:00,2022-01-16 11:10:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,53,38.6,13.93,0.000,129
0210150002,2022-01-16 11:05:00,2022-01-16 11:05:23,,,0.0,0.0,0.0,,,973.0,0.000,78,38.8,14.28,0.000,129
0210150002,2022-01-16 11:00:00,2022-01-16 11:00:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,87,38.6,14.34,0.000,129
0210150002,2022-01-16 10:55:00,2022-01-16 10:55:24,,,0.0,0.0,0.0,,,973.0,0.000,93,38.6,14.20,0.000,129
0210150002,2022-01-16 10:50:00,2022-01-16 10:50:20,,,0.0,0.0,0.0,0.0,,973.0,0.000,87,38.5,14.07,0.000,129
0210150002,2022-01-16 10:45:00,2022-01-16 10:45:24,,,0.0,0.0,0.0,,,973.0,0.000,87,38.5,13.98,0.000,129
0210150002,2022-01-16 10:40:00,2022-01-16 10:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,38.5,13.93,0.000,129
0210150002,2022-01-16 10:35:00,2022-01-16 10:35:23,,,0.0,0.0,0.0,,,973.0,0.000,87,38.5,14.06,0.000,129
0210150002,2022-01-16 10:30:00,2022-01-16 10:30:24,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,87,38.4,14.52,0.000,129
0210150002,2022-01-16 10:25:00,2022-01-16 10:25:21,,,0.0,0.0,0.0,,,973.0,0.000,87,38.4,13.93,0.000,129
0210150002,2022-01-16 10:20:00,2022-01-16 10:20:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,87,38.4,14.19,0.000,129
0210150002,2022-01-16 10:15:00,2022-01-16 10:15:23,,,0.0,0.0,0.0,,,973.0,0.000,90,38.3,14.07,0.000,129
0210150002,2022-01-16 10:10:00,2022-01-16 10:10:20,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,38.4,13.93,0.000,129
0210150002,2022-01-16 10:05:00,2022-01-16 10:05:19,,,0.0,0.0,0.0,,,973.0,0.000,90,38.6,14.16,0.000,129
0210150002,2022-01-16 10:00:00,2022-01-16 10:00:23,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,38.6,14.28,0.000,129
0210150002,2022-01-16 09:55:00,2022-01-16 09:55:19,,,0.0,0.0,0.0,,,973.0,0.000,90,39.4,14.06,0.000,129
0210150002,2022-01-16 09:50:00,2022-01-16 09:50:21,,,0.0,0.0,0.0,0.0,,973.0,0.000,93,39.7,14.03,0.000,129
0210150002,2022-01-16 09:45:00,2022-01-16 09:45:29,,,0.0,0.0,0.0,,,973.0,0.000,93,39.9,13.93,0.000,129
0210150002,2022-01-16 09:40:00,2022-01-16 09:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,84,40.0,14.07,0.000,129
0210150002,2022-01-16 09:35:00,2022-01-16 09:35:25,,,0.0,0.0,0.0,,,973.0,0.000,90,39.9,13.93,0.000,129
0210150002,2022-01-16 09:30:00,2022-01-16 09:30:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,39.9,14.01,0.000,129
0210150002,2022-01-16 09:25:00,2022-01-16 09:25:25,,,0.0,0.0,0.0,,,973.0,0.000,90,39.8,14.02,0.000,129
0210150002,2022-01-16 09:20:00,2022-01-16 09:20:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,87,40.0,14.01,0.000,129
0210150002,2022-01-16 09:15:00,2022-01-16 09:15:21,,,0.0,0.0,0.0,,,973.0,0.000,78,40.1,13.93,0.000,129
0210150002,2022-01-16 09:10:00,2022-01-16 09:10:21,,,0.0,0.0,0.0,0.0,,973.0,0.000,93,40.1,13.87,0.000,129
0210150002,2022-01-16 09:05:00,2022-01-16 09:05:23,,,0.0,0.0,0.0,,,973.0,0.000,90,40.1,13.80,0.000,129
0210150002,2022-01-16 09:00:00,2022-01-16 09:00:25,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,40.2,13.75,0.000,129
0210150002,2022-01-16 08:55:00,2022-01-16 08:55:23,,,0.0,0.0,0.0,,,973.0,0.000,90,40.2,13.73,0.000,129
0210150002,2022-01-16 08:50:00,2022-01-16 08:50:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,81,40.2,13.71,0.000,129
0210150002,2022-01-16 08:45:00,2022-01-16 08:45:22,,,0.0,0.0,0.0,,,973.0,0.000,90,40.2,13.67,0.000,129
0210150002,2022-01-16 08:40:00,2022-01-16 08:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,40.3,13.57,0.000,129
0210150002,2022-01-16 08:35:00,2022-01-16 08:35:22,,,0.0,0.0,0.0,,,973.0,0.000,81,40.4,13.48,0.000,129
0210150002,2022-01-16 08:30:00,2022-01-16 08:30:23,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,56,40.5,13.37,0.000,129
0210150002,2022-01-16 08:25:00,2022-01-16 08:25:23,,,0.0,0.0,0.0,,,973.0,0.000,93,40.6,13.28,0.000,129
0210150002,2022-01-16 08:20:00,2022-01-16 08:20:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,40.6,13.21,0.000,129
0210150002,2022-01-16 08:15:00,2022-01-16 08:15:22,,,0.0,0.0,0.0,,,973.0,0.000,56,40.6,13.16,0.000,129
0210150002,2022-01-16 08:10:00,2022-01-16 08:10:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,40.7,13.10,0.000,129
0210150002,2022-01-16 08:05:00,2022-01-16 08:05:25,,,0.0,0.0,0.0,,,973.0,0.000,90,40.7,13.06,0.000,129
0210150002,2022-01-16 08:00:00,2022-01-16 08:00:20,,0.0,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,40.7,13.02,0.000,129
0210150002,2022-01-16 07:55:00,2022-01-16 07:55:22,,,0.0,0.0,0.0,,,973.0,0.000,90,40.7,12.99,0.000,129
0210150002,2022-01-16 07:50:00,2022-01-16 07:50:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,40.6,12.98,0.000,129
0210150002,2022-01-16 07:45:00,2022-01-16 07:45:24,,,0.0,0.0,0.0,,,973.0,0.000,81,40.7,12.97,0.000,129
0210150002,2022-01-16 07:40:00,2022-01-16 07:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,96,40.8,12.95,0.000,129
0210150002,2022-01-16 07:35:00,2022-01-16 07:35:24,,,0.0,0.0,0.0,,,973.0,0.000,90,40.8,12.92,0.000,129
0210150002,2022-01-16 07:30:00,2022-01-16 07:30:23,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,40.9,12.88,0.000,129
0210150002,2022-01-16 07:25:00,2022-01-16 07:25:23,,,0.0,0.0,0.0,,,973.0,0.000,90,40.9,12.86,0.000,129
0210150002,2022-01-16 07:20:00,2022-01-16 07:20:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.0,12.85,0.000,129
0210150002,2022-01-16 07:15:00,2022-01-16 07:15:31,,,0.0,0.0,0.0,,,973.0,0.000,90,41.0,12.85,0.000,129
0210150002,2022-01-16 07:10:00,2022-01-16 07:10:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.1,12.84,0.000,129
0210150002,2022-01-16 07:05:00,2022-01-16 07:05:23,,,0.0,0.0,0.0,,,973.0,0.000,90,41.0,12.85,0.000,129
0210150002,2022-01-16 07:00:00,2022-01-16 07:00:19,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,41.1,12.85,0.000,129
0210150002,2022-01-16 06:55:00,2022-01-16 06:55:21,,,0.0,0.0,0.0,,,973.0,0.000,90,41.1,12.85,0.000,129
0210150002,2022-01-16 06:50:00,2022-01-16 06:50:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.1,12.85,0.000,129
0210150002,2022-01-16 06:45:00,2022-01-16 06:45:22,,,0.0,0.0,0.0,,,973.0,0.000,90,41.0,12.85,0.000,129
0210150002,2022-01-16 06:40:00,2022-01-16 06:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.0,12.85,0.000,129
0210150002,2022-01-16 06:35:00,2022-01-16 06:35:21,,,0.0,0.0,0.0,,,973.0,0.000,90,41.0,12.86,0.000,129
0210150002,2022-01-16 06:30:00,2022-01-16 06:30:19,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,90,41.0,12.86,0.000,129
0210150002,2022-01-16 06:25:00,2022-01-16 06:25:21,,,0.0,0.0,0.0,,,973.0,0.000,90,41.1,12.86,0.000,129
0210150002,2022-01-16 06:20:00,2022-01-16 06:20:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.1,12.88,0.000,129
0210150002,2022-01-16 06:15:00,2022-01-16 06:15:24,,,0.0,0.0,0.0,,,973.0,0.000,90,41.1,12.88,0.000,129
0210150002,2022-01-16 06:10:00,2022-01-16 06:10:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,90,41.1,12.88,0.000,129
0210150002,2022-01-16 06:05:00,2022-01-16 06:05:23,,,0.0,0.0,0.0,,,973.0,0.000,90,41.1,12.87,0.000,129
0210150002,2022-01-16 06:00:00,2022-01-16 06:00:20,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,78,41.0,12.88,0.000,129
0210150002,2022-01-16 05:55:00,2022-01-16 05:55:23,,,0.0,0.0,0.0,,,973.0,0.000,75,41.0,12.88,0.000,129
0210150002,2022-01-16 05:50:00,2022-01-16 05:50:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,81,40.9,12.88,0.000,129
0210150002,2022-01-16 05:45:00,2022-01-16 05:45:22,,,0.0,0.0,0.0,,,973.0,0.000,78,40.9,12.89,0.000,129
0210150002,2022-01-16 05:40:00,2022-01-16 05:40:21,,,0.0,0.0,0.0,0.0,,973.0,0.000,56,41.0,12.88,0.000,129
0210150002,2022-01-16 05:35:00,2022-01-16 05:35:20,,,0.0,0.0,0.0,,,973.0,0.000,78,40.8,12.88,0.000,129
0210150002,2022-01-16 05:30:00,2022-01-16 05:30:25,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,81,40.8,12.89,0.000,129
0210150002,2022-01-16 05:25:00,2022-01-16 05:25:25,,,0.0,0.0,0.0,,,973.0,0.000,81,41.1,12.90,0.000,129
0210150002,2022-01-16 05:20:00,2022-01-16 05:20:26,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.0,12.89,0.000,129
0210150002,2022-01-16 05:15:00,2022-01-16 05:15:22,,,0.0,0.0,0.0,,,973.0,0.000,81,41.1,12.90,0.000,129
0210150002,2022-01-16 05:10:00,2022-01-16 05:10:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,56,41.1,12.91,0.000,129
0210150002,2022-01-16 05:05:00,2022-01-16 05:05:23,,,0.0,0.0,0.0,,,973.0,0.000,81,41.1,12.91,0.000,129
0210150002,2022-01-16 05:00:00,2022-01-16 05:00:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,78,41.1,12.90,0.000,129
0210150002,2022-01-16 04:55:00,2022-01-16 04:55:23,,,0.0,0.0,0.0,,,973.0,0.000,87,41.0,12.91,0.000,129
0210150002,2022-01-16 04:50:00,2022-01-16 04:50:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.0,12.91,0.000,129
0210150002,2022-01-16 04:45:00,2022-01-16 04:45:27,,,0.0,0.0,0.0,,,973.0,0.000,81,41.0,12.91,0.000,129
0210150002,2022-01-16 04:40:00,2022-01-16 04:40:30,,,0.0,0.0,0.0,0.0,,973.0,0.000,59,41.0,12.91,0.000,129
0210150002,2022-01-16 04:35:00,2022-01-16 04:35:24,,,0.0,0.0,0.0,,,973.0,0.000,81,41.1,12.91,0.000,129
0210150002,2022-01-16 04:30:00,2022-01-16 04:30:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,56,41.1,12.91,0.000,129
0210150002,2022-01-16 04:25:00,2022-01-16 04:25:21,,,0.0,0.0,0.0,,,973.0,0.000,56,41.0,12.91,0.000,129
0210150002,2022-01-16 04:20:00,2022-01-16 04:20:21,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.1,12.91,0.000,129
0210150002,2022-01-16 04:15:00,2022-01-16 04:15:23,,,0.0,0.0,0.0,,,973.0,0.000,81,41.0,12.92,0.000,129
0210150002,2022-01-16 04:10:00,2022-01-16 04:10:21,,,0.0,0.0,0.0,0.0,,973.0,0.000,56,41.1,12.92,0.000,129
0210150002,2022-01-16 04:05:00,2022-01-16 04:05:23,,,0.0,0.0,0.0,,,973.0,0.000,78,41.2,12.92,0.000,129
0210150002,2022-01-16 04:00:00,2022-01-16 04:00:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,81,41.2,12.91,0.000,129
0210150002,2022-01-16 03:55:00,2022-01-16 03:55:22,,,0.0,0.0,0.0,,,973.0,0.000,78,41.1,12.92,0.000,129
0210150002,2022-01-16 03:50:00,2022-01-16 03:50:20,,,0.0,0.0,0.0,0.0,,973.0,0.000,81,41.1,12.93,0.000,129
0210150002,2022-01-16 03:45:00,2022-01-16 03:45:29,,,0.0,0.0,0.0,,,973.0,0.000,56,41.1,12.93,0.000,129
0210150002,2022-01-16 03:40:00,2022-01-16 03:40:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.0,12.93,0.000,129
0210150002,2022-01-16 03:35:00,2022-01-16 03:35:24,,,0.0,0.0,0.0,,,973.0,0.000,78,40.7,12.94,0.000,129
0210150002,2022-01-16 03:30:00,2022-01-16 03:30:25,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,81,41.0,12.94,0.000,129
0210150002,2022-01-16 03:25:00,2022-01-16 03:25:21,,,0.0,0.0,0.0,,,973.0,0.000,81,40.9,12.94,0.000,129
0210150002,2022-01-16 03:20:00,2022-01-16 03:20:19,,,0.0,0.0,0.0,0.0,,973.0,0.000,81,40.7,12.94,0.000,129
0210150002,2022-01-16 03:15:00,2022-01-16 03:15:23,,,0.0,0.0,0.0,,,973.0,0.000,56,41.1,12.95,0.000,129
0210150002,2022-01-16 03:10:00,2022-01-16 03:10:24,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.1,12.95,0.000,129
0210150002,2022-01-16 03:05:00,2022-01-16 03:05:26,,,0.0,0.0,0.0,,,973.0,0.000,56,41.0,12.95,0.000,129
0210150002,2022-01-16 03:00:00,2022-01-16 03:00:24,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,78,41.0,12.94,0.000,129
0210150002,2022-01-16 02:55:00,2022-01-16 02:55:22,,,0.0,0.0,0.0,,,973.0,0.000,81,41.0,12.95,0.000,129
0210150002,2022-01-16 02:50:00,2022-01-16 02:50:22,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,41.0,12.95,0.000,129
0210150002,2022-01-16 02:45:00,2022-01-16 02:45:22,,,0.0,0.0,0.0,,,973.0,0.000,81,40.9,12.95,0.000,129
0210150002,2022-01-16 02:40:00,2022-01-16 02:40:25,,,0.0,0.0,0.0,0.0,,973.0,0.000,87,41.1,12.95,0.000,129
0210150002,2022-01-16 02:35:00,2022-01-16 02:35:22,,,0.0,0.0,0.0,,,973.0,0.000,81,41.1,12.95,0.000,129
0210150002,2022-01-16 02:30:00,2022-01-16 02:30:22,,,0.0,0.0,0.0,0.0,0.0,973.0,0.000,81,40.9,12.95,0.000,129
0210150002,2022-01-16 02:25:00,2022-01-16 02:25:22,,,0.0,0.0,0.0,,,973.0,0.000,56,40.9,12.95,0.000,129
0210150002,2022-01-16 02:20:00,2022-01-16 02:20:23,,,0.0,0.0,0.0,0.0,,973.0,0.000,78,40.9,12.96,0.000,129
