站点编号,观测时间,存储时间,日降水量(毫米),当前降水量(毫米),1分钟时段降水量(毫米),5分钟时段降水量(毫米),10分钟时段降水量(毫米),30分钟时段降水量(毫米),降水量累计值(毫米),信号强度(百分比),电量(百分比),电源电压(伏特),报警信息
201330014,2022/3/18 16:05,2022/3/18 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/18 15:05,2022/3/18 15:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/18 14:05,2022/3/18 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 13:05,2022/3/18 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 12:05,2022/3/18 12:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/18 11:05,2022/3/18 11:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 10:05,2022/3/18 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 9:05,2022/3/18 9:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/18 8:05,2022/3/18 8:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/18 7:05,2022/3/18 7:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 6:05,2022/3/18 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/18 5:05,2022/3/18 5:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 4:05,2022/3/18 4:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/18 3:05,2022/3/18 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/18 2:05,2022/3/18 2:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 1:05,2022/3/18 1:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/18 0:05,2022/3/18 0:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 23:05,2022/3/17 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 22:05,2022/3/17 22:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 21:05,2022/3/17 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 20:05,2022/3/17 20:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 19:05,2022/3/17 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 18:05,2022/3/17 18:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/17 17:05,2022/3/17 17:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 16:05,2022/3/17 16:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 15:05,2022/3/17 15:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 14:05,2022/3/17 14:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 13:05,2022/3/17 13:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 12:05,2022/3/17 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 11:05,2022/3/17 11:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 10:05,2022/3/17 10:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 9:05,2022/3/17 9:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 8:05,2022/3/17 8:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 7:05,2022/3/17 7:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/17 6:05,2022/3/17 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 5:05,2022/3/17 5:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 4:05,2022/3/17 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 3:05,2022/3/17 3:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 2:05,2022/3/17 2:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/17 1:05,2022/3/17 1:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/17 0:05,2022/3/17 0:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/16 23:05,2022/3/16 23:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/16 22:05,2022/3/16 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 21:05,2022/3/16 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 20:05,2022/3/16 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 19:05,2022/3/16 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 18:05,2022/3/16 18:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/16 17:05,2022/3/16 17:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/16 16:05,2022/3/16 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/16 15:05,2022/3/16 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 14:05,2022/3/16 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 13:05,2022/3/16 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 12:05,2022/3/16 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 11:05,2022/3/16 11:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 10:05,2022/3/16 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 9:05,2022/3/16 9:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/16 8:05,2022/3/16 8:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/16 7:05,2022/3/16 7:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/16 6:05,2022/3/16 6:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/16 5:05,2022/3/16 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/16 4:05,2022/3/16 4:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/16 3:05,2022/3/16 3:05,,0,0,0,,,860,43,0,0.3,131
201330014,2022/3/16 2:05,2022/3/16 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/16 1:05,2022/3/16 1:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/16 0:05,2022/3/16 0:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/15 23:05,2022/3/15 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 22:05,2022/3/15 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 21:05,2022/3/15 21:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/15 20:05,2022/3/15 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 19:05,2022/3/15 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 18:05,2022/3/15 18:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/15 17:05,2022/3/15 17:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 16:05,2022/3/15 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/15 15:05,2022/3/15 15:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 14:05,2022/3/15 14:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 13:05,2022/3/15 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 12:05,2022/3/15 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 11:05,2022/3/15 11:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/15 10:05,2022/3/15 10:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 9:05,2022/3/15 9:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 8:05,2022/3/15 8:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/15 7:05,2022/3/15 7:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 6:05,2022/3/15 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 5:05,2022/3/15 5:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 4:05,2022/3/15 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 3:05,2022/3/15 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 2:05,2022/3/15 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/15 1:05,2022/3/15 1:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/15 0:05,2022/3/15 0:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 23:05,2022/3/14 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 22:05,2022/3/14 22:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 21:05,2022/3/14 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 20:05,2022/3/14 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 19:05,2022/3/14 19:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 18:05,2022/3/14 18:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 17:05,2022/3/14 17:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 16:05,2022/3/14 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 15:05,2022/3/14 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 14:05,2022/3/14 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 13:05,2022/3/14 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 12:05,2022/3/14 12:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 11:05,2022/3/14 11:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/14 10:05,2022/3/14 10:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/14 9:05,2022/3/14 9:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 8:05,2022/3/14 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 7:05,2022/3/14 7:05,,0,0,0,,,860,71,0,0.3,131
