站点编号,观测时间,存储时间,日降水量(毫米),当前降水量(毫米),1分钟时段降水量(毫米),5分钟时段降水量(毫米),10分钟时段降水量(毫米),30分钟时段降水量(毫米),降水量累计值(毫米),信号强度(百分比),电量(百分比),电源电压(伏特),报警信息
201330014,2022/3/14 6:05,2022/3/14 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 5:05,2022/3/14 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 4:05,2022/3/14 4:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/14 3:05,2022/3/14 3:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/14 2:05,2022/3/14 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 1:05,2022/3/14 1:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/14 0:05,2022/3/14 0:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 23:05,2022/3/13 23:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/13 22:05,2022/3/13 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 21:05,2022/3/13 21:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 20:05,2022/3/13 20:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/13 19:05,2022/3/13 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 18:05,2022/3/13 18:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 17:05,2022/3/13 17:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 16:05,2022/3/13 16:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 15:05,2022/3/13 15:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 14:05,2022/3/13 14:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/13 13:05,2022/3/13 13:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/13 12:05,2022/3/13 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 11:05,2022/3/13 11:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/13 10:05,2022/3/13 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 9:05,2022/3/13 9:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/13 8:05,2022/3/13 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 7:05,2022/3/13 7:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 6:05,2022/3/13 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 5:05,2022/3/13 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 4:05,2022/3/13 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 3:05,2022/3/13 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 2:05,2022/3/13 2:06,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/13 1:05,2022/3/13 1:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/13 0:05,2022/3/13 0:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 23:05,2022/3/12 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 22:05,2022/3/12 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 21:05,2022/3/12 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 20:05,2022/3/12 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 19:05,2022/3/12 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 18:05,2022/3/12 18:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 17:05,2022/3/12 17:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 16:05,2022/3/12 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/12 15:05,2022/3/12 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 14:05,2022/3/12 14:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/12 13:05,2022/3/12 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 12:05,2022/3/12 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 11:05,2022/3/12 11:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 10:05,2022/3/12 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 9:05,2022/3/12 9:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/12 8:05,2022/3/12 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 7:05,2022/3/12 7:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 6:05,2022/3/12 6:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/12 5:05,2022/3/12 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 4:05,2022/3/12 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 3:05,2022/3/12 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 2:05,2022/3/12 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 1:05,2022/3/12 1:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/12 0:05,2022/3/12 0:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 23:05,2022/3/11 23:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 22:05,2022/3/11 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 21:05,2022/3/11 21:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/11 20:05,2022/3/11 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 19:05,2022/3/11 19:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/11 18:05,2022/3/11 18:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 17:05,2022/3/11 17:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 16:05,2022/3/11 16:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/11 15:05,2022/3/11 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 14:05,2022/3/11 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 13:05,2022/3/11 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 12:05,2022/3/11 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 11:05,2022/3/11 11:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/11 10:05,2022/3/11 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 9:05,2022/3/11 9:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 8:05,2022/3/11 8:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 7:05,2022/3/11 7:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 6:05,2022/3/11 6:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/11 5:05,2022/3/11 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 4:05,2022/3/11 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 3:05,2022/3/11 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 2:05,2022/3/11 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/11 1:05,2022/3/11 1:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/11 0:05,2022/3/11 0:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 23:05,2022/3/10 23:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 22:05,2022/3/10 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 21:05,2022/3/10 21:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/10 20:05,2022/3/10 20:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 19:05,2022/3/10 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 18:05,2022/3/10 18:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 17:05,2022/3/10 17:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 16:05,2022/3/10 16:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 15:05,2022/3/10 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 14:05,2022/3/10 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 13:05,2022/3/10 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 12:05,2022/3/10 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 11:05,2022/3/10 11:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 10:05,2022/3/10 10:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 9:05,2022/3/10 9:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 8:05,2022/3/10 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 7:05,2022/3/10 7:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 6:05,2022/3/10 6:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 5:05,2022/3/10 5:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 4:05,2022/3/10 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 3:05,2022/3/10 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 2:05,2022/3/10 2:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/10 1:05,2022/3/10 1:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/10 0:05,2022/3/10 0:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 23:05,2022/3/9 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 22:05,2022/3/9 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 21:05,2022/3/9 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 20:05,2022/3/9 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 19:05,2022/3/9 19:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 18:05,2022/3/9 18:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 17:05,2022/3/9 17:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/9 16:05,2022/3/9 16:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 15:05,2022/3/9 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 14:05,2022/3/9 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 13:05,2022/3/9 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 12:05,2022/3/9 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 11:05,2022/3/9 11:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/9 10:05,2022/3/9 10:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/9 9:05,2022/3/9 9:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 8:05,2022/3/9 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 7:05,2022/3/9 7:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 6:05,2022/3/9 6:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/9 5:05,2022/3/9 5:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/9 4:05,2022/3/9 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/9 3:05,2022/3/9 3:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/9 2:05,2022/3/9 2:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/9 1:05,2022/3/9 1:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/9 0:05,2022/3/9 0:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/8 23:05,2022/3/8 23:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 22:05,2022/3/8 22:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 21:05,2022/3/8 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 20:05,2022/3/8 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 19:05,2022/3/8 19:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 18:05,2022/3/8 18:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/8 17:05,2022/3/8 17:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 16:05,2022/3/8 16:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 15:05,2022/3/8 15:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/8 14:05,2022/3/8 14:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 13:05,2022/3/8 13:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 12:05,2022/3/8 12:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 11:05,2022/3/8 11:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 10:05,2022/3/8 10:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 9:05,2022/3/8 9:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 8:05,2022/3/8 8:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/8 7:05,2022/3/8 7:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 6:05,2022/3/8 6:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/8 5:05,2022/3/8 5:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/8 4:05,2022/3/8 4:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/8 3:05,2022/3/8 3:05,,0,0,0,,,860,68,0,0.3,131
201330014,2022/3/8 2:05,2022/3/8 2:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/8 1:05,2022/3/8 1:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/8 0:05,2022/3/8 0:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/7 23:05,2022/3/7 23:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/7 22:05,2022/3/7 22:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 21:05,2022/3/7 21:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 20:05,2022/3/7 20:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 19:05,2022/3/7 19:05,,0,0,0,,,860,84,0,0.3,131
201330014,2022/3/7 18:05,2022/3/7 18:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 17:05,2022/3/7 17:05,,0,0,0,,,860,71,0,0.3,131
201330014,2022/3/7 16:05,2022/3/7 16:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/7 15:05,2022/3/7 15:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 14:05,2022/3/7 14:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/7 13:05,2022/3/7 13:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 12:05,2022/3/7 12:05,,0,0,0,,,860,81,0,0.3,131
201330014,2022/3/7 11:05,2022/3/7 11:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 10:05,2022/3/7 10:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/7 9:05,2022/3/7 9:05,,0,0,0,,,860,75,0,0.3,131
201330014,2022/3/7 8:05,2022/3/7 8:05,,0,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 7:05,2022/3/7 7:05,,6.5,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 6:05,2022/3/7 6:05,,6.5,0,0,,,860,68,0,0.3,131
201330014,2022/3/7 5:05,2022/3/7 5:05,,6.5,0,0,,,860,68,0,0.3,131
201330014,2022/3/7 4:05,2022/3/7 4:05,,6.5,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 3:05,2022/3/7 3:05,,6.5,0,0,,,860,78,0,0.3,131
201330014,2022/3/7 2:05,2022/3/7 2:05,,5,0,1,,,858.5,78,0,0.3,131
201330014,2022/3/7 1:05,2022/3/7 1:05,,0,0,0,,,853.5,75,0,0.3,131
201330014,2022/3/7 0:05,2022/3/7 0:05,,0,0,0,,,853.5,81,0,0.3,131
201330014,2022/3/6 23:05,2022/3/6 23:05,,0,0,0,,,853.5,78,0,0.3,131
201330014,2022/3/6 22:05,2022/3/6 22:05,,0,0,0,,,853.5,81,0,0.3,131
201330014,2022/3/6 21:05,2022/3/6 21:05,,0,0,0,,,853.5,78,0,0.3,131
201330014,2022/3/6 20:05,2022/3/6 20:05,,0,0,0,,,853.5,78,0,0.3,131
201330014,2022/3/6 19:05,2022/3/6 19:05,,0,0,0,,,853.5,78,0,0.3,131
201330014,2022/3/6 18:05,2022/3/6 18:05,,0,0,0,,,853.5,81,0,0.3,131
201330014,2022/3/6 17:05,2022/3/6 17:05,,0,0,0,,,853.5,75,0,0.3,131
201330014,2022/3/6 16:05,2022/3/6 16:05,,0,0,0,,,853.5,81,0,0.3,131
201330014,2022/3/6 15:05,2022/3/6 15:05,,0,0,0,,,853.5,75,0,0.3,131
201330014,2022/3/6 14:05,2022/3/6 14:05,,0,0,0,,,853.5,81,0,0.3,131
